Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Methylation as a key regulator of Tau aggregation and neuronal health in Alzheimer's disease,"Neurodegenerative diseases like Alzheimer's, Parkinson's and Huntington's disease involves abnormal aggregation and accumulation of toxic proteins aggregates. Post-translational modifications (PTMs) of the causative proteins play an important role in the etiology of disease as they could either slow down or accelerate the disease progression. Alzheimer disease is associated with the aggregation and accumulation of two major protein aggregates-intracellular neurofibrillary tangles made up of microtubule-associated protein Tau and extracellular Amyloid-Î² plaques. Post-translational modifications are important for the regulation of Tau`s function but an imbalance in PTMs may lead to abnormal Tau function and aggregation. Tau methylation is one of the important PTM of Tau in its physiological state. However, the methylation signature on Tau lysine changes once it acquires pathological aggregated form. Tau methylation can compete with other PTMs such as acetylation and ubiquitination. The state of PTM at these sites determines the fate of Tau protein in terms of its function and stability. The global methylation in neurons, microglia and astrocytes are involved in multiple cellular functions involving their role in epigenetic regulation of gene expression via DNA methylation. Here, we have discussed the effect of methylation on Tau function in a site-specific manner and their cross-talk with other lysine modifications. We have also elaborated the role of methylation in epigenetic aspects and neurodegenerative conditions associated with the imbalance in methylation metabolism affecting global methylation state of cells. Video abstract.",33962636,PMC8103764,10.1186/s12964-021-00732-z,18,Cell communication and signaling : CCS,101170464,7.525,0.5218670964241028,0.6722408026755853,0.7792642140468228,1.9525684183895788
Bridging the age spectrum of neurodegenerative storage diseases,"For over a century, researchers have observed similar neurodegenerative hallmarks in brains of people affected by rare early-onset lysosomal storage diseases and late-onset neurodegenerative diseases such as Alzheimer's and Parkinson's disease. Increasing evidence suggests these apparently disparate diseases share a common underlying feature, namely, a dysfunctional clearance of cellular cargo through the secretory-endosomal-autophagic-lysosomal-exocytic (SEALE) network. By providing examples of rare and common neurodegenerative diseases known to have pathologically altered cargo flux through the SEALE network, we explore the unifying hypothesis that impaired catabolism or exocytosis of SEALE cargo, places a burden of stress on neurons that initiates pathogenesis. We also describe how a growing understanding of genetic, epigenetic and age-related modifications of the SEALE network, has inspired a number of novel disease-modifying therapeutic approaches aimed at alleviating SEALE storage and providing therapeutic benefit to people affected by these devastating diseases across the age spectrum.",25987168,,10.1016/j.beem.2014.08.009,11,Best practice & research. Clinical endocrinology & metabolism,101120682,0.0,0.5202069282531738,0.5451505016722408,0.030100334448160536,0.4211542572863524
Epigenomic analysis of Alzheimer's disease brains reveals diminished CTCF binding on genes involved in synaptic organization,"Epigenetic aberrations are suggested to play an important role in transcriptional alterations in Alzheimer's disease (AD). One of the key mechanisms of epigenetic regulation of gene expression is through the dynamic organization of chromatin structure via the master genome architecture protein, CCCTC-binding factor (CTCF). By forming chromatin loops, CTCF can influence gene transcription in a complex manner. To find out whether genome-wide DNA binding sites for CTCF are altered in AD, we compared CTCF chromatin immunoprecipitation sequencing (ChIP-Seq) data from frontal cortex of human AD patients and normal controls (n = 9 pairs, all females). We have revealed that CTCF-binding affinity on many genes is significantly reduced in AD patients, and these genes are enriched in synaptic organization, cell adhesion, and actin cytoskeleton, including synaptic scaffolding molecules and receptors, such as SHANK2, HOMER1, NRXN1, CNTNAP2 and GRIN2A, and protocadherin (PCDH) and cadherin (CDH) family members. By comparing transcriptomic data from AD patients, we have discovered that many of the synaptic and adhesion genes with reduced CTCF binding in AD are significantly reduced in their mRNA expression. Moreover, a significant overlap of genes with the diminished CTCF binding and the reduced H3K27ac is identified in AD, with the common genes enriched in synaptic organization. These data suggest that the CTCF-controlled 3D chromatin organization is perturbed in AD, which may be linked to the diminished expression of target genes, probably through changes in histone modification.",37302762,PMC10519202,10.1016/j.nbd.2023.106192,3,Neurobiology of disease,9500169,7.046,0.5176928043365479,0.2976588628762542,0.745819397993311,1.7793474551771795
DNA methylation in the pathology of Alzheimer's disease: from gene to cognition,"Alzheimer's disease (AD) is a debilitating disorder that manifests with amyloid beta plaque deposition, neurofibrillary tangles, neuronal loss, and severe cognitive impairment. Although much effort has been made to decipher the pathogenesis of this disease, the mechanisms causing these detrimental outcomes remain obscure. Over the past few decades, neuroepigenetics has emerged as an important field that, among other things, explores how reversible modifications can change gene expression to control behavior and cognitive abilities. Among epigenetic modifications, DNA methylation requires further elucidation for the conflicting observations from AD research and its pivotal role in learning and memory. In this review, we focus on the essential components of DNA methylation, the effects of aberrant methylation on gene expressions in the amyloidogenic pathway and neurochemical processes, as well as memory epigenetics in Alzheimer's disease.",32491215,,10.1111/nyas.14373,15,Annals of the New York Academy of Sciences,7506858,6.499,0.5155436992645264,0.6488294314381271,0.725752508361204,1.738892105846341
Alzheimer's disease pathogenesis: Is there a role for folate?,"Epigenetic modifications, including changes in DNA methylation, have been implicated in a wide range of diseases including neurological diseases such as Alzheimer's. The role of dietary folate in providing methyl groups required for maintenance and modulation of DNA methylation makes it a nutrient of interest in Alzheimer's. Late onset Alzheimer's disease is the most common form of dementia and at present its aetiology is largely undetermined. From epidemiological studies, the interactions between folate, B-vitamins and homocysteine as well as the long latency period has led to difficulties in interpretation of the data, thus current evidence exploring the role of dietary folate in Alzheimer's is contradictory and unresolved. Therefore, examining the effects at a molecular level and exploring potential epigenetic mechanisms could increase our understanding of the disease and aetiology. The aim of this review is to examine the role that folate could play in Alzheimer's disease neuropathology and will focus on the effects of folate on DNA methylation which link to disease pathology, initiation and progression.",29037490,,10.1016/j.mad.2017.10.001,25,Mechanisms of ageing and development,0347227,0.0,0.4916542172431946,0.745819397993311,0.033444816053511704,0.444156409944579
Disruption of Tip60 HAT mediated neural histone acetylation homeostasis is an early common event in neurodegenerative diseases,"Epigenetic dysregulation is a common mechanism shared by molecularly and clinically heterogenous neurodegenerative diseases (NDs). Histone acetylation homeostasis, maintained by the antagonistic activity of histone acetyltransferases (HATs) and histone deacetylases (HDACs), is necessary for appropriate gene expression and neuronal function. Disruption of neural acetylation homeostasis has been implicated in multiple types of NDs including Alzheimer's disease (AD), yet mechanisms underlying alterations remain unclear. We show that like AD, disruption of Tip60 HAT/HDAC2 balance with concomitant epigenetic repression of common Tip60 target neuroplasticity genes occurs early in multiple types of Drosophila ND models such as Parkinson's Disease (PD), Huntington's Disease (HD) and Amyotrophic Lateral Sclerosis (ALS). Repressed neuroplasticity genes show reduced enrichment of Tip60 and epigentic acetylation signatures at all gene loci examined with certain genes showing inappropriate HDAC2 repressor enrichment. Functional neuronal consequences for these disease conditions are reminiscent of human pathology and include locomotion, synapse morphology, and short-term memory deficits. Increasing Tip60 HAT levels specifically in the mushroom body learning and memory center in the Drosophila brain protects against locomotion and short-term memory function deficits in multiple NDs. Together, our results support a model by which Tip60 protects against neurological impairments in different NDs via similar modes of action.",33106538,PMC7588445,10.1038/s41598-020-75035-3,12,Scientific reports,101563288,4.996,0.49064749479293823,0.5719063545150501,0.5250836120401338,1.407969767778773
Differential Epigenetic Changes in the Dorsal Hippocampus of Male and Female SAMP8 Mice: A Preliminary Study,"Alzheimer's disease (AD) is the most common age-related neurodegenerative disease characterized by memory loss and cognitive impairment. The causes of the disease are not well understood, as it involves a complex interaction between genetic, environmental, and epigenetic factors. SAMP8 mice have been proposed as a model for studying late-onset AD, since they show age-related learning and memory deficits as well as several features of AD pathogenesis. Epigenetic changes have been described in SAMP8 mice, although sex differences have never been evaluated. Here we used western blot and qPCR analyses to investigate whether epigenetic markers are differentially altered in the dorsal hippocampus, a region important for the regulation of learning and memory, of 9-month-old male and female SAMP8 mice. We found that H3Ac was selectively reduced in male SAMP8 mice compared to male SAMR1 control mice, but not in female mice, whereas H3K27me3 was reduced overall in SAMP8 mice. Moreover, the levels of HDAC2 andJmjD3were increased, whereas the levels of HDAC4 andDnmt3awere reduced in SAMP8 mice compared to SAMR1. In addition, levels of HDAC1 were reduced, whereasUtxandJmjd3were selectively increased in females compared to males. Although our results are preliminary, they suggest that epigenetic mechanisms in the dorsal hippocampus are differentially regulated in male and female SAMP8 mice.",37685895,PMC10488283,10.3390/ijms241713084,2,International journal of molecular sciences,101092791,6.208,0.47883346676826477,0.2140468227424749,0.6454849498327759,1.571709444609454
"Epigenetics in Lewy Body Diseases: Impact on Gene Expression, Utility as a Biomarker, and Possibilities for Therapy","Lewy body disorders (LBD) include Parkinson's disease (PD) and dementia with Lewy bodies (DLB). They are synucleinopathies with a heterogeneous clinical manifestation. As a cause of neuropathological overlap with other neurodegenerative diseases, the establishment of a correct clinical diagnosis is still challenging, and clinical management may be difficult. The combination of genetic variation and epigenetic changes comprising gene expression-modulating DNA methylation and histone alterations modifies the phenotype, disease course, and susceptibility to disease. In this review, we summarize the results achieved in the deciphering of the LBD epigenome. To provide an appropriate context, first LBD genetics is briefly outlined. Afterwards, a detailed review of epigenetic modifications identified for LBD in human cells, postmortem, and peripheral tissues is provided. We also focus on the difficulty of identifying epigenome-related biomarker candidates and discuss the results obtained so far. Additionally, epigenetic changes as therapeutic targets, as well as different epigenome-based treatments, are revised. The number of studies focusing on PD is relatively limited and practically inexistent for DLB. There is a lack of replication studies, and some results are even contradictory, probably due to differences in sample collection and analytical techniques. In summary, we show the current achievements and directions for future research.",32630630,PMC7369933,10.3390/ijms21134718,9,International journal of molecular sciences,101092791,6.208,0.475240021944046,0.4983277591973244,0.6488294314381271,1.6264095650058927
Epigenetic Regulation of Amyloid-beta Metabolism in Alzheimer's Disease,"Senile plaques (SPs) are one of the pathological features of Alzheimer's disease (AD) and they are formed by the overproduction and aggregation of amyloid-beta (AÎ²) peptides derived from the abnormal cleavage of amyloid precursor protein (APP). Thus, understanding the regulatory mechanisms during AÎ² metabolism is of great importance to elucidate AD pathogenesis. Recent studies have shown that epigenetic modulation-including DNA methylation, non-coding RNA alterations, and histone modifications-is of great significance in regulating AÎ² metabolism. In this article, we review the aberrant epigenetic regulation of AÎ² metabolism.",33428129,,10.1007/s11596-020-2283-0,4,Current medical science,101729993,2.64,0.4615021347999573,0.3511705685618729,0.2408026755852843,0.875135394592349
Mitochondrially-Targeted Therapeutic Strategies for Alzheimer's Disease,"Alzheimer's disease (AD) is an irreversible, progressive neurodegenerative disease and the most common cause of dementia among older adults. There are no effective treatments available for the disease, and it is associated with great societal concern because of the substantial costs of providing care to its sufferers, whose numbers will increase as populations age. While multiple causes have been proposed to be significant contributors to the onset of sporadic AD, increased age is a unifying risk factor. In addition to amyloid-Î² (AÎ²) and tau protein playing a key role in the initiation and progression of AD, impaired mitochondrial bioenergetics and dynamics are likely major etiological factors in AD pathogenesis and have many potential origins, including AÎ² and tau. Mitochondrial dysfunction is evident in the central nervous system (CNS) and systemically early in the disease process. Addressing these multiple mitochondrial deficiencies is a major challenge of mitochondrial systems biology. We review evidence for mitochondrial impairments ranging from mitochondrial DNA (mtDNA) mutations to epigenetic modification of mtDNA, altered gene expression, impaired mitobiogenesis, oxidative stress, altered protein turnover and changed organelle dynamics (fission and fusion). We also discuss therapeutic approaches, including repurposed drugs, epigenetic modifiers, and lifestyle changes that target each level of deficiency which could potentially alter the course of this progressive, heterogeneous Disease while being cognizant that successful future therapeutics may require a combinatorial approach.",34879805,PMC9178515,10.2174/1567205018666211208125855,6,Current Alzheimer research,101208441,3.04,0.45292913913726807,0.40468227424749165,0.2709030100334448,0.9606939383318591
"Dissecting Complex and Multifactorial Nature of Alzheimer's Disease Pathogenesis: a Clinical, Genomic, and Systems Biology Perspective","Alzheimer's disease (AD) is a progressive neurodegenerative disorder characterized by loss of memory and other cognitive functions. AD can be classified into familial AD (FAD) and sporadic AD (SAD) based on heritability and into early onset AD (EOAD) and late onset AD (LOAD) based on age of onset. LOAD cases are more prevalent with genetically complex architecture. In spite of significant research focused on understanding the etiological mechanisms, search for diagnostic biomarker(s) and disease-modifying therapy is still on. In this article, we aim to comprehensively review AD literature on established etiological mechanisms including role of beta-amyloid and apolipoprotein E (APOE) along with promising newer etiological factors such as epigenetic modifications that have been associated with AD suggesting its multifactorial nature. As genomic studies have recently played a significant role in elucidating AD pathophysiology, a systematic review of findings from genome-wide linkage (GWL), genome-wide association (GWA), genome-wide expression (GWE), and epigenome-wide association studies (EWAS) was conducted. The availability of multi-dimensional genomic data has further coincided with the advent of computational and network biology approaches in recent years. Our review highlights the importance of integrative approaches involving genomics and systems biology perspective in elucidating AD pathophysiology. The promising newer approaches may provide reliable means of early and more specific diagnosis and help identify therapeutic interventions for LOAD.",26351077,,10.1007/s12035-015-9390-0,24,Molecular neurobiology,8900963,5.682,0.4398074746131897,0.7357859531772575,0.5752508361204013,1.5474416754033655
Epigenetic Peripheral Biomarkers for Early Diagnosis of Alzheimer's Disease,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder and represents the leading cause of cognitive impairment and dementia in older individuals throughout the world. The main hallmarks of AD include brain atrophy, extracellular deposition of insoluble amyloid-Î² (AÎ²) plaques, and the intracellular aggregation of protein tau in neurofibrillary tangles. These pathological modifications start many years prior to clinical manifestations of disease and thespectrumof AD progresses along acontinuumfrom preclinical to clinical phases. Therefore, identifying specific biomarkers for detecting AD at early stages greatly improves clinical management. However, stable and non-invasive biomarkers are not currently available for the early detection of the disease. In the search for more reliable biomarkers, epigenetic mechanisms, able to mediate the interaction between the genome and the environment, are emerging as important players in AD pathogenesis. Herein, we discuss altered epigenetic signatures in blood as potential peripheral biomarkers for the early detection of AD in order to help diagnosis and improve therapy.",35893045,PMC9332601,10.3390/genes13081308,8,Genes,101551097,4.141,0.4359615445137024,0.46488294314381273,0.35451505016722407,1.1827535153369841
Genetic and epigenetic study of an Alzheimer's disease family with monozygotic triplets,"Age at onset of Alzheimer's disease is highly variable, and its modifiers (genetic or environmental) could act through epigenetic changes, such as DNA methylation at CpG sites. DNA methylation is also linked to ageing-the strongest Alzheimer's disease risk factor. DNA methylation age can be calculated using age-related CpGs and might reflect biological ageing. We conducted a clinical, genetic and epigenetic investigation of a unique Ashkenazi Jewish family with monozygotic triplets, two of whom developed Alzheimer's disease at ages 73 and 76, while the third at age 85 has no cognitive complaints or deficits in daily activities. One of their offspring developed Alzheimer's disease at age 50. Targeted sequencing of 80 genes associated with neurodegeneration revealed that the triplets and the affected offspring are heterozygous carriers of the risk APOE Îµ4 allele, as well as rare substitutions in APP (p.S198P), NOTCH3 (p.H1235L) and SORL1 (p.W1563C). In addition, we catalogued 52 possibly damaging rare variants detected by NeuroX array in affected individuals. Analysis of family members on a genome-wide DNA methylation chip revealed that the DNA methylation age of the triplets was 6-10 years younger than chronological age, while it was 9 years older in the offspring with early-onset Alzheimer's disease, suggesting accelerated ageing.",31580390,PMC6821163,10.1093/brain/awz289,9,Brain : a journal of neurology,0372537,0.0,0.42042112350463867,0.5016722408026756,0.03678929765886288,0.35258712226331834
Novel Approaches for the Treatment of Alzheimer's and Parkinson's Disease,"Neurodegenerative disorders affect around one billion people worldwide. They can arise from a combination of genomic, epigenomic, metabolic, and environmental factors. Aging is the leading risk factor for most chronic illnesses of old age, including Alzheimer's and Parkinson's diseases. A progressive neurodegenerative process and neuroinflammation occur, and no current therapies can prevent, slow, or halt disease progression. To date, no novel disease-modifying therapies have been shown to provide significant benefit for patients who suffer from these devastating disorders. Therefore, early diagnosis and the discovery of new targets and novel therapies are of upmost importance. Neurodegenerative diseases, like in other age-related disorders, the progression of pathology begins many years before the onset of symptoms. Many efforts in this field have led to the conclusion that exits some similar events among these diseases that can explain why the aging brain is so vulnerable to suffer neurodegenerative diseases. This article reviews the current knowledge about these diseases by summarizing the most common features of major neurodegenerative disorders, their causes and consequences, and the proposed novel therapeutic approaches.",30743990,PMC6386829,10.3390/ijms20030719,67,International journal of molecular sciences,101092791,6.208,0.4203020930290222,0.9364548494983278,0.6521739130434783,1.6810722257170787
[Signaling molecules in the brain and epigenetic factors in neurodegenerative and mental disorders],"The literature on a role of signaling molecules in the organization of memory and cognitive functions is analyzed basing on mechanisms of memory physiology determined by a complex of biochemical processes initiated by the transmission of the signal to the synapse and completed by the synthesis of functionally significant molecules in the neuronal genetic apparatus. The center of these processes is a coordinated system of signal transduction, transcription, epigenetic and neurotrophic molecules. The dissonance of signal mechanisms is a prime cause of memory impairment and cognitive dysfunction as social maladaptation factors. The results of experimental and clinical studies of a role of the multilevel signaling system in age-related, neurodegenerative (Alzheimerâs disease) and mental (depression) disorders are discussed. At the same time, signaling molecules may be considered as particular targets for new therapeutic approaches.",26649375,,10.17116/jnevro2015115101102-110,0,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,9712194,0.0,0.41401010751724243,0.030100334448160536,0.04013377926421405,0.25442613139997755
Applying gene-editing technology to elucidate the functional consequence of genetic and epigenetic variation in Alzheimer's disease,"Recent studies have highlighted a potential role of genetic and epigenetic variation in the development of Alzheimer's disease. Application of the CRISPR-Cas genome-editing platform has enabled investigation of the functional impact that Alzheimer's disease-associated gene mutations have on gene expression. Moreover, recent advances in the technology have led to the generation of CRISPR-Cas-based tools that allow for high-throughput interrogation of different risk variants to elucidate the interplay between genomic regulatory features, epigenetic modifications, and chromatin structure. In this review, we examine the various iterations of the CRISPR-Cas system and their potential application for exploring the complex interactions and disruptions in gene regulatory circuits that contribute to Alzheimer's disease.",32654206,PMC8018012,10.1111/bpa.12881,6,"Brain pathology (Zurich, Switzerland)",9216781,7.611,0.4119977653026581,0.4080267558528428,0.7926421404682275,1.8510040103521632
Role of primary aging hallmarks in AlzheimerÂ´s disease,"Alzheimer's disease (AD) is the most common neurodegenerative disease, which severely threatens the health of the elderly and causes significant economic and social burdens. The causes of AD are complex and include heritable but mostly aging-related factors. The primary aging hallmarks include genomic instability, telomere wear, epigenetic changes, and loss of protein stability, which play a dominant role in the aging process. Although AD is closely associated with the aging process, the underlying mechanisms involved in AD pathogenesis have not been well characterized. This review summarizes the available literature about primary aging hallmarks and their roles in AD pathogenesis. By analyzing published literature, we attempted to uncover the possible mechanisms of aberrant epigenetic markers with related enzymes, transcription factors, and loss of proteostasis in AD. In particular, the importance of oxidative stress-induced DNA methylation and DNA methylation-directed histone modifications and proteostasis are highlighted. A molecular network of gene regulatory elements that undergoes a dynamic change with age may underlie age-dependent AD pathogenesis, and can be used as a new drug target to treat AD.",36593969,PMC9800733,10.7150/thno.79535,6,Theranostics,101552395,11.6,0.41134732961654663,0.411371237458194,0.919732441471572,2.649082645261567
[The role of aluminum and lead in the development of Alzheimer's and Parkinson's diseases],"The article summarizes the data available in the literature on the toxic effects of aluminum and lead on the human brain and assesses the relationship of these effects to the etiopathogenesis of the most common neurodegenerative diseases, such as Alzheimer's and Parkinson's diseases. The accumulation of ions of these metals in the brain structures leads to chronic intoxication that is manifested by the morphological signs that are typical for Alzheimer's disease, such as deposits of Î²-amyloid and Ï-protein mainly in the frontal and temporal regions of the cortex, and for Parkinson's disease, such as degeneration of dopamine neurons in the substantia nigra and their accumulation of Î±-synuclein. The most likely forms of participation of aluminum and lead ions in the mechanisms of neurodegeneration are the replacement of bivalent metal ions necessary for brain functioning, oxidative stress initiation, epigenetic modifications of histones, and increased expression of noncoding ribonucleic acids.",34041898,,10.17116/patol20218303156,0,Arkhiv patologii,0370604,0.0,0.4083947539329529,0.033444816053511704,0.043478260869565216,0.2517258155704741
Assessment of suberoylanilide hydroxamic acid on a Alzheimer's disease model induced by Î²-amyloid(1-42)in aged female mice: Neuromodulatory and epigenetic effect,"Alzheimer's disease (AD) is a neurodegenerative disease that affects several elderly people per years. AD is a pathology of multifactorial etiology, resulting from multiple environmental and genetic determinants. However, there is no effective pharmacological alternative for the treatment of this illness. In this sense, the purpose of current study was to characterize the mechanisms by which AÎ²1-42injection via intracerebroventricular induces neurobehavioral changes in a time-course curve. In addition, suberoylanilide hydroxamic acid (SAHA) inhibitor of histone deacetylase (HDAC) was used to investigate the involvement of epigenetic modifications AÎ²1-42-caused in aged female mice. In general manner, AÎ²1-42injection induced a major neurochemical disturbance in hippocampus and prefrontal cortex of animals and a serious impairment of memory. Overall, SAHA treatment attenuated neurobehavioral changes caused by AÎ²1-42injection in aged female mice. The subchronic effects presented of SAHA were through modulation of HDAC activity, regulation of brain-derived neurotrophic factor (BDNF) levels and expression of BDNF mRNA, accompanied by unlocking cAMP/PKA/pCREB pathway in hippocampus and prefrontal cortex of animals.",36870467,,10.1016/j.cbi.2023.110429,2,Chemico-biological interactions,0227276,0.0,0.4049191474914551,0.21739130434782608,0.046822742474916385,0.28642974936443827
Prion-like mechanisms and potential therapeutic targets in neurodegenerative disorders,"Prion-like propagation of abnormal intracytoplasmic proteins, which are the defining features of major neurodegenerative disorders, such as Alzheimer's disease (AD), Parkinson's disease (PD) and amyotrophic lateral sclerosis (ALS), has been proposed. A growing body of evidence strongly suggests that abnormal tau, Î±-synuclein and TDP-43 have prion-like properties, convert the corresponding normal proteins into abnormal forms, and are transmitted from cell to cell, spreading throughout the brain. This idea is extremely important not only for understanding the pathogenesis and progression of these diseases, but also for the development of molecular therapies. Since the distributions and spreading of the abnormal proteins are closely associated with disease symptoms and progression, gain-of-toxic-function of these proteins may affect the neurons and glial cells either directly or indirectly, or both. It is essential to regulate the aggregation of abnormal intracellular proteins and their cell-to-cell transmission in order to stop, or at least slow, the progression of these diseases.",27916654,,10.1016/j.pharmthera.2016.11.010,34,Pharmacology & therapeutics,7905840,13.4,0.38577955961227417,0.8193979933110368,0.9431438127090301,3.075347334429572
The contribution of DNA methylation to the (dys)function of oligodendroglia in neurodegeneration,"Neurodegenerative diseases encompass a heterogeneous group of conditions characterised by the progressive degeneration of the structure and function of the central or peripheral nervous systems. The pathogenic mechanisms underlying these diseases are not fully understood. However, a central feature consists of regional aggregation of proteins in the brain, such as the accumulation of Î²-amyloid plaques in Alzheimer's disease (AD), inclusions of hyperphosphorylated microtubule-binding tau in AD and other tauopathies, or inclusions containing Î±-synuclein in Parkinson's disease (PD), dementia with Lewy bodies (DLB) and multiple system atrophy (MSA). Various pathogenic mechanisms are thought to contribute to disease, and an increasing number of studies implicate dysfunction of oligodendrocytes (the myelin producing cells of the central nervous system) and myelin loss. Aberrant DNA methylation, the most widely studied epigenetic modification, has been associated with many neurodegenerative diseases, including AD, PD, DLB and MSA, and recent findings highlight aberrant DNA methylation in oligodendrocyte/myelin-related genes. Here we briefly review the evidence showing that changes to oligodendrocytes and myelin are key in neurodegeneration, and explore the relevance of DNA methylation in oligodendrocyte (dys)function. As DNA methylation is reversible, elucidating its involvement in pathogenic mechanisms of neurodegenerative diseases and in dysfunction of specific cell-types such as oligodendrocytes may bring opportunities for therapeutic interventions for these diseases.",37386505,PMC10311741,10.1186/s40478-023-01607-9,2,Acta neuropathologica communications,101610673,7.578,0.38110437989234924,0.22073578595317725,0.782608695652174,1.788409785126045
A Bird's-Eye View of the Multiple Biochemical Mechanisms that Propel Pathology of Alzheimer's Disease: Recent Advances and Mechanistic Perspectives on How to Halt the Disease Progression Targeting Multiple Pathways,"Neurons consume the highest amount of oxygen, depend on oxidative metabolism for energy, and survive for the lifetime of an individual. Therefore, neurons are vulnerable to death caused by oxidative-stress, accumulation of damaged and dysfunctional proteins and organelles. There is an exponential increase in the number of patients diagnosed with neurodegenerative diseases such as Alzheimer's (AD) as the number of elderly increases exponentially. Development of AD pathology is a complex phenomenon characterized by neuronal death, accumulation of extracellular amyloid-Î² plaques and neurofibrillary tangles, and most importantly loss of memory and cognition. These pathologies are most likely caused by mechanisms including oxidative stress, mitochondrial dysfunction/stress, accumulation of misfolded proteins, and defective organelles due to impaired proteasome and autophagy mechanisms. Currently, there are no effective treatments to halt the progression of this disease. In order to treat this complex disease with multiple biochemical pathways involved, a complex treatment regimen targeting different mechanisms should be investigated. Furthermore, as AD is a progressive disease-causing morbidity over many years, any chemo-modulator for treatment must be used over long period of time. Therefore, treatments must be safe and non-interfering with other processes. Ideally, a treatment like medicinal food or a supplement that can be taken regularly without any side effect capable of reducing oxidative stress, stabilizing mitochondria, activating autophagy or proteasome, and increasing energy levels of neurons would be the best solution. This review summarizes progress in research on different mechanisms of AD development and some of the potential therapeutic development strategies targeting the aforementioned pathologies.",31127770,PMC6598003,10.3233/JAD-181230,8,Journal of Alzheimer's disease : JAD,9814863,4.16,0.37376153469085693,0.4682274247491639,0.3745819397993311,1.149902405764347
Chaperoning shape-shifting tau in disease,"Many neurodegenerative diseases, including Alzheimer's, originate from the conversion of proteins into pathogenic conformations. The microtubule-associated protein tau converts into Î²-sheet-rich amyloid conformations, which underlie pathology in over 25 related tauopathies. Structural studies of tau amyloid fibrils isolated from human tauopathy tissues have revealed that tau adopts diverse structural polymorphs, each linked to a different disease. Molecular chaperones play central roles in regulating tau function and amyloid assembly in disease. New data supports the model that chaperones selectively recognize different conformations of tau to limit the accumulation of proteotoxic species. The challenge now is to understand how chaperones influence disease processes across different tauopathies, which will help guide the development of novel conformation-specific diagnostic and therapeutic strategies.",35045944,,10.1016/j.tibs.2021.12.009,8,Trends in biochemical sciences,7610674,14.264,0.3643251061439514,0.47157190635451507,0.9464882943143813,3.165709444957274
Mitochondria as a target for neuroprotection: implications for AlzheimerÂ´s disease,"Alzheimer's disease (AD), the most common form of dementia, is marked by progressive loss of memory and impairment of cognitive ability. Despite decades of intensive research and scientific advances, the intricate pathogenic mechanisms of AD are still not fully understood and, consequently, an effective treatment is yet to be developed. As widely accepted, the alterations of mitochondrial function are actively engaged in a plethora of neurodegenerative diseases, including AD. With growing interest in the mitochondria as a potential target for understanding AD, it has even been hypothesized that deficits in these organelles may be at the heart of the progression of AD itself. Areas covered: The purpose of this review is to summarize relevant studies that suggest a role for mitochondrial (dys)function in AD and to provide a survey on latest developments regarding AD-related mitochondrial therapeutics. Expert commentary: As outlined in a plethora of studies, there is no doubt that mitochondria play a major role in several stages of AD progression. Even though more in-depth studies are needed before pharmaceutical industry can apply such knowledge to human medicine, the continuous advances in AD research field will certainly facilitate and accelerate the development of more effective preventive or therapeutic strategies to fight this devastating disease.",27366815,,10.1080/14737175.2016.1205488,14,Expert review of neurotherapeutics,101129944,4.287,0.3624049127101898,0.6153846153846154,0.44481605351170567,1.197919870703037
The DNA Methylation in Neurological Diseases,"DNA methylation is critical for the normal development and functioning of the human brain, such as the proliferation and differentiation of neural stem cells, synaptic plasticity, neuronal reparation, learning, and memory. Despite the physical stability of DNA and methylated DNA compared to other epigenetic modifications, some DNA methylation-based biomarkers have translated into clinical practice. Increasing reports indicate a strong association between DNA methylation profiles and various clinical outcomes in neurological diseases, making DNA methylation profiles valuable as novel clinical markers. In this review, we aim to discuss the latest evidence concerning DNA methylation alterations in the development of neurodegenerative, neurodevelopmental, and neuropsychiatric diseases. We also highlighted the relationship of DNA methylation alterations with the disease progression and outcome in many neurological diseases such as Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis, frontotemporal dementia, and autism.",36359835,PMC9657829,10.3390/cells11213439,14,Cells,101600052,7.666,0.35958901047706604,0.6187290969899666,0.8160535117056856,1.872699225684233
