Title,Abstract,PMID,PMCID,DOI,Cited Number
[Neurodegenerative diseases],"Neurodegenerative diseases are sporadic and rare hereditary disorders of the central nervous system, which cause a slowly progressive loss of function of specific neuron populations and their connections. Severe impairments and care dependency can be the sequelae. Neurodegenerative disorders are diseases of older people; therefore, the demographic shift leads to an increase in the number of affected patients. Radiologists will also become more involved. For this reason important neurodegenerative diseases are presented in this article. In addition to Alzheimer's and Parkinson's diseases these also include frontotemporal lobar degeneration, Lewy body dementia, vascular dementia, Creutzfeldt-Jakob disease and Huntington's chorea. The clinical symptoms and diagnostics are described, whereby the focus lies on typical results of morphological imaging.",29511772,,10.1007/s00117-018-0363-y,15
"Brain aging, Alzheimer's disease, and the role of stem cells in primate comparative studies","Alzheimer's disease (AD) is a progressive neurodegenerative disease that is ultimately fatal. Currently, millions of Americans are living with AD, and this number is predicted to grow with increases in the aging population. Interestingly, despite the prevalence of AD in human populations, the full AD phenotype has not been observed in any nonhuman primate (NHP) species, and it has been suggested that NHPs are immune to neurodegenerative diseases such as AD. Here, we review the typical age-related changes and pathologies in humans along with the neuropathologic changes associated with AD, and we place this information in the context of the comparative neuropathology of NHPs. We further propose the use of induced pluripotent stem cell technology as a way of addressing initial molecular processes and changes that occur in neurons and glia (in both humans and NHPs) when exposed to AD-inducing pathology prior to cell death.",35929189,,10.1002/cne.25394,2
How Can Static and Oscillating Electric Fields Serve in Decomposing Alzheimer's and Other Senile Plaques?,"Alzheimer's disease is one of the most common neurodegenerative conditions, which are ascribed to extracellular accumulation of β-amyloid peptides into plaques. This phenomenon seems to typify other related neurodegenerative diseases. The present study uses classical molecular-dynamics simulations to decipher the aggregation-disintegration behavior of β-amyloid peptide plaques in the presence of static and oscillating oriented external electric fields (OEEFs). A long-term disintegration of such plaques is highly desirable since this may improve the prospects of therapeutic treatments of Alzheimer's disease and of other neurodegenerative diseases typified by senile plaques. Our study illustrates the spontaneous aggregation of the β-amyloid, its prevention and breakdown when OEEF is applied, and the fate of the broken aggregate when the OEEF is removed. Notably, we demonstrate that the usage of an oscillating OEEF on β-amyloid aggregates appears to lead to an irreversible disintegration. Insight is provided into the root causes of the various modes of aggregation, as well as into the different fates of OEEF-induced disintegration in oscillating vs static fields. Finally, our simulation results are compared to the well-established TTFields and the Deep Brain Stimulation (DBS) therapies, which are currently used options for treatments of Alzheimer's disease and other related neurodegenerative diseases.",36735972,PMC9936589,10.1021/jacs.2c12305,4
The relationship of early- and late-onset Alzheimer's disease genes with COVID-19,"Individuals with Alzheimer's disease and other neurodegenerative diseases have been exposed to excess risk by the COVID-19 pandemic. COVID-19's main manifestations include high body temperature, dry cough, and exhaustion. Nevertheless, some affected individuals may have an atypical presentation at diagnosis but suffer neurological signs and symptoms as the first disease manifestation. These findings collectively show the neurotropic nature of SARS-CoV-2 virus and its ability to involve the central nervous system. In addition, Alzheimer's disease and COVID-19 has a number of common risk factors and comorbid conditions including age, sex, hypertension, diabetes, and the expression of APOE ε4. Until now, a plethora of studies have examined the COVID-19 disease but only a few studies has yet examined the relationship of COVID-19 and Alzheimer's disease as risk factors of each other. This review emphasizes the recently published evidence on the role of the genes of early- or late-onset Alzheimer's disease in the susceptibility of individuals currently suffering or recovered from COVID-19 to Alzheimer's disease or in the susceptibility of individuals at risk of or with Alzheimer's disease to COVID-19 or increased COVID-19 severity and mortality. Furthermore, the present review also draws attention to other uninvestigated early- and late-onset Alzheimer's disease genes to elucidate the relationship between this multifactorial disease and COVID-19.",35429259,PMC9012910,10.1007/s00702-022-02499-0,5
Circadian alterations in patients with neurodegenerative diseases: Neuropathological basis of underlying network mechanisms,"Circadian organization of physiology and behavior is an important biological process that allows organisms to anticipate and prepare for daily changes and demands. Disruptions in this system precipitates a wide range of health issues. In patients with neurodegenerative diseases, alterations of circadian rhythms are among the most common and debilitating symptoms. Although a growing awareness of these symptoms has occurred during the last decade, their underlying neuropathophysiological circuitry remains poorly understood and consequently no effective therapeutic strategies are available to alleviate these health issues. Recent studies have examined the neuropathological status of the different neural components of the circuitry governing the generation of circadian rhythms in neurodegenerative diseases. In this review, we will dissect the potential contribution of dysfunctions in the different nodes of this circuitry to circadian alterations in patients with neurodegenerative diseases. A deeper understanding of these mechanisms will provide not only a better understanding of disease neuro-pathophysiology, but also hold the promise for developing effective and mechanisms-based therapies.",32736083,,10.1016/j.nbd.2020.105029,16
The role of gut microbiota in pathogenesis of Alzheimer's disease,"This paper describes the effects of the gut microbiota on the pathogenesis of Alzheimer's pathology by evaluating the current original key findings and identifying gaps in the knowledge required for validation. The diversity of the gut microbiota declines in the elderly and in patients with Alzheimer's disease (AD). Restoring the diversity with probiotic treatment alleviates the psychiatric and histopathological findings. This presents a problem: How does gut microbiota interact with the pathogenesis of AD? The starting point of this comprehensive review is addressing the role of bacterial metabolites and neurotransmitters in the brain under various conditions, ranging from a healthy state to ageing and disease. In the light of current literature, we describe three different linkages between the present gut microbiome hypothesis and the other major theories for the pathogenesis of AD as follows: bacterial metabolites and amyloids can trigger central nervous system inflammation and cerebrovascular degeneration; impaired gut microbiome flora inhibits the autophagy-mediated protein clearance process; and gut microbiomes can change the neurotransmitter levels in the brain through the vagal afferent fibres.",30920075,,10.1111/jam.14264,60
Bioinorganic Chemistry of Micronutrients Related to Alzheimer's and Parkinson's Diseases,"Metal ions are fundamental to guarantee the regular physiological activity of the human organism. Similarly, vitamins play a key role in many biological functions of the metabolism, among which are coenzymes, redox mediators, and antioxidants. Due to their importance in the human organism, both metals and vitamins have been extensively studied for their involvement in neurodegenerative diseases (NDs). However, the full potential of the interaction between vitamins and metal ions has not been fully explored by researchers yet, and further investigation on this topic is needed. The aim of this review is to provide an overview of the scientific literature on the implications of vitamins and selected metal ions in two of the most common neurodegenerative diseases, Alzheimer's and Parkinson's disease. Furthermore, vitamin-metal ion interactions are discussed in detail focusing on their bioinorganic chemistry, with the perspective of arousing more interest in this fascinating bioinorganic field.",37513339,PMC10385134,10.3390/molecules28145467,3
"Psychosis in Alzheimer disease - mechanisms, genetics and therapeutic opportunities","Psychosis is a common and distressing symptom in people with Alzheimer disease, and few safe and effective treatments are available. However, new approaches to symptom assessment and treatment are beginning to drive the field forward. New nosological perspectives have been provided by incorporating the emergence of psychotic symptoms in older adults - even in advance of dementia - into epidemiological and neurobiological frameworks as well as into diagnostic and research criteria such as the International Psychogeriatric Association criteria for psychosis in neurocognitive disorders, the Alzheimer's Association International Society to Advance Alzheimer's Research and Treatment (ISTAART) research criteria for psychosis in neurodegenerative disease, and the ISTAART criteria for mild behavioural impairment. Here, we highlight the latest findings in genomics, neuroimaging and neurobiology that are informing approaches to drug discovery and repurposing. Current pharmacological and non-pharmacological treatment options are discussed, with a focus on safety and precision medicine. We also explore trial data for pimavanserin, a novel agent that shows promise for the treatment of psychosis in people with dementia, and discuss existing agents that might be useful but need further exploration such as escitalopram, lithium, cholinesterase inhibitors and vitamin D. Although the assessment and management of psychosis in people with dementia remain challenging, new opportunities are providing direction and hope to the field.",34983978,PMC9074132,10.1038/s41582-021-00597-3,32
Identification of image genetic biomarkers of Alzheimer's disease by orthogonal structured sparse canonical correlation analysis based on a diagnostic information fusion,"Alzheimer's disease (AD) is an irreversible neurodegenerative disease, and its incidence increases yearly. Because AD patients will have cognitive impairment and personality changes, it has caused a heavy burden on the family and society. Image genetics takes the structure and function of the brain as a phenotype and studies the influence of genetic variation on the structure and function of the brain. Based on the structural magnetic resonance imaging data and transcriptome data of AD and healthy control samples in the Alzheimer's Disease Neuroimaging Disease database, this paper proposed the use of an orthogonal structured sparse canonical correlation analysis for diagnostic information fusion algorithm. The algorithm added structural constraints to the region of interest (ROI) of the brain. Integrating the diagnostic information of samples can improve the correlation performance between samples. The results showed that the algorithm could extract the correlation between the two modal data and discovered the brain regions most affected by multiple risk genes and their biological significance. In addition, we also verified the diagnostic significance of risk ROIs and risk genes for AD. The code of the proposed algorithm is available at https://github.com/Wanguangyu111/OSSCCA-DIF.",37920027,,10.3934/mbe.2023741,0
Uncovering the Neural Bases of Cognitive and Affective Empathy Deficits in Alzheimer's Disease and the Behavioral-Variant of Frontotemporal Dementia,"Loss of empathy is a core presenting feature of the behavioral-variant of frontotemporal dementia (bvFTD), resulting in socioemotional difficulties and behavioral transgressions. In contrast, interpersonal functioning remains relatively intact in Alzheimer's disease (AD), despite marked cognitive decline. The neural substrates mediating these patterns of loss and sparing in social functioning remain unclear, yet are relevant for our understanding of the social brain. We investigated cognitive versus affective aspects of empathy using the Interpersonal Reactivity Index (IRI) in 25 AD and 24 bvFTD patients and contrasted their performance with 22 age- and education-matched controls. Cognitive empathy was comparably compromised in AD and bvFTD, whereas affective empathy was impaired exclusively in bvFTD. While controlling for overall cognitive dysfunction ameliorated perspective-taking deficits in AD, empathy loss persisted across cognitive and affective domains in bvFTD. Voxel-based morphometry analyses revealed divergent neural substrates of empathy loss in each patient group. Perspective-taking deficits correlated with predominantly left-sided temporoparietal atrophy in AD, whereas widespread bilateral frontoinsular, temporal, parietal, and occipital atrophy was implicated in bvFTD. Reduced empathic concern in bvFTD was associated with atrophy in the left orbitofrontal, inferior frontal, and insular cortices, and the bilateral mid-cingulate gyrus. Our findings suggest that social cognitive deficits in AD arise largely as a consequence of global cognitive dysfunction, rather than a loss of empathy per se. In contrast, loss of empathy in bvFTD reflects the deterioration of a distributed network of frontoinsular and temporal structures that appear crucial for monitoring and processing social information.",27258418,,10.3233/JAD-160175,57
'Eye-Tracking' with Words for Alzheimer's Disease Detection: Time Alignment of Words Enunciation with Image Regions During Image Description Tasks,"Background:Alzheimer's disease (AD) is a progressive neurodegenerative disease that results in cognitive decline, dementia, and eventually death. Diagnosing early signs of AD can help clinicians to improve the quality of life.Objective:We developed a non-invasive approach to help neurologists and clinicians to distinguish probable AD patients and healthy controls (HC).Methods:The patients' gaze points were followed based on the words they used to describe the Cookie Theft (CT) picture description task. We hypothesized that the timing of words enunciation aligns with the participant's eye movements. The moments that each word was spoken were then aligned with specific regions of the image. We then applied machine learning algorithms to classify probable AD and HC. We randomly selected 60 participants (30 AD and 30 HC) from the Dementia Bank (Pitt Corpus).Results:Five main classifiers were applied to different features extracted from the recorded audio and participants' transcripts (AD and HC). Support vector machine and logistic regression had the highest accuracy (up to 80% and 78.33%, respectively) in three different experiments.Conclusions:In conclusion, point-of-gaze can be applied as a non-invasive and less expensive approach compared to other available methods (e.g., eye tracker devices) for early-stage AD diagnosis.",37661875,,10.3233/JAD-220711,0
Tau PET imaging: present and future directions,"Abnormal aggregation of tau in the brain is a major contributing factor in various neurodegenerative diseases. The role of tau phosphorylation in the pathophysiology of tauopathies remains unclear. Consequently, it is important to be able to accurately and specifically target tau deposits in vivo in the brains of patients. The advances of molecular imaging in the recent years have now led to the recent development of promising tau-specific tracers for positron emission tomography (PET), such as THK5317, THK5351, AV-1451, and PBB3. These tracers are now available for clinical assessment in patients with various tauopathies, including Alzheimer's disease, as well as in healthy subjects. Exploring the patterns of tau deposition in vivo for different pathologies will allow discrimination between neurodegenerative diseases, including different tauopathies, and monitoring of disease progression. The variety and complexity of the different types of tau deposits in the different diseases, however, has resulted in quite a challenge for the development of tau PET tracers. Extensive work remains in order to fully characterize the binding properties of the tau PET tracers, and to assess their usefulness as an early biomarker of the underlying pathology. In this review, we summarize recent findings on the most promising tau PET tracers to date, discuss what has been learnt from these findings, and offer some suggestions for the next steps that need to be achieved in a near future.",28219440,PMC5319037,10.1186/s13024-017-0162-3,134
Role of Inflammasomes in Neuroimmune and Neurodegenerative Diseases: A Systematic Review,"Inflammasomes are multiprotein complexes that can sense pathogen-associated molecular patterns and damage-associated molecular signals. They are involved in the initiation and development of inflammation via activation of IL-1βand IL-18. Many recent studies suggest a strong correlation between inflammasomes and neurological diseases, such as multiple sclerosis (MS), Alzheimer's disease (AD), and Parkinson's disease (PD). Several components of inflammasomes, such as nucleotide-binding oligomerization domain- (NOD-) like receptor, absent in melanoma 2- (AIM2-) like receptors (ALRs), apoptosis-associated speck-like protein containing a caspase recruitment domain (ASC), and caspase-1, as well as the upstream factors and downstream effectors, are associated with the initiation and development of MS and its animal model, experimental autoimmune encephalomyelitis. Additionally, inflammasomes affect the efficacy of interferon-βtherapy in patients with MS. Finally, the strong association of inflammasomes with AD and PD needs to be further studied. In this review of latest literatures, we comprehensively tease out diverse roles of different kinds of inflammasomes in neuroimmune and neurodegenerative diseases, especially in the perspective of double roles involved in pathogenesis, and identify future research priorities.",29849483,PMC5932495,10.1155/2018/1549549,33
A 19-Year-Old Adolescent with Probable Alzheimer's Disease,"Alzheimer's disease (AD) primarily affects older adults. In this report, we present the case of a 19-year-old male with gradual memory decline for 2 years and World Health Organization-University of California Los Angeles Auditory Verbal Learning Test (WHO-UCLA AVLT) results also showing memory impairment. Positron emission tomography-magnetic resonance imaging with 18F fluorodeoxyglucose revealed atrophy of the bilateral hippocampus and hypometabolism in the bilateral temporal lobe. Examination of the patient's cerebrospinal fluid showed an increased concentration of p-tau181 and a decreased amyloid-β 42/40 ratio. However, through whole-genome sequencing, no known gene mutations were identified. Considering the above, the patient was diagnosed with probable AD.",36565128,,10.3233/JAD-221065,7
Feature Extraction and Identification of Alzheimer's Disease based on Latent Factor of Multi-Channel EEG,"Alzheimer's disease is a neurodegenerative disease in old age, early diagnosis will help to delay the progression of the disease. Presently, the features of brain functional diseases can be obtained with EEG analysis, but the relationship between characteristics of EEG and Alzheimer's disease has not been clearly clarified. In this work, we hypothesize that there exist default brain variables (latent factors) across subjects in disease processes, decoding latent factor from brain activity contributes to the study of cognitive impairment. To that end, this work proposes to extract characteristics of Alzheimer's disease by combing latent factors of EEG with variational auto-encoder to realize disease identification. Primarily, power spectrum characteristics is investigated and it is found that the dominant frequency of two groups is different. Further analysis reveals that latent factor distribution of Alzheimer's disease exists obvious differences with normal group in the theta frequency band. Moreover, the latent factors are projected onto the three-dimensional state space and the transient rotation of neural state is found, which shows the dynamic characteristics of latent factors. In addition, Takagi-Sugeno-Kang classifier is adopted and multiple latent factors are fed into Takagi-Sugeno-Kang classifier for decoding. Compared with linear classifier, Takagi-Sugeno-Kang fuzzy classifier has better performance in classification of energy feature from sub-frequency bands of latent factors. The accuracy of identification could up to 98.10% when the combination of energy features of four frequency bands is used as model input. Collectively, this work provides a feasible tool for identification of neurological dysfunction from the view of latent factors, especially contributing to the diagnosis of Alzheimer's disease.",34329166,,10.1109/TNSRE.2021.3101240,6
The Emerging Role of Autophagy-Associated lncRNAs in the Pathogenesis of Neurodegenerative Diseases,"Neurodegenerative diseases (NDDs) have become a significant global public health problem and a major societal burden. The World Health Organization predicts that NDDs will overtake cancer as the second most common cause of human mortality within 20 years. Thus, it is urgently important to identify pathogenic and diagnostic molecular markers related to neurodegenerative processes. Autophagy is a powerful process for removing aggregate-prone proteins in neurons; defects in autophagy are often associated with the pathogenesis of NDDs. Long non-coding RNAs (lncRNAs) have been suggested as key regulators in neurodevelopment; aberrant regulation of lncRNAs contributes to neurological disorders. In this review, we summarize the recent progress in the study of lncRNAs and autophagy in the context of neurodegenerative disorders, especially Alzheimer's disease (AD) and Parkinson's disease (PD). The information presented here should provide guidance for future in-depth investigations of neurodegenerative processes and related diagnostic molecular markers and treatment targets.",37298636,PMC10254068,10.3390/ijms24119686,2
O-GlcNAcylation: A regulator of tau pathology and neurodegeneration,"O-GlcNAcylation is the posttranslational modification of intracellular proteins by O-linked β-N-acetylglucosamine (O-GlcNAc). The discovery of O-GlcNAc modification of tau and its impact on tau phosphorylation has attracted recent research interest in O-GlcNAc studies in the Alzheimer's disease (AD) field. Modification of proteins by O-GlcNAc occurs extensively in the brain. The expressions and activities of the enzymes catalyzing O-GlcNAc cycling are several-fold higher in the brain than in the peripheral tissues. The O-GlcNAcylation levels of brain proteins including tau are decreased in AD brain, probably due to decreased brain glucose metabolism. The reduction of brain O-GlcNAcylation appears to mediate the molecular mechanism by which decreased brain glucose metabolism contributes to neurodegeneration. Studies on mouse models of tauopathies suggest a neuroprotective role of pharmacological elevation of brain O-GlcNAc, which could potentially be a promising approach for treating AD and other neurodegenerative diseases.",27126545,,10.1016/j.jalz.2016.02.011,36
The Correlation between Diabetes Mellitus and Neurodegenerative Diseases,"Today there is no longer any doubt that diabetes mellitus is associated with cognitive impairment and neurodegenerative diseases. The two most common forms of diabetes mellitus are type 1 and type 2. Type 1 diabetes mellitus is characterized by an absolute insulin deficiency that is associated with a large number of metabolic changes. This type of diabetes requires insulin therapy. Without insulin, this disease is fatal. The far more common form of diabetes mellitus nowadays is type 2 diabetes mellitus. It is characterized by insulin resistance. For a number of years drugs have been available that can be used to treat this form of diabetes in a multimodal manner. These therapy options can not only improve metabolic control, but also prevent cardiovascular events. Different cognitive alterations associated with diabetes mellitus can be distinguished. On the one hand, the change in glucose homeostasis itself leads to cognitive alterations, i.e. blood sugar levels that are too high or acutely too low are regularly associated with significant impairments in mental performance, including loss of consciousness. But not only the momentary blood sugar levels, but also long-term changes in glucose metabolism might lead to neurodegeneration and even dementia in a way that has not yet been fully understood. Insulin or insulin-like molecules have important effects in the central nervous system. In the last decades, it has been shown that insulin receptors themselves are expressed in many regions of the brain and e.g. regulate food intake and memory formation in humans and in animal models. In the animal model, disturbances in insulin signal transduction influence the development of pathologies typical of Alzheimer's disease (AD). In humans, central insulin resistance is at least part of the formal pathogenesis of AD. Vascular changes (macroangiopathy) in patients with diabetes mellitus often lead to cerebral insults, microangiopathies and vascular dementia.",36626931,,10.1055/a-2009-9755,2
The Therapeutic Potential of Mitochondria Transplantation Therapy in Neurodegenerative and Neurovascular Disorders,"Neurodegenerative and neurovascular disorders affect millions of people worldwide and account for a large and increasing health burden on the general population. Thus, there is a critical need to identify potential disease-modifying treatments that can prevent or slow the disease progression. Mitochondria are highly dynamic organelles and play an important role in energy metabolism and redox homeostasis, and mitochondrial dysfunction threatens cell homeostasis, perturbs energy production, and ultimately leads to cell death and diseases. Impaired mitochondrial function has been linked to the pathogenesis of several human neurological disorders. Given the significant contribution of mitochondrial dysfunction in neurological disorders, there has been considerable interest in developing therapies that can attenuate mitochondrial abnormalities and proffer neuroprotective effects. Unfortunately, therapies that target specific components of mitochondria or oxidative stress pathways have exhibited limited translatability. To this end, mitochondrial transplantation therapy (MTT) presents a new paradigm of therapeutic intervention, which involves the supplementation of healthy mitochondria to replace the damaged mitochondria for the treatment of neurological disorders. Prior studies demonstrated that the supplementation of healthy donor mitochondria to damaged neurons promotes neuronal viability, activity, and neurite growth and has been shown to provide benefits for neural and extra-neural diseases. In this review, we discuss the significance of mitochondria and summarize an overview of the recent advances and development of MTT in neurodegenerative and neurovascular disorders, particularly Parkinson's disease, Alzheimer's disease, and stroke. The significance of MTT is emerging as they meet a critical need to develop a diseasemodifying intervention for neurodegenerative and neurovascular disorders.",36089791,PMC10286589,10.2174/1570159X05666220908100545,2
Uncovering the Role of the Methylome in Dementia and Neurodegeneration,"Our understanding of the epigenome has advanced dramatically over the past decade, particularly in terms of DNA methylation, a modification found throughout the genome. Studies of the brain and neurons have outlined an increasingly complex architecture involving not just CG dinucleotide methylation but also methylation of other dinucleotides, and modifications of methylated bases such as 5-hydroxymethylcytosine. Different modifications may play an important role in brain development, function and decline; recent descriptions of the effects of aging and neurodegenerative processes such as Alzheimer disease on methylation profiles have ushered in an era of DNA methylome-wide association studies. Rapidly improving technologies and study designs are returning robust results, and investigations of the human brain's epigenome are increasingly feasible, complementing insights gained from genetic studies.",27423266,,10.1016/j.molmed.2016.06.008,13
Advances in prodrug design for Alzheimer's disease: the state of the art,"Introduction:Alzheimer's disease (AD) is a complex and multifactorial neurodegenerative disease that remains today a challenge for drug discovery. Like many pathologies of the central nervous system, one of the first hurdle is the development of a compound with a sufficient brain exposure to ensure a potential therapeutic benefit. In this direction, the development of prodrugs has been an intense field of research in the last years.Areas covered:Two main strategies of prodrugs development are analyzed in this review. First, the application of the classical modulation of an active compound to incorporate a promoiety has been exemplified in the field of AD. In a second chapter, a series of innovative prodrugs based on a polypharmacological approach is described to take into account the complexity of AD.Expert opinion:In the past 10 years, prodrugs have been approved by the FDA for the treatment of CNS pathologies. Most of them have been developed in order to improve membrane permeability of the parent drugs. Facing the limitation of AD drug discovery, the development of prodrugs will likely play a central role in the next years with the rise of innovative pleiotropic prodrugs.",35089846,,10.1080/17460441.2022.2031972,0
Resistance to autosomal dominant Alzheimer's disease in an APOE3 Christchurch homozygote: a case report,"We identified a PSEN1 (presenilin 1) mutation carrier from the world's largest autosomal dominant Alzheimer's disease kindred, who did not develop mild cognitive impairment until her seventies, three decades after the expected age of clinical onset. The individual had two copies of the APOE3 Christchurch (R136S) mutation, unusually high brain amyloid levels and limited tau and neurodegenerative measurements. Our findings have implications for the role of APOE in the pathogenesis, treatment and prevention of Alzheimer's disease.",31686034,PMC6898984,10.1038/s41591-019-0611-3,213
Neurodegenerative Patterns of Cognitive Clusters of Early-Onset Alzheimer's Disease Subjects: Evidence for Disease Heterogeneity,"Background/aims:Alzheimer's disease (AD) with onset before 65 (early-onset AD [EOAD]) occurs in approximately 6% of cases and can affect nonmemory domains. Here, we analyze patterns of impairment in amnestic EOAD individuals using data-driven statistical analyses.Methods:Cognitive data of 146 EOAD subjects were Z-normalized to 395 cognitively normal (CN) individuals. Domain-averaged Z-scores were adjusted for age, sex, and education followed by Wald cluster analysis of residuals. Magnetic resonance imaging and positron emission tomography comparisons of EOAD clusters to age-matched CN were done using Statistic Parametric Mapping 8. Cluster-level-family-wise error (p < 0.05) correction was applied. Mixed-effect models were used to compute longitudinal change across clusters.Results:Scree plot using the pseudo-T-squared suggested a 4-cluster solution. Cluster 1 (memory-predominant impairment) showed atrophy/hypometabolism in medial/lateral temporal, lateral parietal, and posterior cingulate regions. Cluster 2 (memory/visuospatial-predominant) showed atrophy/hypometabolism of medial temporal, temporoparietal, and frontal cortices. Cluster 3 (memory, language, and executive function) and Cluster 4 (globally impaired) manifested atrophy and hypometabolism throughout the brain. Longitudinally between-cluster differences in the visuospatial and language/executive domains were significant, suggesting phenotypic variation.Conclusion:We observed significant heterogeneity in cognitive presentation among amnestic EOAD subjects and patterns of atrophy/hypometabolism in each cluster in agreement with the observed cognitive phenotype.",31901905,PMC7031037,10.1159/000504341,4
Neuroinflammatory responses in Alzheimer's disease,"Neuroinflammatory responses in Alzheimer's disease (AD) are complex and not fully understood. They involve various cellular and molecular players and associate interaction between the central nervous system (CNS) and the periphery. Amyloid peptides within the senile plaques and abnormally phosphorylated tau in neurofibrillary tangles are able to initiate inflammatory responses, in brain of AD patients and in mouse models of this disease. The outcome of these responses on the pathophysiology of AD depends on several factors and can be either beneficial or detrimental. Thus, understanding the role of neuroinflammation in AD could help to develop safer and more efficient therapeutic strategies. This review discusses recent knowledge on microglia responses toward amyloid and tau pathology in AD, focusing on the role of Toll-like receptors and NOD-like receptor protein 3 (NLRP3) inflammasome activation in microglial cells.",29273951,,10.1007/s00702-017-1831-7,61
Therapeutic targeting of microtubule affinity-regulating kinase 4 in cancer and neurodegenerative diseases,"Microtubule affinity-regulating kinase 4 (MARK4) is a member of the Ser/Thr protein kinase family, phosphorylates the microtubule-connected proteins and plays a vital role in causing cancers and neurodegenerative diseases. This kinase modulates multiple signaling pathways, including mammalian target of rapamycin, nuclear factor-κB, and Hippo-signaling, presumably responsible for cancer and Alzheimer's. MARK4 acts as a negative controller of the Hippo-kinase cassette for promoting YAP/TAZ action, and the loss of MARK4 detains the tumorigenic properties of cancer cells. MARK4 is involved in tau hyperphosphorylation that consequently affects neurodegeneration. MARK4 is a promising drug target for cancer, diabetes, and Alzheimer's. Developing the potent and selective inhibitors of MAKR4 are promising in the therapeutic management of associated diseases. Despite its great significance, a few reviews are available to discuss its structure, function and clinical significance. In the current review, we aimed to provide detailed information on the structural features of MARK4 targeted in drug development and its role in various signaling pathways related to cancer and neurodegenerative diseases. We further described the therapeutic potential of MARK4 inhibitors in preventing numerous diseases. Finally, the updated information on MARK4 will be helpful in the further development of effective therapeutic molecules.",37661636,,10.1002/jcb.30468,2
Brain comorbidities in normal pressure hydrocephalus,"Background and purpose:This cross-sectional study aims to compare gait changes after the cerebrospinal fluid (CSF) tap test between normal pressure hydrocephalus patients with and without brain comorbidities (NPH+ and NPH- respectively) and then to identify significant contributors to a poor CSF tap test amongst individuals with NPH+.Methods:Gait changes (during the single task and the dual task of backward counting) were quantified before and 24 h after the CSF tap test with an optoelectronic system in 52 NPH patients (77.4 ± 6.0 years; 34.6% women). Changes after the CSF tap test in stride time variability (STV, %) were our main outcome. CSF Alzheimer's disease biomarkers, cerebrovascular white matter changes assessed with brain imaging and neurodegenerative diseases with parkinsonian syndrome represented the three individual brain comorbidities.Results:Brain comorbidities were frequently identified, NPH+ patients representing 40 patients of our sample (76.9%). NPH- patients improved their STV better in the single task (delta of STV = -58.6% ± 54.3% vs. -14.1% ± 62.0%; P = 0.031) and in the dual task (delta of STV =-32.2% ± 33.7% vs. 6.3% ± 58.4%; P = 0.028) after the CSF tap test than NPH+ patients. Amongst NPH+ individuals, only comorbid Alzheimer's disease was associated with STV increase (i.e. deterioration of gait) in the dual task [β 38.4; 95% confidence interval (5.64; 71.24); P = 0.023] after the CSF tap test, whilst it was borderline in the single task [β 35.0; 95% confidence interval (-1.97; 71.90); P = 0.063].Conclusions:Brain comorbidities affect gait improvement after the CSF tap test in NPH patients; this influence is driven by Alzheimer's disease-related pathology.",29222955,PMC5947755,10.1111/ene.13543,10
The Exceptional Vulnerability of Humans to Alzheimer's Disease,"Like many humans, non-human primates deposit copious misfolded Aβ protein in the brain as they age. Nevertheless, the complete behavioral and pathologic phenotype of Alzheimer's disease, including Aβ plaques, neurofibrillary (tau) tangles, and dementia, has not yet been identified in a non-human species. Recent research suggests that the crucial link between Aβ aggregation and tauopathy is somehow disengaged in aged monkeys. Understanding why Alzheimer's disease fails to develop in species that are biologically proximal to humans could disclose new therapeutic targets in the chain of events leading to neurodegeneration and dementia.",28483344,PMC5521004,10.1016/j.molmed.2017.04.001,45
ABI3 Is a Novel Early Biomarker of Alzheimer's Disease,"Background:The Abi3 gene has been suggested to be an important regulator of microglia during Alzheimer's disease (AD), but the diagnostic power of ABI3 in neurodegenerative disease has rarely been reported.Objective:The aim of this study was to evaluate the diagnostic value of ABI3 in AD patients.Methods:ELISAs were used to measure the ABI3 level in the serum and cerebrospinal fluid (CSF) of AD patients as well as in the serum of APP/PS1 mice. RT-PCR and western blot were further performed to detect the expression levels of ABI3 in peripheral blood mononuclear cells (PBMCs) of AD subjects as well as in the hippocampus and cortical tissue of APP/PS1 mice. The correlation of cognitive ability with ABI3 level was estimated by linear regression analysis. Moreover, the diagnostic value of ABI3 for AD was assessed with ROC analysis.Results:The ABI3 levels all decreased significantly in the serum, CSF, and PBMCs of AD patients and showed a good diagnostic performance. In addition, the ABI3 levels were observed to decrease markedly in the hippocampus from 5-month-old mice, but the dramatic change only appeared in the cortical tissue in the 9-month-old APP/PS1 mice. The ABI3 levels in serum and in the hippocampus of APP/PS1 mice were significantly correlated with cognitive capacity.Conclusion:These results demonstrated that ABI3 in serum, CSF, and PBMCs could be a novel early diagnostic biomarker of AD. Moreover, ABI3 had potential to be a novel tracer marker in hippocampus of early AD.",35275543,,10.3233/JAD-215635,3
