DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
       interferon-gamma. In our investigation, inflammatory cytokine profiles were 
       assessed by qPCR and multiplex ELISA assays. Mixed-sex APOE4 PMG exhibited higher 
       basal mRNA expression and secreted levels of TNFa and IL1b. In sex-specific 
       cultures, basal expression and secreted levels of IL1b, TNFa, IL6, and NOS2 were 
       2−3 fold higher in APOE4 female PMG compared to APOE4 males, with both higher 
       than APOE3 cells. Following an inflammatory stimulus, the expression of 
       pro-inflammatory cytokines and the secreted cytokine level were upregulated in 
       the order E4 female > E4 male > E3 female > E3 male in sex-specific cultures. 
       These data indicate that the APOE4 genotype and female sex together contribute to 
       a greater inflammatory response in PMG isolated from targeted replacement 
       humanized APOE mice. These data are consistent with clinical data and indicate 
       that sex-specific PMG may provide a platform for exploring mechanisms of genotype 
       and sex differences in AD related to neuroinflammation and neurodegeneration.",63cc7211e6fc23e0c1d806a311407c37cfce7264,https://www.semanticscholar.org/paper/63cc7211e6fc23e0c1d806a311407c37cfce7264,36077227,PMC9456163,background,False,International journal of molecular sciences,101092791
10.1186/s40478-022-01439-z,Regulating microglial miR-155 transcriptional phenotype alleviates Alzheimer’s-induced retinal vasculopathy by limiting Clec7a/Galectin-3+ neurodegenerative microglia,2022.0,"Single cell RNA sequencing studies identified novel neurodegeneration-associated 
       microglial (MGnD/DAM) subtypes activated around cerebral amyloid plaques. 
       Micro-RNA (miR)-155 of the TREM2-APOE pathway was shown to be a key 
       transcriptional regulator of MGnD microglial phenotype. Despite growing interest 
       in studying manifestations of Alzheimer's disease (AD) in the retina, a CNS organ 
       accessible to noninvasive high-resolution imaging, to date MGnD microglia have 
       not been studied in the AD retina. Here, we discovered the presence and increased 
       populations of Clec7a(+) and Galectin-3(+) MGnD microglia in retinas of 
       transgenic APP(SWE)/PS1(L166P) AD-model mice. Conditionally targeting MGnD 
       microglia by miR-155 ablation via the tamoxifen-inducible Cre(ERT2) system in 
       APP(SWE)/PS1(L166P) mice diminished retinal Clec7a(+) and Galectin-3(+) 
       microglial populations while increasing homeostatic P2ry12(+) microglia. Retinal 
       MGnD microglia were often adhering to microvessels; their depletion protected the 
       inner blood-retina barrier and reduced vascular amyloidosis. Microglial miR-155 
       depletion further limits retinal inflammation. Mass spectrometry analysis 
       revealed enhanced retinal PI3K-Akt signaling and predicted IL-8 and Spp1 
       decreases in mice with microglia-specific miR-155 knockout. Overall, this study 
       identified MGnD microglia in APP(SWE)/PS1(L166P) mouse retina. Transcriptional 
       regulation of these dysfunctional microglia mitigated retinal inflammation and 
       vasculopathy. The protective effects of microglial miR-155 ablation should shed 
       light on potential treatments for retinal inflammation and vascular damage during 
       AD and other ocular diseases.",a55c7e051aba0972b3f8d53f06e0a5fc9d8a6892,https://www.semanticscholar.org/paper/a55c7e051aba0972b3f8d53f06e0a5fc9d8a6892,36076283,PMC9461176,,False,Acta neuropathologica communications,101610673
10.3389/fneur.2022.675301,Association between risk polymorphisms for neurodegenerative diseases and cognition in colombian patients with frontotemporal dementia,2022.0,"Frontotemporal dementia (FTD) is a heterogeneous neurodegenerative disease of 
       presenile onset. A better characterization of neurodegenerative disorders has 
       been sought by using tools such as genome-wide association studies (GWAS), where 
       associations between single nucleotide polymorphisms (SNPs) and cognitive 
       profiles could constitute predictive biomarkers for these diseases. However, in 
       FTD, associations between genotypes and cognitive phenotypes are yet to be 
       explored. Here, we evaluate a possible relationship between genetic variants and 
       some cognitive functions in an FTD population. METHODOLOGY: A total of 47 SNPs in 
       genes associated with neurodegenerative diseases were evaluated using the 
       Sequenom MassARRAY platform along with their possible relationship with 
       performance in neuropsychological tests in 105 Colombian patients diagnosed with 
       FTD. RESULTS AND DISCUSSION: The SNPs rs429358 (APOE), rs1768208 (MOBP), and 
       rs1411478 (STX6), were identified as risk factors for having a low cognitive 
       performance in inhibitory control and phonological verbal fluency. Although the 
       significance level was not enough to reach the corrected alpha for multiple 
       comparison correction, our exploratory data may constitute a starting point for 
       future studies of these SNPs and their relationship with cognitive performance in 
       patients with a probable diagnosis of FTD. Further studies with an expansion of 
       the sample size and a long-term design could help to explore the predictive 
       nature of the potential associations we identified.",c36c0caa4a9762a529664d1526c39c19ffd2d539,https://www.semanticscholar.org/paper/c36c0caa4a9762a529664d1526c39c19ffd2d539,36071893,PMC9443520,background,False,Frontiers in neurology,101546899
10.1186/s12916-022-02472-4,Cellular transcriptional alterations of peripheral blood in Alzheimer’s disease,2022.0,"BACKGROUND: Alzheimer's disease (AD), a progressive neurodegenerative disease, is 
       the most common cause of dementia worldwide. Accumulating data support the 
       contributions of the peripheral immune system in AD pathogenesis. However, there 
       is a lack of comprehensive understanding about the molecular characteristics of 
       peripheral immune cells in AD. METHODS: To explore the alterations of cellular 
       composition and the alterations of intrinsic expression of individual cell types 
       in peripheral blood, we performed cellular deconvolution in a large-scale bulk 
       blood expression cohort and identified cell-intrinsic differentially expressed 
       genes in individual cell types with adjusting for cellular proportion. RESULTS: 
       We detected a significant increase and decrease in the proportion of neutrophils 
       and B lymphocytes in AD blood, respectively, which had a robust replicability 
       across other three AD cohorts, as well as using alternative algorithms. The 
       differentially expressed genes in AD neutrophils were enriched for some 
       AD-associated pathways, such as ATP metabolic process and mitochondrion 
       organization. We also found a significant enrichment of protein-protein 
       interaction network modules of leukocyte cell-cell activation, mitochondrion 
       organization, and cytokine-mediated signaling pathway in neutrophils for AD risk 
       genes including CD33 and IL1B. Both changes in cellular composition and 
       expression levels of specific genes were significantly associated with the 
       clinical and pathological alterations. A similar pattern of perturbations on the 
       cellular proportion and gene expression levels of neutrophils could be also 
       observed in mild cognitive impairment (MCI). Moreover, we noticed an elevation of 
       neutrophil abundance in the AD brains. CONCLUSIONS: We revealed the landscape of 
       molecular perturbations at the cellular level for AD. These alterations highlight 
       the putative roles of neutrophils in AD pathobiology.",238e7b1f56bdc3df3ac2ce1ae796f20df49a746e,https://www.semanticscholar.org/paper/238e7b1f56bdc3df3ac2ce1ae796f20df49a746e,36031604,PMC9422129,background,False,BMC medicine,101190723
10.1073/pnas.2108870119,Astrocyte-secreted glypican-4 drives APOE4-dependent tau hyperphosphorylation,2022.0,"Tau protein aggregates are a major driver of neurodegeneration and behavioral 
       impairments in tauopathies, including in Alzheimer's disease (AD). Apolipoprotein 
       E4 (APOE4), the highest genetic risk factor for late-onset AD, has been shown to 
       exacerbate tau hyperphosphorylation in mouse models. However, the exact 
       mechanisms through which APOE4 induces tau hyperphosphorylation remains unknown. 
       Here, we report that the astrocyte-secreted protein glypican-4 (GPC-4), which we 
       identify as a binding partner of APOE4, drives tau hyperphosphorylation. We 
       discovered that first, GPC-4 preferentially interacts with APOE4 in comparison to 
       APOE2, considered to be a protective allele to AD, and second, that postmortem 
       APOE4-carrying AD brains highly express GPC-4 in neurotoxic astrocytes. 
       Furthermore, the astrocyte-secreted GPC-4 induced both tau accumulation and 
       propagation in vitro. CRISPR/dCas9-mediated activation of GPC-4 in a tauopathy 
       mouse model robustly induced tau hyperphosphorylation. In the absence of GPC4, 
       APOE4-induced tau hyperphosphorylation was largely diminished using in vitro tau 
       fluorescence resonance energy transfer-biosensor cells, in human-induced 
       pluripotent stem cell-derived astrocytes and in an in vivo mouse model. We 
       further show that APOE4-mediated surface trafficking of APOE receptor low-density 
       lipoprotein receptor-related protein 1 through GPC-4 can be a gateway to tau 
       spreading. Collectively, these data support that APOE4-induced tau 
       hyperphosphorylation is directly mediated by GPC-4.",3019bb08c700549463bbeecd355ef67ccadc92ce,https://www.semanticscholar.org/paper/3019bb08c700549463bbeecd355ef67ccadc92ce,35969759,PMC9407658,,False,Proceedings of the National Academy of Sciences of the United States of America,7505876
10.1007/s11011-022-01055-9,Triiodothyronine Treatment reverses Depression-Like Behavior in a triple-transgenic animal model of Alzheimer’s Disease,2022.0,"Alzheimer disease's (AD) is a neurodegenerative disorder characterized by 
       cognitive and behavioral impairment. The central nervous system is an important 
       target of thyroid hormones (TH). An inverse association between serum 
       triiodothyronine (T3) levels and the risk of AD symptoms and progression has been 
       reported. We investigated the effects of T3 treatment on the depression-like 
       behavior in male transgenic 3xTg-AD mice. Animals were divided into 2 groups 
       treated with daily intraperitoneal injections of 20 ng/g of body weight (b.w.) 
       L-T3 (T3 group) or saline (vehicle, control group). The experimental protocol 
       lasted 21 days, and behavioral tests were conducted on days 18-20. At the end of 
       the experiment, the TH profile and hippocampal gene expression were evaluated. 
       The T3-treated group significantly increased serum T3 and decreased thyroxine 
       (T4) levels. When compared to control hippocampal samples, the T3 group exhibited 
       attenuated glycogen synthase kinase-3 (GSK3), metalloproteinase 10 (ADAM10), 
       amyloid-beta precursor-protein (APP), serotonin transporter (SERT), 5HT1A 
       receptor, monocarboxylate transporter 8 (MCT8) and bone morphogenetic protein 7 
       (BMP-7) gene expression, whereas augmented superoxide dismutase 2 (SOD2) and 
       Hairless gene expression. T3-treated animals also displayed reduced immobility 
       time in both the tail suspension and forced swim tests, and in the latter 
       presented a higher latency time compared to the control group. Therefore, our 
       findings suggest that in an AD mouse model, T3 supplementation promotes 
       improvements in depression-like behavior, through the modulation of the 
       serotonergic related genes involved in the transmission mediated by 5HT1A 
       receptors and serotonin reuptake, and attenuated disease progression.",83f89245a60e51470c04308f0162c1940a594cd7,https://www.semanticscholar.org/paper/83f89245a60e51470c04308f0162c1940a594cd7,35951206,,background,False,Metabolic brain disease,8610370
10.3389/fphar.2022.937075,"Better Bioactivity, Cerebral Metabolism and Pharmacokinetics of Natural Medicine and Its Advanced Version",2022.0,"Currently, many people are afflicted by cerebral diseases that cause dysfunction 
       in the brain and perturb normal daily life of people. Cerebral diseases are 
       greatly affected by cerebral metabolism, including the anabolism and catabolism 
       of neurotransmitters, hormones, neurotrophic molecules and other brain-specific 
       chemicals. Natural medicines (NMs) have the advantages of low cost and low 
       toxicity. NMs are potential treatments for cerebral diseases due to their ability 
       to regulate cerebral metabolism. However, most NMs have low bioavailability due 
       to their low solubility/permeability. The study is to summarize the better 
       bioactivity, cerebral metabolism and pharmacokinetics of NMs and its advanced 
       version. This study sums up research articles on the NMs to treat brain diseases. 
       NMs affect cerebral metabolism and the related mechanisms are revealed. 
       Nanotechnologies are applied to deliver NMs. Appropriate delivery systems 
       (exosomes, nanoparticles, liposomes, lipid polymer hybrid nanoparticles, 
       nanoemulsions, protein conjugation and nanosuspensions, etc.) provide better 
       pharmacological and pharmacokinetic characteristics of NMs. The structure-based 
       metabolic reactions and enzyme-modulated catalytic reactions related to advanced 
       versions of NMs alter the pharmacological activities of NMs.",6e172242a8a5f076e81c5b89b1effc29f88c498e,https://www.semanticscholar.org/paper/6e172242a8a5f076e81c5b89b1effc29f88c498e,35833035,PMC9271619,background,False,Frontiers in pharmacology,101548923
10.3988/jcn.2022.18.4.437,[18F]THK-5351 PET Patterns in Patients With Alzheimer’s Disease and Negative Amyloid PET Findings,2022.0,"BACKGROUND AND PURPOSE: Alzheimer's disease (AD) does not always mean amyloid 
       positivity. [(18)F]THK-5351 has been shown to be able to detect reactive 
       astrogliosis as well as tau accompanied by neurodegenerative changes. We 
       evaluated the [(18)F]THK-5351 retention patterns in positron-emission tomography 
       (PET) and the clinical characteristics of patients clinically diagnosed with AD 
       dementia who had negative amyloid PET findings. METHODS: We performed 3.0-T 
       magnetic resonance imaging, [(18)F]THK-5351 PET, and amyloid PET in 164 patients 
       with AD dementia. Amyloid PET was visually scored as positive or negative. 
       [(18)F]THK-5351 PET were visually classified as having an intratemporal or 
       extratemporal spread pattern. RESULTS: The 164 patients included 23 (14.0%) who 
       were amyloid-negative (age 74.9±8.3 years, mean±standard deviation; 9 males, 14 
       females). Amyloid-negative patients were older, had a higher prevalence of 
       diabetes mellitus, and had better visuospatial and memory functions. The 
       frequency of the apolipoprotein E ε4 allele was higher and the hippocampal volume 
       was smaller in amyloid-positive patients. [(18)F]THK-5351 uptake patterns of the 
       amyloid-negative patients were classified into intratemporal spread (n=10) and 
       extratemporal spread (n=13). Neuropsychological test results did not differ 
       significantly between these two groups. The standardized uptake value ratio of 
       [(18)F]THK-5351 was higher in the extratemporal spread group (2.01±0.26 vs. 
       1.61±0.15, p=0.001). After 1 year, Mini Mental State Examination (MMSE) scores 
       decreased significantly in the extratemporal spread group (-3.5±3.2, p=0.006) but 
       not in the intratemporal spread group (-0.5±2.8, p=0.916). The diagnosis remained 
       as AD (n=5, 50%) or changed to other diagnoses (n=5, 50%) in the intratemporal 
       group, whereas it remained as AD (n=8, 61.5%) or changed to frontotemporal 
       dementia (n=4, 30.8%) and other diagnoses (n=1, 7.7%) in the extratemporal spread 
       group. CONCLUSIONS: Approximately 70% of the patients with amyloid-negative AD 
       showed abnormal [(18)F]THK-5351 retention. MMSE scores deteriorated rapidly in 
       the patients with an extratemporal spread pattern.",050b96c96867912d346110d7712ad50886bff365,https://www.semanticscholar.org/paper/050b96c96867912d346110d7712ad50886bff365,35796269,PMC9262461,,False,"Journal of clinical neurology (Seoul, Korea)",101252374
10.1186/s13024-022-00545-9,CX3CR1 deficiency aggravates amyloid driven neuronal pathology and cognitive decline in Alzheimer’s disease,2022.0,"BACKGROUND: Despite its identification as a key checkpoint regulator of 
       microglial activation in Alzheimer's disease, the overarching role of CX3CR1 
       signaling in modulating mechanisms of Aβ driven neurodegeneration, including 
       accumulation of hyperphosphorylated tau is not well understood. METHODOLOGY: 
       Accumulation of soluble and insoluble Aβ species, microglial activation, synaptic 
       dysregulation, and neurodegeneration is investigated in 4- and 6-month old 
       5xFAD;Cx3cr1(+/+) and 5xFAD;Cx3cr1(-/-) mice using immunohistochemistry, western 
       blotting, transcriptomic and quantitative real time PCR analyses of purified 
       microglia. Flow cytometry based, in-vivo Aβ uptake assays are used for 
       characterization of the effects of CX3CR1-signaling on microglial phagocytosis 
       and lysosomal acidification as indicators of clearance of methoxy-X-04(+) 
       fibrillar Aβ. Lastly, we use Y-maze testing to analyze the effects of Cx3cr1 
       deficiency on working memory. RESULTS: Disease progression in 5xFAD;Cx3cr1(-/-) 
       mice is characterized by increased deposition of filamentous plaques that display 
       defective microglial plaque engagement. Microglial Aβ phagocytosis and lysosomal 
       acidification in 5xFAD;Cx3cr1(-/-) mice is impaired in-vivo. Interestingly, 
       Cx3cr1 deficiency results in heighted accumulation of neurotoxic, oligomeric Aβ, 
       along with severe neuritic dystrophy, preferential loss of post-synaptic 
       densities, exacerbated tau pathology, neuronal loss and cognitive impairment. 
       Transcriptomic analyses using cortical RNA, coupled with qRT-PCR using purified 
       microglia from 6 month-old mice indicate dysregulated TGFβ-signaling and 
       heightened ROS metabolism in 5xFAD;Cx3cr1(-/-) mice. Lastly, microglia in 
       6 month-old 5xFAD;Cx3cr1(-/-) mice express a 'degenerative' phenotype 
       characterized by increased levels of Ccl2, Ccl5, Il-1β, Pten and Cybb along with 
       reduced Tnf, Il-6 and Tgfβ1 mRNA. CONCLUSIONS: Cx3cr1 deficiency impairs 
       microglial uptake and degradation of fibrillar Aβ, thereby triggering increased 
       accumulation of neurotoxic Aβ species. Furthermore, loss of Cx3cr1 results in 
       microglial dysfunction typified by dampened TGFβ-signaling, increased oxidative 
       stress responses and dysregulated pro-inflammatory activation. Our results 
       indicate that Aβ-driven microglial dysfunction in Cx3cr1(-/-) mice aggravates tau 
       hyperphosphorylation, neurodegeneration, synaptic dysregulation and impairs 
       working memory.",2e8726080557ee45986a7bc2326e0002b4e20f4f,https://www.semanticscholar.org/paper/2e8726080557ee45986a7bc2326e0002b4e20f4f,35764973,PMC9241248,background,False,Molecular neurodegeneration,101266600
10.3389/fnagi.2022.857902,Early Serum Metabolism Profile of Post-operative Delirium in Elderly Patients Following Cardiac Surgery With Cardiopulmonary Bypass,2022.0,"BACKGROUND: Cardiac surgery with cardiopulmonary bypass (CPB) is considered to be 
       one of the surgical types with the highest incidence of post-operative delirium 
       (POD). POD has been associated with a prolonged intensive care and hospital stay, 
       long-term neurocognitive deterioration, and increased mortality. However, the 
       specific pathogenesis of POD is still unclear. Untargeted metabolomics techniques 
       can be used to understand the changes of serum metabolites in early POD to 
       discover the relationship between serum metabolites and disease. MATERIALS AND 
       METHODS: The present study recruited 58 elderly patients undergoing cardiac 
       surgery with CPB. Serum was collected within the first 24 h after surgery. The 
       Confusion Assessment Method (CAM) and ICU-CAM assessments were used to identify 
       patients who experienced POD. All patients with normal post-operative cognitive 
       assessment were included in the non-POD groups. Moreover, we collected serum from 
       20 healthy adult volunteers. We performed untargeted analyses of post-operative 
       serum metabolites in all surgical groups, as well as serum metabolites in healthy 
       non-surgical adults by using liquid chromatography mass spectrometry (LC/MS) and 
       analyzed metabolic profiles and related metabolites. RESULTS: The probability of 
       POD after cardiac surgery were 31%. There were statistically significant 
       differences in post-operative mechanical ventilation time, ICU stay time and 
       post-operative hospital stay between POD and non-POD group (P < 0.05). And ICU 
       stay time was an independent risk factor for POD. The analysis revealed that a 
       total of 51 differentially expressed metabolites (DEMs) were identified by 
       comparing the POD and non-POD group, mostly lipids and lipid-like molecules. 
       Three phosphatidylinositol (PI) were down-regulated in POD group, i.e., PI 
       [18:0/18:2 (9Z, 12Z)], PI [20:4 (8Z, 11Z, 14Z, 17Z)/18:0], and PI [18:1 (9Z)/20:3 
       (8Z, 11Z, 14Z)]. The receiver operating characteristic (ROC) curve analysis 
       showed that three kinds of PI metabolites had the highest area under the curve 
       (AUC), which were 0.789, 0.781, and 0.715, respectively. Correlation analysis 
       showed that the expression of three PIs was negatively correlated with the 
       incidence of POD. CONCLUSION: Our findings suggest that lipid metabolism plays an 
       important role in the serum metabolic profile of elderly patients with POD in the 
       early post-operative period. Low serum lipid metabolic PI was associated with 
       incidence of POD in elderly following cardiac bypass surgery, which may provide 
       new insights into the pathogenesis of POD.",cb11fb449b3f1ed4957bc56f4727510080c8e798,https://www.semanticscholar.org/paper/cb11fb449b3f1ed4957bc56f4727510080c8e798,35754961,PMC9226449,background,False,Frontiers in aging neuroscience,101525824
10.3389/fnagi.2022.948153,Editorial: Cholesterol and Neurodegenerative Diseases - Pressing Questions and How to Address Them,2022.0,,e8794dd187e759ecef84462e4890661e2c6cd4bf,https://www.semanticscholar.org/paper/e8794dd187e759ecef84462e4890661e2c6cd4bf,35754960,PMC9214224,background,False,Frontiers in aging neuroscience,101525824
10.3390/molecules27123737,Neuroprotective Effect of Caffeine in Alzheimer’s Disease,2022.0,"Alzheimer's disease (AD) is the leading cause of dementia, predicted to be the 
       most significant health burden of the 21st century, with an estimated 131.5 
       million dementia patients by the year 2050. This review aims to provide an 
       overview of the effect of caffeine on AD and cognition by summarizing relevant 
       research conducted on this topic. We searched the Web of Science core collection 
       and PubMed for studies related to the effect of caffeine on AD and cognition 
       using title search terms: caffeine; coffee; Alzheimer's; cognition. There is 
       suggestive evidence from clinical studies that caffeine is neuroprotective 
       against dementia and possibly AD (20 out of 30 studies support this), but further 
       studies, such as the ""ideal"" study proposed in this review, are required to prove 
       this link. Clinical studies also indicate that caffeine is a cognitive normalizer 
       and not a cognitive enhancer. Furthermore, clinical studies suggest the 
       neuroprotective effect of caffeine might be confounded by gender. There is robust 
       evidence based on in vivo and in vitro studies that caffeine has neuroprotective 
       properties in AD animal models (21 out of 22 studies support this), but further 
       studies are needed to identify the mechanistic pathways mediating these effects.",8d71fe2d0489a5bf8c097e70ac49e71a5befe8c4,https://www.semanticscholar.org/paper/8d71fe2d0489a5bf8c097e70ac49e71a5befe8c4,35744865,PMC9227174,background,False,"Molecules (Basel, Switzerland)",100964009
10.1038/s41398-022-02024-7,Neuronal hyperexcitability in Alzheimer’s disease: what are the drivers behind this aberrant phenotype?,2022.0,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder leading to 
       loss of cognitive abilities and ultimately, death. With no cure available, 
       limited treatments mostly focus on symptom management. Identifying early changes 
       in the disease course may provide new therapeutic targets to halt or reverse 
       disease progression. Clinical studies have shown that cortical and hippocampal 
       hyperactivity are a feature shared by patients in the early stages of disease, 
       progressing to hypoactivity during later stages of neurodegeneration. The exact 
       mechanisms causing neuronal excitability changes are not fully characterized; 
       however, animal and cell models have provided insights into some of the factors 
       involved in this phenotype. In this review, we summarize the evidence for 
       neuronal excitability changes over the course of AD onset and progression and the 
       molecular mechanisms underpinning these differences. Specifically, we discuss 
       contributors to aberrant neuronal excitability, including abnormal levels of 
       intracellular Ca(2+) and glutamate, pathological amyloid β (Aβ) and tau, genetic 
       risk factors, including APOE, and impaired inhibitory interneuron and glial 
       function. In light of recent research indicating hyperexcitability could be a 
       predictive marker of cognitive dysfunction, we further argue that the 
       hyperexcitability phenotype could be leveraged to improve the diagnosis and 
       treatment of AD, and present potential targets for future AD treatment 
       development.",306e3f55bee828818559ed7af6e1669aae5fa861,https://www.semanticscholar.org/paper/306e3f55bee828818559ed7af6e1669aae5fa861,35732622,PMC9217953,background,False,Translational psychiatry,101562664
10.1016/j.pneurobio.2022.102306,Microglia: Friend and foe in tauopathy,2022.0,"Aggregation of misfolded microtubule associated protein tau into abnormal 
       intracellular inclusions defines a class of neurodegenerative diseases known as 
       tauopathies. The consistent spatiotemporal progression of tau pathology in 
       Alzheimer's disease (AD) led to the hypothesis that tau aggregates spread in the 
       brain via bioactive tau ""seeds"" underlying advancing disease course. Recent 
       studies implicate microglia, the resident immune cells of the central nervous 
       system, in both negative and positive regulation of tau pathology. Polymorphisms 
       in genes that alter microglial function are associated with the development of AD 
       and other tauopathies. Experimental manipulation of microglia function can alter 
       tau pathology and microglia-mediated neuroinflammatory cascades can exacerbate 
       tau pathology. Microglia also exert protective functions by mitigating tau 
       spread: microglia internalize tau seeds and have the capacity to degrade them. 
       However, when microglia fail to degrade these tau seeds there are deleterious 
       consequences, including secretion of exosomes containing tau that can spread to 
       neurons. This review explores the intersection of microglia and tau from the 
       perspective of neuropathology, neuroimaging, genetics, transcriptomics, and 
       molecular biology. As tau-targeted therapies such as anti-tau antibodies advance 
       through clinical trials, it is critical to understand the interaction between tau 
       and microglia.",6ee85abb2567df4e6f2bbda7f131cd38b1c71faf,https://www.semanticscholar.org/paper/6ee85abb2567df4e6f2bbda7f131cd38b1c71faf,35714860,PMC9378545,,False,Progress in neurobiology,0370121
10.3389/fncel.2022.917164,Phytocannabinoids and Cannabis-Based Products as Alternative Pharmacotherapy in Neurodegenerative Diseases: From Hypothesis to Clinical Practice,2022.0,"Historically, Cannabis is one of the first plants to be domesticated and used in 
       medicine, though only in the last years the amount of Cannabis-based products or 
       medicines has increased worldwide. Previous preclinical studies and few published 
       clinical trials have demonstrated the efficacy and safety of Cannabis-based 
       medicines in humans. Indeed, Cannabis-related medicines are used to treat 
       multiple pathological conditions, including neurodegenerative disorders. In 
       clinical practice, Cannabis products have already been introduced to treatment 
       regimens of Alzheimer's disease, Parkinson's disease and Multiple Sclerosis's 
       patients, and the mechanisms of action behind the reported improvement in the 
       clinical outcome and disease progression are associated with their 
       anti-inflammatory, immunosuppressive, antioxidant, and neuroprotective 
       properties, due to the modulation of the endocannabinoid system. In this review, 
       we describe the role played by the endocannabinoid system in the physiopathology 
       of Alzheimer, Parkinson, and Multiple Sclerosis, mainly at the neuroimmunological 
       level. We also discuss the evidence for the correlation between phytocannabinoids 
       and their therapeutic effects in these disorders, thus describing the main 
       clinical studies carried out so far on the therapeutic performance of 
       Cannabis-based medicines.",3afa5dddd368e0697e8e5bd92cbaa9d768bf1fdd,https://www.semanticscholar.org/paper/3afa5dddd368e0697e8e5bd92cbaa9d768bf1fdd,35707521,PMC9189313,,False,Frontiers in cellular neuroscience,101477935
10.1038/s41380-022-01624-5,Alcohol use disorder is associated with DNA methylation-based shortening of telomere length and regulated by TESPA1: implications for aging,2021.0,"Chronic heavy alcohol consumption is associated with increased mortality and 
       morbidity and often leads to premature aging; however, the mechanisms of 
       alcohol-associated cellular aging are not well understood. In this study, we used 
       DNA methylation derived telomere length (DNAmTL) as a novel approach to 
       investigate the role of alcohol use on the aging process. DNAmTL was estimated by 
       140 cytosine phosphate guanines (CpG) sites in 372 individuals with alcohol use 
       disorder (AUD) and 243 healthy controls (HC) and assessed using various 
       endophenotypes and clinical biomarkers. Validation in an independent sample of 
       DNAmTL on alcohol consumption was performed (N = 4219). Exploratory genome-wide 
       association studies (GWAS) on DNAmTL were also performed to identify genetic 
       variants contributing to DNAmTL shortening. Top GWAS findings were analyzed using 
       in-silico expression quantitative trait loci analyses and related to structural 
       MRI hippocampus volumes of individuals with AUD. DNAmTL was 0.11-kilobases 
       shorter per year in AUD compared to HC after adjustment for age, sex, race, and 
       blood cell composition (p = 4.0 × 10(-12)). This association was partially 
       attenuated but remained significant after additionally adjusting for BMI, and 
       smoking status (0.06 kilobases shorter per year, p = 0.002). DNAmTL shortening 
       was strongly associated with chronic heavy alcohol use (ps < 0.001), elevated 
       gamma-glutamyl transferase (GGT), and aspartate aminotransferase (AST) 
       (ps < 0.004). Comparison of DNAmTL with PCR-based methods of assessing TL 
       revealed positive correlations (R = 0.3, p = 2.2 × 10(-5)), highlighting the 
       accuracy of DNAmTL as a biomarker. The GWAS meta-analysis identified a single 
       nucleotide polymorphism (SNP), rs4374022 and 18 imputed ones in Thymocyte 
       Expressed, Positive Selection Associated 1(TESPA1), at the genome-wide level 
       (p = 3.75 × 10(-8)). The allele C of rs4374022 was associated with DNAmTL 
       shortening, lower hippocampus volume (p < 0.01), and decreased mRNA expression in 
       hippocampus tissue (p = 0.04). Our study demonstrates DNAmTL-related aging 
       acceleration in AUD and suggests a functional role for TESPA1 in regulating 
       DNAmTL length, possibly via the immune system with subsequent biological effects 
       on brain regions negatively affected by alcohol and implicated in aging.",93bb65a9187871b7e8d8fbdde70c963b60f4d6e9,https://www.semanticscholar.org/paper/93bb65a9187871b7e8d8fbdde70c963b60f4d6e9,35705636,PMC9708583,,False,Molecular psychiatry,9607835
10.3389/fnagi.2022.896852,Functional and Phenotypic Diversity of Microglia: Implication for Microglia-Based Therapies for Alzheimer’s Disease,2022.0,"Alzheimer's disease (AD) is a progressive neurodegenerative disease and is 
       closely associated with the accumulation of β-amyloid (Aβ) and neurofibrillary 
       tangles (NFTs). Apart from Aβ and NFT pathologies, AD patients also exhibit a 
       widespread microglial activation in various brain regions with elevated 
       production of pro-inflammatory cytokines, a phenomenon known as 
       neuroinflammation. In healthy central nervous system, microglia adopt ramified, 
       ""surveying"" phenotype with compact cell bodies and elongated processes. In AD, 
       the presence of pathogenic proteins such as extracellular Aβ plaques and 
       hyperphosphorylated tau, induce the transformation of ramified microglia into 
       amoeboid microglia. Ameboid microglia are highly phagocytic immune cells and 
       actively secrete a cascade of pro-inflammatory cytokines and chemokines. However, 
       the phagocytic ability of microglia gradually declines with age, and thus the 
       clearance of pathogenic proteins becomes highly ineffective, leading to the 
       accumulation of Aβ plaques and hyperphosphorylated tau in the aging brain. The 
       accumulation of pathogenic proteins further augments the neuroinflammatory 
       responses and sustains the activation of microglia. The excessive production of 
       pro-inflammatory cytokines induces a massive loss of functional synapses and 
       neurons, further worsening the disease condition of AD. More recently, the 
       identification of a subset of microglia by transcriptomic studies, namely 
       disease-associated microglia (DAM), the progressive transition from homeostatic 
       microglia to DAM is TREM2-dependent and the homeostatic microglia gradually 
       acquire the state of DAM during the disease progression of AD. Recent in-depth 
       transcriptomic analysis identifies ApoE and Trem2 from microglia as the major 
       risk factors for AD pathogenesis. In this review, we summarize current 
       understandings of the functional roles of age-dependent microglial activation and 
       neuroinflammation in the pathogenesis of AD. To this end, the exponential growth 
       in transcriptomic data provides a solid foundation for in silico drug screening 
       and gains further insight into the development of microglia-based therapeutic 
