Title,Abstract,PMID,PMCID,DOI,Cited Number
Likelihood-based deconvolution of bulk gene expression data using single-cell references,"Direct comparison of bulk gene expression profiles is complicated by distinct cell type mixtures in each sample that obscure whether observed differences are actually caused by changes in the expression levels themselves or are simply a result of differing cell type compositions. Single-cell technology has made it possible to measure gene expression in individual cells, achieving higher resolution at the expense of increased noise. If carefully incorporated, such single-cell data can be used to deconvolve bulk samples to yield accurate estimates of the true cell type proportions, thus enabling one to disentangle the effects of differential expression and cell type mixtures. Here, we propose a generative model and a likelihood-based inference method that uses asymptotic statistical theory and a novel optimization procedure to perform deconvolution of bulk RNA-seq data to produce accurate cell type proportion estimates. We show the effectiveness of our method, called RNA-Sieve, across a diverse array of scenarios involving real data and discuss extensions made uniquely possible by our probabilistic framework, including a demonstration of well-calibrated confidence intervals.",34301624,PMC8494215,10.1101/gr.272344.120,13
From whole-mount to single-cell spatial assessment of gene expression in 3D,"Unravelling spatio-temporal patterns of gene expression is crucial to understanding core biological principles from embryogenesis to disease. Here we review emerging technologies, providing automated, high-throughput, spatially resolved quantitative gene expression data. Novel techniques expand on current benchmark protocols, expediting their incorporation into ongoing research. These approaches digitally reconstruct patterns of embryonic expression in three dimensions, and have successfully identified novel domains of expression, cell types, and tissue features. Such technologies pave the way for unbiased and exhaustive recapitulation of gene expression levels in spatial and quantitative terms, promoting understanding of the molecular origin of developmental defects, and improving medical diagnostics.",33097816,PMC7584572,10.1038/s42003-020-01341-1,55
Gene expression profiles of brain endothelial cells during embryonic development at bulk and single-cell levels,"The blood-brain barrier is a dynamic interface that separates the brain from the circulatory system, and it is formed by highly specialized endothelial cells. To explore the molecular mechanisms defining the unique nature of vascular development and differentiation in the brain, we generated high-resolution gene expression profiles of mouse embryonic brain endothelial cells using translating ribosome affinity purification and single-cell RNA sequencing. We compared the brain vascular translatome with the vascular translatomes of other organs and analyzed the vascular translatomes of the brain at different time points during embryonic development. Because canonical Wnt signaling is implicated in the formation of the blood-brain barrier, we also compared the brain endothelial translatome of wild-type mice with that of mice lacking the transcriptional cofactor β-catenin (Ctnnb1). Our analysis revealed extensive molecular changes during the embryonic development of the brain endothelium. We identified genes encoding brain endothelium-specific transcription factors (Foxf2,Foxl2,Foxq1,Lef1,Ppard,Zfp551, andZic3) that are associated with maturation of the blood-brain barrier and act downstream of the Wnt-β-catenin signaling pathway. Profiling of individual brain endothelial cells revealed substantial heterogeneity in the population. Nevertheless, the high abundance ofFoxf2,Foxq1,Ppard, orZic3transcripts correlated with the increased expression of genes encoding markers of brain endothelial cell differentiation. Expression ofFoxf2andZic3in human umbilical vein endothelial cells induced the production of blood-brain barrier differentiation markers. This comprehensive data set may help to improve the engineering of in vitro blood-brain barrier models.",28698213,,10.1126/scisignal.aag2476,55
scShapes: a statistical framework for identifying distribution shapes in single-cell RNA-sequencing data,"Background:Single-cell RNA sequencing (scRNA-seq) methods have been advantageous for quantifying cell-to-cell variation by profiling the transcriptomes of individual cells. For scRNA-seq data, variability in gene expression reflects the degree of variation in gene expression from one cell to another. Analyses that focus on cell-cell variability therefore are useful for going beyond changes based on average expression and, instead, identifying genes with homogeneous expression versus those that vary widely from cell to cell.Results:We present a novel statistical framework, scShapes, for identifying differential distributions in single-cell RNA-sequencing data using generalized linear models. Most approaches for differential gene expression detect shifts in the mean value. However, as single-cell data are driven by overdispersion and dropouts, moving beyond means and using distributions that can handle excess zeros is critical. scShapes quantifies gene-specific cell-to-cell variability by testing for differences in the expression distribution while flexibly adjusting for covariates if required. We demonstrate that scShapes identifies subtle variations that are independent of altered mean expression and detects biologically relevant genes that were not discovered through standard approaches.Conclusions:This analysis also draws attention to genes that switch distribution shapes from a unimodal distribution to a zero-inflated distribution and raises open questions about the plausible biological mechanisms that may give rise to this, such as transcriptional bursting. Overall, the results from scShapes help to expand our understanding of the role that gene expression plays in the transcriptional regulation of a specific perturbation or cellular phenotype. Our framework scShapes is incorporated into a Bioconductor R package (https://www.bioconductor.org/packages/release/bioc/html/scShapes.html).",36691728,PMC9871437,10.1093/gigascience/giac126,1
Protocol to Prepare Single-Cell Suspensions from Mouse Vagal Sensory Ganglia for Transcriptomic Studies,"Vagal sensory neurons relay viscero- and somatosensory information from within the body and play a key role in maintaining physiological homeostasis. We recently characterized the diversity of vagal sensory neurons in the mouse using a single-cell transcriptomics approach. Here, we provide an in-depth protocol for the extraction of mouse vagal ganglia and the production of high-quality single-cell suspensions from this tissue. This effective protocol can also be applied for use with other peripheral and central neuron populations with few modifications. For complete details on the use and execution of this protocol, please refer to Kupari et al. (2019).",33111081,PMC7580114,10.1016/j.xpro.2020.100030,2
Gene Regulatory Network Inference from Single-Cell Data Using Multivariate Information Measures,"While single-cell gene expression experiments present new challenges for data processing, the cell-to-cell variability observed also reveals statistical relationships that can be used by information theory. Here, we use multivariate information theory to explore the statistical dependencies between triplets of genes in single-cell gene expression datasets. We develop PIDC, a fast, efficient algorithm that uses partial information decomposition (PID) to identify regulatory relationships between genes. We thoroughly evaluate the performance of our algorithm and demonstrate that the higher-order information captured by PIDC allows it to outperform pairwise mutual information-based algorithms when recovering true relationships present in simulated data. We also infer gene regulatory networks from three experimental single-cell datasets and illustrate how network context, choices made during analysis, and sources of variability affect network inference. PIDC tutorials and open-source software for estimating PID are available. PIDC should facilitate the identification of putative functional relationships and mechanistic hypotheses from single-cell transcriptomic data.",28957658,PMC5624513,10.1016/j.cels.2017.08.014,209
Transcriptome analysis method based on differential distribution evaluation,"Identifying differential genes over conditions provides insights into the mechanisms of biological processes and disease progression. Here we present an approach, the Kullback-Leibler divergence-based differential distribution (klDD), which provides a flexible framework for quantifying changes in higher-order statistical information of genes including mean and variance/covariation. The method can well detect subtle differences in gene expression distributions in contrast to mean or variance shifts of the existing methods. In addition to effectively identifying informational genes in terms of differential distribution, klDD can be directly applied to cancer subtyping, single-cell clustering and disease early-warning detection, which were all validated by various benchmark datasets.",35151228,,10.1093/bib/bbab608,1
Single-cell RNA-sequencing reports growth-condition-specific global transcriptomes of individual bacteria,"Bacteria respond to changes in their environment with specific transcriptional programmes, but even within genetically identical populations these programmes are not homogenously expressed1. Such transcriptional heterogeneity between individual bacteria allows genetically clonal communities to develop a complex array of phenotypes1, examples of which include persisters that resist antibiotic treatment and metabolically specialized cells that emerge under nutrient-limiting conditions2. Fluorescent reporter constructs have played a pivotal role in deciphering heterogeneous gene expression within bacterial populations3but have been limited to recording the activity of single genes in a few genetically tractable model species, whereas the vast majority of bacteria remain difficult to engineer and/or even to cultivate. Single-cell transcriptomics is revolutionizing the analysis of phenotypic cell-to-cell variation in eukaryotes, but technical hurdles have prevented its robust application to prokaryotes. Here, using an improved poly(A)-independent single-cell RNA-sequencing protocol, we report the faithful capture of growth-dependent gene expression patterns in individual Salmonella and Pseudomonas bacteria across all RNA classes and genomic regions. These transcriptomes provide important reference points for single-cell RNA-sequencing of other bacterial species, mixed microbial communities and host-pathogen interactions.",32807892,,10.1038/s41564-020-0774-1,69
PancrESS - a meta-analysis resource for understanding cell-type specific expression in the human pancreas,"Background:The human pancreas is composed of specialized cell types producing hormones and enzymes critical to human health. These specialized functions are the result of cell type-specific transcriptional programs which manifest in cell-specific gene expression. Understanding these programs is essential to developing therapies for pancreatic disorders. Transcription in the human pancreas has been widely studied by single-cell RNA technologies, however the diversity of protocols and analysis methods hinders their interpretability in the aggregate.Results:In this work, we perform a meta-analysis of pancreatic single-cell RNA sequencing data. We present a database for reference transcriptome abundances and cell-type specificity metrics. This database facilitates the identification and definition of marker genes within the pancreas. Additionally, we introduce a versatile tool which is freely available as an R package, and should permit integration into existing workflows. Our tool accepts count data files generated by widely-used single-cell gene expression platforms in their original format, eliminating an additional pre-formatting step. Although we designed it to calculate expression specificity of pancreas cell types, our tool is agnostic to the biological source of count data, extending its applicability to other biological systems.Conclusions:Our findings enhance the current understanding of expression specificity within the pancreas, surpassing previous work in terms of scope and detail. Furthermore, our database and tool enable researchers to perform similar calculations in diverse biological systems, expanding the applicability of marker gene identification and facilitating comparative analyses.",38238687,PMC10797729,10.1186/s12864-024-09964-y,0
Differential Network Analysis Reveals Regulatory Patterns in Neural Stem Cell Fate Decision,"Deciphering regulatory patterns of neural stem cell (NSC) differentiation with multiple stages is essential to understand NSC differentiation mechanisms. Recent single-cell transcriptome datasets became available at individual differentiation. However, a systematic and integrative analysis of multiple datasets at multiple temporal stages of NSC differentiation is lacking. In this study, we propose a new method integrating prior information to construct three gene regulatory networks at pair-wise stages of transcriptome and apply this method to investigate five NSC differentiation paths on four different single-cell transcriptome datasets. By constructing gene regulatory networks for each path, we delineate their regulatory patterns via differential topology and network diffusion analyses. We find 12 common differentially expressed genes among the five NSC differentiation paths, with one common regulatory pattern (Gsk3b_App_Cdk5) shared by all paths. The identified regulatory pattern, partly supported by previous experimental evidence, is essential to all differentiation paths, but it plays a different role in each path when regulating other genes. Together, our integrative analysis provides both common and specific regulatory mechanisms for each of the five NSC differentiation paths.",33439459,,10.1007/s12539-020-00415-2,1
A Targeted Multi-omic Analysis Approach Measures Protein Expression and Low-Abundance Transcripts on the Single-Cell Level,"High-throughput single-cell RNA sequencing (scRNA-seq) has become a frequently used tool to assess immune cell heterogeneity. Recently, the combined measurement of RNA and protein expression was developed, commonly known as cellular indexing of transcriptomes and epitopes by sequencing (CITE-seq). Acquisition of protein expression data along with transcriptome data resolves some of the limitations inherent to only assessing transcripts but also nearly doubles the sequencing read depth required per single cell. Furthermore, there is still a paucity of analysis tools to visualize combined transcript-protein datasets. Here, we describe a targeted transcriptomics approach that combines an analysis of over 400 genes with simultaneous measurement of over 40 proteins on 2 × 104cells in a single experiment. This targeted approach requires only about one-tenth of the read depth compared to a whole-transcriptome approach while retaining high sensitivity for low abundance transcripts. To analyze these multi-omic datasets, we adapted one-dimensional soli expression by nonlinear stochastic embedding (One-SENSE) for intuitive visualization of protein-transcript relationships on a single-cell level.",32268080,PMC7224638,10.1016/j.celrep.2020.03.063,48
"Visualization of cardiovascular development, physiology and disease at the single-cell level: Opportunities and future challenges","Single-cell RNA sequencing (scRNA-seq), a method of transcriptome sequencing at the single-cell level, has recently emerged as a revolutionary technology in the field of biomedical research. Compared to conventional gene expression profiling in bulk, scRNA-seq resolves biological differences among individual cells and enables the identification of rare cell populations that are easily overlooked. This review introduces the method of scRNA-seq, summarizes its applications in the field of cardiovascular disease research, and discusses existing limitations and prospects for future applications.",32205182,,10.1016/j.yjmcc.2020.03.005,9
Maximizing the Utility of Transcriptomics Data in Inflammatory Skin Diseases,"Inflammatory skin diseases are induced by disorders of the host defense system of the skin, which is composed of a barrier, innate and acquired immunity, as well as the cutaneous microbiome. These disorders are characterized by recurrent cutaneous lesions and intense itch, which seriously affecting life quality of people across all ages and ethnicities. To elucidate molecular factors for typical inflammatory skin diseases (such as psoriasis and atopic dermatitis), transcriptomic profiling assays have been largely performed. Additionally, single-cell RNA sequencing (scRNA-seq) as well as spatial transcriptomic profiling have revealed multiple potential translational targets and offered guides to improve diagnosis and treatment strategies for inflammatory skin diseases. High-throughput transcriptomics data has shown unprecedented power to disclose the complex pathophysiology of inflammatory skin diseases. Here, we will summarize discoveries from transcriptomics data and discuss how to maximize the transcriptomics data to propel the development of diagnostic biomarkers and therapeutic targets in inflammatory skin diseases.",34777377,PMC8586455,10.3389/fimmu.2021.761890,8
scESI: evolutionary sparse imputation for single-cell transcriptomes from nearest neighbor cells,"The ubiquitous dropout problem in single-cell RNA sequencing technology causes a large amount of data noise in the gene expression profile. For this reason, we propose an evolutionary sparse imputation (ESI) algorithm for single-cell transcriptomes, which constructs a sparse representation model based on gene regulation relationships between cells. To solve this model, we design an optimization framework based on nondominated sorting genetics. This framework takes into account the topological relationship between cells and the variety of gene expression to iteratively search the global optimal solution, thereby learning the Pareto optimal cell-cell affinity matrix. Finally, we use the learned sparse relationship model between cells to improve data quality and reduce data noise. In simulated datasets, scESI performed significantly better than benchmark methods with various metrics. By applying scESI to real scRNA-seq datasets, we discovered scESI can not only further classify the cell types and separate cells in visualization successfully but also improve the performance in reconstructing trajectories differentiation and identifying differentially expressed genes. In addition, scESI successfully recovered the expression trends of marker genes in stem cell differentiation and can discover new cell types and putative pathways regulating biological processes.",35512331,,10.1093/bib/bbac144,3
CIRI-Deep Enables Single-Cell and Spatial Transcriptomic Analysis of Circular RNAs with Deep Learning,"Circular RNAs (circRNAs) are a crucial yet relatively unexplored class of transcripts known for their tissue- and cell-type-specific expression patterns. Despite the advances in single-cell and spatial transcriptomics, these technologies face difficulties in effectively profiling circRNAs due to inherent limitations in circRNA sequencing efficiency. To address this gap, a deep learning model, CIRI-deep, is presented for comprehensive prediction of circRNA regulation on diverse types of RNA-seq data. CIRI-deep is trained on an extensive dataset of 25 million high-confidence circRNA regulation events and achieved high performances on both test and leave-out data, ensuring its accuracy in inferring differential events from RNA-seq data. It is demonstrated that CIRI-deep and its adapted version enable various circRNA analyses, including cluster- or region-specific circRNA detection, BSJ ratio map visualization, and trans and cis feature importance evaluation. Collectively, CIRI-deep's adaptability extends to all major types of RNA-seq datasets including single-cell and spatial transcriptomic data, which will undoubtedly broaden the horizons of circRNA research.",38308181,PMC11005702,10.1002/advs.202308115,1
Concordance of MERFISH spatial transcriptomics with bulk and single-cell RNA sequencing,"Spatial transcriptomics extends single-cell RNA sequencing (scRNA-seq) by providing spatial context for cell type identification and analysis. Imaging-based spatial technologies such as multiplexed error-robust fluorescence in situ hybridization (MERFISH) can achieve single-cell resolution, directly mapping single-cell identities to spatial positions. MERFISH produces a different data type than scRNA-seq, and a technical comparison between the two modalities is necessary to ascertain how to best integrate them. We performed MERFISH on the mouse liver and kidney and compared the resulting bulk and single-cell RNA statistics with those from the Tabula Muris Senis cell atlas and from two Visium datasets. MERFISH quantitatively reproduced the bulk RNA-seq and scRNA-seq results with improvements in overall dropout rates and sensitivity. Finally, we found that MERFISH independently resolved distinct cell types and spatial structure in both the liver and kidney. Computational integration with the Tabula Muris Senis atlas did not enhance these results. We conclude that MERFISH provides a quantitatively comparable method for single-cell gene expression and can identify cell types without the need for computational integration with scRNA-seq atlases.",36526371,PMC9760489,10.26508/lsa.202201701,20
Temporal transcriptomic analysis using TrendCatcher identifies early and persistent neutrophil activation in severe COVID-19,"Studying temporal gene expression shifts during disease progression provides important insights into the biological mechanisms that distinguish adaptive and maladaptive responses. Existing tools for the analysis of time course transcriptomic data are not designed to optimally identify distinct temporal patterns when analyzing dynamic differentially expressed genes (DDEGs). Moreover, there are not enough methods to assess and visualize the temporal progression of biological pathways mapped from time course transcriptomic data sets. In this study, we developed an open-source R package TrendCatcher (https://github.com/jaleesr/TrendCatcher), which applies the smoothing spline ANOVA model and break point searching strategy, to identify and visualize distinct dynamic transcriptional gene signatures and biological processes from longitudinal data sets. We used TrendCatcher to perform a systematic temporal analysis of COVID-19 peripheral blood transcriptomes, including bulk and single-cell RNA-Seq time course data. TrendCatcher uncovered the early and persistent activation of neutrophils and coagulation pathways, as well as impaired type I IFN (IFN-I) signaling in circulating cells as a hallmark of patients who progressed to severe COVID-19, whereas no such patterns were identified in individuals receiving SARS-CoV-2 vaccinations or patients with mild COVID-19. These results underscore the importance of systematic temporal analysis to identify early biomarkers and possible pathogenic therapeutic targets.",35175937,PMC9057597,10.1172/jci.insight.157255,5
DevOmics: an integrated multi-omics database of human and mouse early embryo,"Transcriptomic and epigenetic alterations during early embryo development have been proven to play essential roles in regulating the cell fate. Nowadays, advances in single-cell transcriptomics and epigenomics profiling techniques provide large volumes of data for understanding the molecular regulatory mechanisms in early embryos and facilitate the investigation of assisted reproductive technology as well as preimplantation genetic testing. However, the lack of integrated data collection and unified analytic procedures greatly limits their usage in scientific research and clinical application. Hence, it is necessary to establish a database integrating the regulatory information of human and mouse early embryos with unified analytic procedures. Here, we introduce DevOmics (http://devomics.cn/), which contains normalized gene expression, DNA methylation, histone modifications (H3K4me3, H3K9me3, H3K27me3, H3K27ac), chromatin accessibility and 3D chromatin architecture profiles of human and mouse early embryos spanning six developmental stages (zygote, 2cell, 4cell, 8cell, morula and blastocyst (ICM, TE)). The current version of DevOmics provides Search and Advanced Search for retrieving genes a researcher is interested in, Analysis Tools including the differentially expressed genes (DEGs) analysis for acquiring DEGs between different types of samples, allelic explorer for displaying allele-specific gene expression as well as epigenetic modifications and correlation analysis for showing the dynamic changes in different layers of data across developmental stages, as well as Genome Browser and Ortholog for visualization. DevOmics offers a user-friendly website for biologists and clinicians to decipher molecular regulatory mechanisms of human and mouse early embryos.",34097004,,10.1093/bib/bbab208,10
ICELLNET v2: a versatile method for cell-cell communication analysis from human transcriptomic data,"Summary:Several methods have been developed in the past years to infer cell-cell communication networks from transcriptomic data based on ligand and receptor expression. Among them, ICELLNET is one of the few approaches to consider the multiple subunits of ligands and receptors complexes to infer and quantify cell communication. In here, we present a major update of ICELLNET. As compared to its original implementation, we (i) drastically expanded the ICELLNET ligand-receptor database from 380 to 1669 biologically curated interactions, (ii) integrated important families of communication molecules involved in immune crosstalk, cell adhesion, and Wnt pathway, (iii) optimized ICELLNET framework for single-cell RNA sequencing data analyses, (iv) provided new visualizations of cell-cell communication results to facilitate prioritization and biological interpretation. This update will broaden the use of ICELLNET by the scientific community in different biological fields.Availability and implementation:ICELLNET package is implemented in R. Source code, documentation and tutorials are available on GitHub (https://github.com/soumelis-lab/ICELLNET).",38490248,PMC10955248,10.1093/bioinformatics/btae089,0
Comparison of Single Cell Transcriptome Sequencing Methods: Of Mice and Men,"Single cell RNAseq has been a big leap in many areas of biology. Rather than investigating gene expression on a whole organism level, this technology enables scientists to get a detailed look at rare single cells or within their cell population of interest. The field is growing, and many new methods appear each year. We compared methods utilized in our core facility: Smart-seq3, PlexWell, FLASH-seq, VASA-seq, SORT-seq, 10X, Evercode, and HIVE. We characterized the equipment requirements for each method. We evaluated the performances of these methods based on detected features, transcriptome diversity, mitochondrial RNA abundance and multiplets, among others and benchmarked them against bulk RNA sequencing. Here, we show that bulk transcriptome detects more unique transcripts than any single cell method. While most methods are comparable in many regards, FLASH-seq and VASA-seq yielded the best metrics, e.g., in number of features. If no equipment for automation is available or many cells are desired, then HIVE or 10X yield good results. In general, more recently developed methods perform better. This also leads to the conclusion that older methods should be phased out, and that the development of single cell RNAseq methods is still progressing considerably.",38137048,PMC10743076,10.3390/genes14122226,0
Biology-inspired data-driven quality control for scientific discovery in single-cell transcriptomics,"Background:Quality control (QC) of cells, a critical first step in single-cell RNA sequencing data analysis, has largely relied on arbitrarily fixed data-agnostic thresholds applied to QC metrics such as gene complexity and fraction of reads mapping to mitochondrial genes. The few existing data-driven approaches perform QC at the level of samples or studies without accounting for biological variation.Results:We first demonstrate that QC metrics vary with both tissue and cell types across technologies, study conditions, and species. We then propose data-driven QC (ddqc), an unsupervised adaptive QC framework to perform flexible and data-driven QC at the level of cell types while retaining critical biological insights and improved power for downstream analysis. ddqc applies an adaptive threshold based on the median absolute deviation on four QC metrics (gene and UMI complexity, fraction of reads mapping to mitochondrial and ribosomal genes). ddqc retains over a third more cells when compared to conventional data-agnostic QC filters. Finally, we show that ddqc recovers biologically meaningful trends in gradation of gene complexity among cell types that can help answer questions of biological interest such as which cell types express the least and most number of transcripts overall, and ribosomal transcripts specifically.Conclusions:ddqc retains cell types such as metabolically active parenchymal cells and specialized cells such as neutrophils which are often lost by conventional QC. Taken together, our work proposes a revised paradigm to quality filtering best practices-iterative QC, providing a data-driven QC framework compatible with observed biological diversity.",36575523,PMC9793662,10.1186/s13059-022-02820-w,5
Single-cell transcriptome analysis reveals the effectiveness of cytokine priming irrespective of heterogeneity in mesenchymal stromal cells,"Background aims:Mesenchymal stromal cells (MSCs) are recognized as a potential cell-based therapy for regenerative medicine. Short-term inflammatory cytokine pre-stimulation (cytokine priming) is a promising approach to enhance regenerative efficacy of MSCs. However, it is unclear whether their intrinsic heterogenic nature causes an unequal response to cytokine priming, which might blunt the accessibility of clinical applications.Methods:In this study, by analyzing the single-cell transcriptomic landscape of human bone marrow MSCs from a naïve to cytokine-primed state, we elucidated the potential mechanism of superior therapeutic potential in cytokine-primed MSCs.Results:We found that cytokine-primed MSCs had a distinct transcriptome landscape. Although substantial heterogeneity was identified within the population in both naïve and primed states, cytokine priming enhanced the several characteristics of MSCs associated with therapeutic efficacy irrespective of heterogeneity. After cytokine-priming, all sub-clusters of MSCs possessed high levels of immunoregulatory molecules, trophic factors, stemness-related genes, anti-apoptosis markers and low levels of multi-lineage and senescence signatures, which are critical for their therapeutic potency.Conclusions:In conclusion, our results provide new insights into MSC heterogeneity under cytokine stimulation and suggest that cytokine priming reprogrammed MSCs independent of heterogeneity.",37715776,,10.1016/j.jcyt.2023.08.006,0
OralExplorer: a web server for exploring the mechanisms of oral inflammatory diseases,"Background:Oral inflammatory diseases are localized infectious diseases primarily caused by oral pathogens with the potential for serious systemic complications. However, publicly available datasets for these diseases are underutilized. To address this issue, a web tool called OralExplorer was developed. This tool integrates the available data and provides comprehensive online bioinformatic analysis.Methods:Human oral inflammatory disease-related datasets were obtained from the GEO database and normalized using a standardized process. Transcriptome data were then subjected to differential gene expression analysis, immune infiltration analysis, correlation analysis, pathway enrichment analysis, and visualization. The single-cell sequencing data was visualized as cluster plot, feature plot, and heatmaps. The web platform was primarily built using Shiny. The biomarkers identified in OralExplorer were validated using local clinical samples through qPCR and IHC.Results:A total of 35 human oral inflammatory disease-related datasets, covering 6 main disease types and 901 samples, were included in the study to identify potential molecular signatures of the mechanisms of oral diseases. OralExplorer consists of 5 main analysis modules (differential gene expression analysis, immune infiltration analysis, correlation analysis, pathway enrichment analysis and single-cell analysis), with multiple visualization options. The platform offers a simple and intuitive interface, high-quality images for visualization, and detailed analysis results tables for easy access by users. Six markers (IL1β, SRGN, CXCR1, FGR, ARHGEF2, and PTAFR) were identified by OralExplorer. qPCR- and IHC-based experimental validation showed significantly higher levels of these genes in the periodontitis group.Conclusions:OralExplorer is a comprehensive analytical platform for oral inflammatory diseases. It allows users to interactively explore the molecular mechanisms underlying the action and regression of these diseases. It also aids dental researchers in unlocking the potential value of transcriptomics data related to oral diseases. OralExplorer can be accessed at https://smuonco.shinyapps.io/OralExplorer/ (Alternate URL: http://robinl-lab.com/OralExplorer ).",38491529,PMC10943789,10.1186/s12967-024-05019-8,0
CiteFuse enables multi-modal analysis of CITE-seq data,"Motivation:Multi-modal profiling of single cells represents one of the latest technological advancements in molecular biology. Among various single-cell multi-modal strategies, cellular indexing of transcriptomes and epitopes by sequencing (CITE-seq) allows simultaneous quantification of two distinct species: RNA and cell-surface proteins. Here, we introduce CiteFuse, a streamlined package consisting of a suite of tools for doublet detection, modality integration, clustering, differential RNA and protein expression analysis, antibody-derived tag evaluation, ligand-receptor interaction analysis and interactive web-based visualization of CITE-seq data.Results:We demonstrate the capacity of CiteFuse to integrate the two data modalities and its relative advantage against data generated from single-modality profiling using both simulations and real-world CITE-seq data. Furthermore, we illustrate a novel doublet detection method based on a combined index of cell hashing and transcriptome data. Finally, we demonstrate CiteFuse for predicting ligand-receptor interactions by using multi-modal CITE-seq data. Collectively, we demonstrate the utility and effectiveness of CiteFuse for the integrative analysis of transcriptome and epitope profiles from CITE-seq data.Availability and implementation:CiteFuse is freely available at http://shiny.maths.usyd.edu.au/CiteFuse/ as an online web service and at https://github.com/SydneyBioX/CiteFuse/ as an R package.Contact:pengyi.yang@sydney.edu.au.Supplementary information:Supplementary data are available at Bioinformatics online.",32353146,,10.1093/bioinformatics/btaa282,42
Multi-View Clustering With Graph Learning for scRNA-Seq Data,"Advances in single-cell biotechnologies have generated the single-cell RNA sequencing (scRNA-seq) of gene expression profiles at cell levels, providing an opportunity to study cellular distribution. Although significant efforts developed in their analysis, many problems remain in studying cell types distribution because of the heterogeneity, high dimensionality, and noise of scRNA-seq. In this study, a multi-view clustering with graph learning algorithm (MCGL) for scRNA-seq data is proposed, which consists of multi-view learning, graph learning, and cell type clustering. In order to avoid a single feature space of scRNA-seq being inadequate to comprehensively characterize the functions of cells, MCGL constructs the multiple feature spaces and utilizes multi-view learning to comprehensively characterize scRNA-seq data from different perspectives. MCGL adaptively learns the similarity graphs of cells that overcome the dependence on fixed similarity, transforming scRNA-seq analysis into the analysis of multi-view clustering. MCGL decomposes the networks of cells into view-specific and common networks in multi-view learning, which better characterizes the topological relationship of cells. MCGL simultaneously utilizes multiple types of cell-cell networks and fully exploits the connection relationship between cells through the complementarity between networks to improve clustering performance. The graph learning, graph factorization, and cell-type clustering processes are accomplished simultaneously under one optimization framework. The performance of the MCGL algorithm is validated with ten scRNA-seq datasets from different scales, and experimental results imply that the proposed algorithm significantly outperforms fourteen state-of-the-art scRNA-seq algorithms.",37486829,,10.1109/TCBB.2023.3298334,0
scWECTA: A weighted ensemble classification framework for cell type assignment based on single cell transcriptome,"Rapid advances in single-cell transcriptome analysis provide deeper insights into the study of tissue heterogeneity at the cellular level. Unsupervised clustering can identify potential cell populations in single-cell RNA-sequencing (scRNA-seq) data, but fail to further determine the identity of each cell. Existing automatic annotation methods using scRNA-seq data based on machine learning mainly use single feature set and single classifier. In view of this, we propose a Weighted Ensemble classification framework for Cell Type Annotation, named scWECTA, which improves the accuracy of cell type identification. scWECTA uses five informative gene sets and integrates five classifiers based on soft weighted ensemble framework. And the ensemble weights are inferred through the constrained non-negative least squares. Validated on multiple pairs of scRNA-seq datasets, scWECTA is able to accurately annotate scRNA-seq data across platforms and across tissues, especially for imbalanced data containing rare cell types. Moreover, scWECTA outperforms other comparable methods in balancing the prediction accuracy of common cell types and the unassigned rate of non-common cell types at the same time. The source code of scWECTA is freely available at https://github.com/ttren-sc/scWECTA.",36512878,,10.1016/j.compbiomed.2022.106409,0
SCA: recovering single-cell heterogeneity through information-based dimensionality reduction,"Dimensionality reduction summarizes the complex transcriptomic landscape of single-cell datasets for downstream analyses. Current approaches favor large cellular populations defined by many genes, at the expense of smaller and more subtly defined populations. Here, we present surprisal component analysis (SCA), a technique that newly leverages the information-theoretic notion of surprisal for dimensionality reduction to promote more meaningful signal extraction. For example, SCA uncovers clinically important cytotoxic T-cell subpopulations that are indistinguishable using existing pipelines. We also demonstrate that SCA substantially improves downstream imputation. SCA's efficient information-theoretic paradigm has broad applications to the study of complex biological tissues in health and disease.",37626411,PMC10464206,10.1186/s13059-023-02998-7,1
PseudoGA: cell pseudotime reconstruction based on genetic algorithm,"Dynamic regulation of gene expression is often governed by progression through transient cell states. Bulk RNA-seq analysis can only detect average change in expression levels and is unable to identify this dynamics. Single cell RNA-seq presents an unprecedented opportunity that helps in placing the cells on a hypothetical time trajectory that reflects gradual transition of their transcriptomes. This continuum trajectory or 'pseudotime', may reveal the developmental pathway and provide us with information on dynamic transcriptomic changes and other biological processes. Existing approaches to build pseudotime heavily depend on reducing huge dimension to extremely low dimensional subspaces and may lead to loss of information. We propose PseudoGA, a genetic algorithm based approach to order cells assuming that gene expressions vary according to a smooth curve along the pseudotime trajectory. We observe superior accuracy of our method in simulated as well as benchmarking real datasets. Generality of the assumption behind PseudoGA and no dependence on dimensionality reduction technique make it a robust choice for pseudotime estimation from single cell transcriptome data. PseudoGA is also time efficient when applied to a large single cell RNA-seq data and adaptable to parallel computing. R code for PseudoGA is freely available at https://github.com/indranillab/pseudoga.",34244782,PMC8661435,10.1093/nar/gkab457,3
