PMID,journal_title,Journal_id
34313991,"Methods in molecular biology (Clifton, N.J.)",9214969
26885899,Oncotarget,101532965
36868495,Chemico-biological interactions,227276
31671657,Genes,101551097
30427726,Annual review of animal biosciences,101614024
31672995,Scientific data,101640192
36912104,Nucleic acids research,411011
33372588,BMC genomics,100965258
37003012,"Aquatic toxicology (Amsterdam, Netherlands)",8500246
32014031,Genome biology,100960660
30901858,Genes,101551097
27987164,"Methods in molecular biology (Clifton, N.J.)",9214969
37866305,Talanta,2984816R
29170956,"Methods in molecular biology (Clifton, N.J.)",9214969
25636617,"Methods in molecular biology (Clifton, N.J.)",9214969
32188701,Genome research,9518021
28627406,"Methods (San Diego, Calif.)",9426302
31665454,Nucleic acids research,411011
36892893,"Journal of applied physiology (Bethesda, Md. : 1985)",8502536
37564657,Frontiers in immunology,101560960
26254486,Genome biology and evolution,101509707
26469081,PloS one,101285081
31241141,Molecular biology and evolution,8501455
35809340,Briefings in functional genomics,101528229
31036036,Biology direct,101258412
29927748,Journal of integrative bioinformatics,101503361
36167181,Gene,7706761
28508360,"Methods in molecular biology (Clifton, N.J.)",9214969
31146747,BMC medical genomics,101319628
27930095,Omics : a journal of integrative biology,101131135
38478526,PloS one,101285081
35205378,Genes,101551097
27156225,"European journal of cancer (Oxford, England : 1990)",9005373
37414575,Genome research,9518021
26487673,"Nephrology, dialysis, transplantation : official publication of the European",8706402
29253110,"Bioinformatics (Oxford, England)",9808944
35451783,"Methods in molecular biology (Clifton, N.J.)",9214969
28161100,The Canadian journal of cardiology,8510280
35925813,Glycobiology,9104124
31502145,"Methods in molecular biology (Clifton, N.J.)",9214969
37683759,"Environmental pollution (Barking, Essex : 1987)",8804476
33119753,Nucleic acids research,411011
37944024,Carcinogenesis,8008055
37467890,Journal of proteomics,101475056
30797468,Advances in clinical chemistry,2985173R
34632414,STAR protocols,101769501
27789693,Nucleic acids research,411011
38442004,Microbiology spectrum,101634614
26704973,Nucleic acids research,411011
31549685,Yi chuan = Hereditas,9436478
37604837,Scientific reports,101563288
38009315,Clinical and translational medicine,101597971
37793175,Genome biology and evolution,101509707
37529920,Disease models & mechanisms,101483332
36815540,International journal of cancer,42124
33541262,BMC bioinformatics,100965194
32375781,Microbial cell factories,101139812
30277499,GigaScience,101596872
31953809,"Methods in molecular biology (Clifton, N.J.)",9214969
26872041,The ISME journal,101301086
30321657,Gene,7706761
34949654,Cancer genomics & proteomics,101188791
29573058,Cancer science,101168776
30956044,Molecular cell,9802571
26315760,International review of neurobiology,374740
25901039,Circulation. Cardiovascular genetics,101489144
37795815,Genetic epidemiology,8411723
38102690,Arthritis research & therapy,101154438
38174605,CA: a cancer journal for clinicians,370647
37884999,Genome biology,100960660
33219670,Nucleic acids research,411011
29092936,Cancer research,2984705R
33819578,"Clinical immunology (Orlando, Fla.)",100883537
34236668,"Methods in molecular biology (Clifton, N.J.)",9214969
32554863,Aging,101508617
37298335,International journal of molecular sciences,101092791
36493852,Journal of molecular and cellular cardiology,262322
36536289,BMC bioinformatics,100965194
36753369,Advances in clinical and experimental medicine : official organ Wroclaw Medical,101138582
32579720,Proteomics,101092707
25642706,The Journal of clinical investigation,7802877
28062442,"Bioinformatics (Oxford, England)",9808944
37935583,Database : the journal of biological databases and curation,101517697
36912756,Molecular ecology resources,101465604
28282257,Omics : a journal of integrative biology,101131135
36418292,Nature communications,101528555
32929225,Experimental & molecular medicine,9607880
36964900,Journal of experimental botany,9882906
29158555,Nature ecology & evolution,101698577
26895051,"Methods in molecular biology (Clifton, N.J.)",9214969
36131352,Genome biology,100960660
34036326,Briefings in bioinformatics,100912837
32601549,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,101525347
31088903,"G3 (Bethesda, Md.)",101566598
28158838,Nucleic acids research,411011
29566638,Journal of bioinformatics and computational biology,101187344
33861732,PLoS computational biology,101238922
32165309,Gene,7706761
30715311,GigaScience,101596872
37083938,GigaScience,101596872
30908262,IEEE/ACM transactions on computational biology and bioinformatics,101196755
31703610,BMC bioinformatics,100965194
30066640,BMC bioinformatics,100965194
37866667,Cellular signalling,8904683
32096829,Human reproduction update,9507614
26438416,BMC genomics,100965258
31387579,Journal of translational medicine,101190741
32838739,BMC bioinformatics,100965194
38091511,GigaScience,101596872
38067168,Cells,101600052
38744869,Scientific reports,101563288
33635857,PLoS computational biology,101238922
34275655,Gynecologic oncology,365304
26933190,Cold Spring Harbor perspectives in biology,101513680
38422094,PloS one,101285081
38492232,"G3 (Bethesda, Md.)",101566598
38363941,Medicine,2985248R
33677107,"Genomics, proteomics & bioinformatics",101197608
27187206,"Bioinformatics (Oxford, England)",9808944
37068318,Computers in biology and medicine,1250250
35235781,Cell reports,101573691
25888373,BMC bioinformatics,100965194
34599181,Nature communications,101528555
36944673,Scientific reports,101563288
27153610,"Bioinformatics (Oxford, England)",9808944
33859374,Nature ecology & evolution,101698577
32849587,Frontiers in immunology,101560960
35437603,Briefings in bioinformatics,100912837
37928544,Frontiers in immunology,101560960
26589635,Database : the journal of biological databases and curation,101517697
25934264,"Methods (San Diego, Calif.)",9426302
26399714,BMC bioinformatics,100965194
34607103,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,8213295
37268257,Journal of ethnopharmacology,7903310
25589349,Cancer research,2984705R
29761464,"Methods in molecular biology (Clifton, N.J.)",9214969
30462302,Nucleic acids research,411011
34740451,Trends in genetics : TIG,8507085
32711818,Progress in molecular biology and translational science,101498165
37930518,"Methods in molecular biology (Clifton, N.J.)",9214969
31878868,BMC bioinformatics,100965194
26381817,Scientific reports,101563288
38134985,International journal of biological macromolecules,7909578
25361974,Nucleic acids research,411011
29967379,Leukemia,8704895
35082140,Genome research,9518021
35338351,Pediatric research,100714
37240180,International journal of molecular sciences,101092791
33736902,Trends in microbiology,9310916
37248640,The Plant journal : for cell and molecular biology,9207397
28003584,"Biomedical research (Tokyo, Japan)",8100317
26323762,"Philosophical transactions of the Royal Society of London. Series B, Biological",7503623
35514958,Frontiers in immunology,101560960
28487880,Cold Spring Harbor molecular case studies,101660017
31584169,"Methods in molecular biology (Clifton, N.J.)",9214969
27900684,"Methods in molecular biology (Clifton, N.J.)",9214969
35042806,Proceedings of the National Academy of Sciences of the United States of America,7505876
28453675,"Bioinformatics (Oxford, England)",9808944
38019212,Environmental toxicology,100885357
35236372,Molecular neurodegeneration,101266600
38366548,"G3 (Bethesda, Md.)",101566598
29043294,Science advances,101653440
28620196,Scientific reports,101563288
32241273,BMC medical genomics,101319628
37865678,Communications biology,101719179
36779764,International journal of cancer,42124
29277871,"Methods in molecular biology (Clifton, N.J.)",9214969
27008021,"Methods in molecular biology (Clifton, N.J.)",9214969
30704460,BMC medical genomics,101319628
36419034,Microbial cell factories,101139812
32047891,Briefings in bioinformatics,100912837
34620561,Trends in parasitology,100966034
26476449,Nucleic acids research,411011
26328750,BMC bioinformatics,100965194
36574857,Pharmacological research,8907422
28185558,BMC genomics,100965258
34748709,Annual review of animal biosciences,101614024
28415856,Annual review of genomics and human genetics,100911346
31344945,Biomolecules,101596414
38012642,Journal of translational medicine,101190741
29669011,"Bioinformatics (Oxford, England)",9808944
37144464,Nucleic acids research,411011
36513410,Journal of advanced research,101546952
36605197,Frontiers in immunology,101560960
27067409,BMC microbiology,100966981
37894521,"Molecules (Basel, Switzerland)",100964009
36308696,"Methods in molecular biology (Clifton, N.J.)",9214969
37776858,Cell,413066
29241022,Genome,8704544
36205192,Cancer medicine,101595310
26852121,Current genetics,8004904
38172619,Nature microbiology,101674869
26720729,PLoS biology,101183755
33747045,Frontiers in genetics,101560621
33749358,Journal of dental research,354343
34249331,F1000Research,101594320
29136207,Nucleic acids research,411011
38552994,Journal of biomedical informatics,100970413
33823910,Genome biology,100960660
27733507,Nucleic acids research,411011
37700218,European radiology experimental,101721752
35728772,Journal of proteomics,101475056
38564686,Neurology(R) neuroimmunology & neuroinflammation,101636388
38381034,Microbial genomics,101671820
34641955,Microbiome,101615147
32449938,Nucleic acids research,411011
38607411,Human genetics,7613873
36750892,Journal of translational medicine,101190741
29878056,"Bioinformatics (Oxford, England)",9808944
25713212,Molecular biology and evolution,8501455
38653489,Briefings in bioinformatics,100912837
36794912,eLife,101579614
35612742,"Methods in molecular biology (Clifton, N.J.)",9214969
28582591,"BioEssays : news and reviews in molecular, cellular and developmental biology",8510851
37897361,Nucleic acids research,411011
31479390,Molecular plant-microbe interactions : MPMI,9107902
33822172,Molecular biology and evolution,8501455
38589937,Genome biology,100960660
38430394,"Cancer immunology, immunotherapy : CII",8605732
37258607,Scientific reports,101563288
35121907,Nature cancer,101761119
29500431,Nature communications,101528555
34070793,Genes,101551097
30446793,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,145600
27997700,Annals of the New York Academy of Sciences,7506858
29272348,"Bioinformatics (Oxford, England)",9808944
30137307,"Bioinformatics (Oxford, England)",9808944
33541613,Clinics in chest medicine,7907612
37138305,Arthritis research & therapy,101154438
32145019,Genome biology and evolution,101509707
34663447,Genome medicine,101475844
26636661,PLoS biology,101183755
35561201,"Bioinformatics (Oxford, England)",9808944
30726205,PLoS computational biology,101238922
32396200,GigaScience,101596872
36349833,Molecular ecology resources,101465604
35368340,PeerJ,101603425
32430990,Proteomics,101092707
36894192,"RNA (New York, N.Y.)",9509184
29271263,Expert review of proteomics,101223548
29036467,"Bioinformatics (Oxford, England)",9808944
27048349,Database : the journal of biological databases and curation,101517697
32253478,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,145600
35627308,Genes,101551097
27886242,Scientific reports,101563288
37158276,Nucleic acids research,411011
33946766,International journal of molecular sciences,101092791
25362968,Expert review of molecular diagnostics,101120777
36382399,Nucleic acids research,411011
37766497,"Human reproduction (Oxford, England)",8701199
28286338,Nature reviews. Genetics,100962779
30904300,Journal of dairy science,2985126R
25831060,Omics : a journal of integrative biology,101131135
37499897,Biochimie,1264604
35482530,"Bioinformatics (Oxford, England)",9808944
37443486,Medicine,2985248R
25355515,Nucleic acids research,411011
30321428,Nucleic acids research,411011
28056800,BMC genomics,100965258
31323926,International journal of molecular sciences,101092791
31688940,Database : the journal of biological databases and curation,101517697
38136978,Genes,101551097
35727540,"Methods in molecular biology (Clifton, N.J.)",9214969
32396280,Molecular genetics & genomic medicine,101603758
37586202,Computers in biology and medicine,1250250
34823473,BMC bioinformatics,100965194
38603611,"Bioinformatics (Oxford, England)",9808944
34411700,New biotechnology,101465345
30612540,BMC bioinformatics,100965194
37537691,Genome biology,100960660
34251627,"Methods in molecular biology (Clifton, N.J.)",9214969
29762634,"Bioinformatics (Oxford, England)",9808944
38173717,Frontiers in immunology,101560960
38182861,Cell biochemistry and biophysics,9701934
27669160,Biometrics,370625
26546309,"G3 (Bethesda, Md.)",101566598
29384544,Natural product reports,8502408
36410105,Cancer genetics,101539150
36661181,CPT: pharmacometrics & systems pharmacology,101580011
33806609,Biomolecules,101596414
31782758,"Bioinformatics (Oxford, England)",9808944
29304754,BMC genomics,100965258
34902132,"Methods in molecular biology (Clifton, N.J.)",9214969
25879913,Nature communications,101528555
38157196,Frontiers of medicine,101549428
30409858,Molecular & cellular proteomics : MCP,101125647
33941776,Nature communications,101528555
36577778,Scientific reports,101563288
36513728,Communications biology,101719179
31437583,"Genomics, proteomics & bioinformatics",101197608
37077915,Frontiers in immunology,101560960
34429112,BMC biology,101190720
