DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
10.1186/s13287-022-02873-5,The role of serum amyloid A1 in the adipogenic differentiation of human        adipose-derived stem cells basing on single-cell RNA sequencing analysis.,2022.0,"BACKGROUND: Adipose-derived stem cells (ASCs) are obtained from a variety of        sources in vivo where they present in large quantities. These cells are suitable        for use in autologous transplantation and the construction of tissue-engineered        adipose tissue. Studies have shown that ASCs differentiation is in a high degree        of heterogeneity, yet the molecular basis including key regulators of        differentiation remains to clarify. METHODS: We performed single-cell RNA        sequencing and bioinformatics analysis on both undifferentiated (ASC-GM group)        and adipogenically differentiated human ASCs (ASC-AD group, ASCs were cultured in        adipogenic inducing medium for 1 week). And then, we verified the results of        serum amyloid A1 (SAA1) with western blotting, immunofluorescence staining, oil        red O staining. After these experiments, we down-regulated the expression of        serum amyloid A1 (SAA1) gene to verify the adipogenic differentiation ability of        ASCs. RESULTS: In single-cell RNA sequence analyzing, we obtained 4415 cells in        the ASC-GM group and 4634 cells in the ASC-AD group. The integrated sample cells        could be divided into 11 subgroups (0-10 cluster). The cells in cluster 0, 2, 5        were came from ASC-GM group and the cells in cluster 1, 3, 7 came from ASC-AD        group. The cells of cluster 4 and 6 came from both ASC-GM and ASC-AD groups.        Fatty acid binding protein 4, fatty acid binding protein 5, complement factor D,        fatty acid desaturase 1, and insulin like growth factor binding protein 5 were        high expressed in category 1 and 7. Regulation of inflammatory response is the        rank 1 biological processes. And cellular responses to external stimuli, negative        regulation of defense response and acute inflammatory response are included in        top 20 biological processes. Based on the MCODE results, we found that SAA1, C-C        Motif Chemokine Ligand 5 (CCL5), and Annexin A1 (ANXA1) significantly highly        expressed during adipogenic differentiation. Western blot and immunofluorescent        staining results showed that SAA1 increased during adipogenesis. And the area of        ORO positive staining in siSAA1 cells was significantly lower than in the        siControl (negative control) cells. CONCLUSIONS: Our results also indicated that        our adipogenic induction was successful, and there was great heterogeneity in the        adipogenic differentiation of ASCs. SAA1 with the regulation of inflammatory        response were involved in adipogenesis of ASCs based on single-cell RNA        sequencing analysis. The data obtained will help to elucidate the intrinsic        mechanism of heterogeneity in the differentiation process of stem cells, thus,        guiding the regulation of self-renewal and differentiation of adult stem cells.",6a72f34fef7cac2c9bb97ab6d48bc7d5f9d75b22,https://www.semanticscholar.org/paper/6a72f34fef7cac2c9bb97ab6d48bc7d5f9d75b22,35525990,PMC9080218,,False,Stem cell research & therapy,101527581
10.1186/s13287-022-02873-5,The role of serum amyloid A1 in the adipogenic differentiation of human        adipose-derived stem cells basing on single-cell RNA sequencing analysis.,2022.0,"BACKGROUND: Adipose-derived stem cells (ASCs) are obtained from a variety of        sources in vivo where they present in large quantities. These cells are suitable        for use in autologous transplantation and the construction of tissue-engineered        adipose tissue. Studies have shown that ASCs differentiation is in a high degree        of heterogeneity, yet the molecular basis including key regulators of        differentiation remains to clarify. METHODS: We performed single-cell RNA        sequencing and bioinformatics analysis on both undifferentiated (ASC-GM group)        and adipogenically differentiated human ASCs (ASC-AD group, ASCs were cultured in        adipogenic inducing medium for 1 week). And then, we verified the results of        serum amyloid A1 (SAA1) with western blotting, immunofluorescence staining, oil        red O staining. After these experiments, we down-regulated the expression of        serum amyloid A1 (SAA1) gene to verify the adipogenic differentiation ability of        ASCs. RESULTS: In single-cell RNA sequence analyzing, we obtained 4415 cells in        the ASC-GM group and 4634 cells in the ASC-AD group. The integrated sample cells        could be divided into 11 subgroups (0-10 cluster). The cells in cluster 0, 2, 5        were came from ASC-GM group and the cells in cluster 1, 3, 7 came from ASC-AD        group. The cells of cluster 4 and 6 came from both ASC-GM and ASC-AD groups.        Fatty acid binding protein 4, fatty acid binding protein 5, complement factor D,        fatty acid desaturase 1, and insulin like growth factor binding protein 5 were        high expressed in category 1 and 7. Regulation of inflammatory response is the        rank 1 biological processes. And cellular responses to external stimuli, negative        regulation of defense response and acute inflammatory response are included in        top 20 biological processes. Based on the MCODE results, we found that SAA1, C-C        Motif Chemokine Ligand 5 (CCL5), and Annexin A1 (ANXA1) significantly highly        expressed during adipogenic differentiation. Western blot and immunofluorescent        staining results showed that SAA1 increased during adipogenesis. And the area of        ORO positive staining in siSAA1 cells was significantly lower than in the        siControl (negative control) cells. CONCLUSIONS: Our results also indicated that        our adipogenic induction was successful, and there was great heterogeneity in the        adipogenic differentiation of ASCs. SAA1 with the regulation of inflammatory        response were involved in adipogenesis of ASCs based on single-cell RNA        sequencing analysis. The data obtained will help to elucidate the intrinsic        mechanism of heterogeneity in the differentiation process of stem cells, thus,        guiding the regulation of self-renewal and differentiation of adult stem cells.",4646d0ad55cafc0e55baee7db4590ffc96db43c7,https://www.semanticscholar.org/paper/4646d0ad55cafc0e55baee7db4590ffc96db43c7,35525990,PMC9080218,,False,Stem cell research & therapy,101527581
10.3390/biom12040566,Deciphering Cardiac Biology and Disease by Single-Cell Transcriptomic Profiling.,2022.0,"By detecting minute molecular changes in hundreds to millions of single cells,        single-cell RNA sequencing allows for the comprehensive characterization of the        diversity and dynamics of cells in the heart. Our understanding of the heart has        been transformed through the recognition of cellular heterogeneity, the        construction of regulatory networks, the building of lineage trajectories, and        the mapping of intercellular crosstalk. In this review, we introduce cardiac        progenitors and their transcriptional regulation during embryonic development,        highlight cellular heterogeneity and cell subtype functions in cardiac health and        disease, and discuss insights gained from the study of pluripotent        stem-cell-derived cardiomyocytes.",1096982b8b55fd6748a49fbce715b0aa901d04e0,https://www.semanticscholar.org/paper/1096982b8b55fd6748a49fbce715b0aa901d04e0,35454155,PMC9032111,,False,Biomolecules,101596414
10.1126/sciimmunol.abg5539,Single-cell transcriptional profiling informs efficient reprogramming of human        somatic cells to cross-presenting dendritic cells.,2022.0,"Type 1 conventional dendritic cells (cDC1s) are rare immune cells critical for        the induction of antigen-specific cytotoxic CD8(+) T cells, although the genetic        program driving human cDC1 specification remains largely unexplored. We        previously identified PU.1, IRF8, and BATF3 transcription factors as sufficient        to induce cDC1 fate in mouse fibroblasts, but reprogramming of human somatic        cells was limited by low efficiency. Here, we investigated single-cell        transcriptional dynamics during human cDC1 reprogramming. Human induced cDC1s        (hiDC1s) generated from embryonic fibroblasts gradually acquired a global cDC1        transcriptional profile and expressed antigen presentation signatures, whereas        other DC subsets were not induced at the single-cell level during the        reprogramming process. We extracted gene modules associated with successful        reprogramming and identified inflammatory signaling and the cDC1-inducing        transcription factor network as key drivers of the process. Combining IFN-γ,        IFN-β, and TNF-α with constitutive expression of cDC1-inducing transcription        factors led to improvement of reprogramming efficiency by 190-fold. hiDC1s        engulfed dead cells, secreted inflammatory cytokines, and performed antigen        cross-presentation, key cDC1 functions. This approach allowed efficient hiDC1        generation from adult fibroblasts and mesenchymal stromal cells. Mechanistically,        PU.1 showed dominant and independent chromatin targeting at early phases of        reprogramming, recruiting IRF8 and BATF3 to shared binding sites. The cooperative        binding at open enhancers and promoters led to silencing of fibroblast genes and        activation of a cDC1 program. These findings provide mechanistic insights into        human cDC1 specification and reprogramming and represent a platform for        generating patient-tailored cDC1s, a long-sought DC subset for vaccination        strategies in cancer immunotherapy.",77be06e3b1e79f0ac09ea7c9e349466b00eadd5c,https://www.semanticscholar.org/paper/77be06e3b1e79f0ac09ea7c9e349466b00eadd5c,35245086,PMC7613284,,False,Science immunology,101688624
10.1016/j.devcel.2022.01.012,Heart regeneration: 20 years of progress and renewed optimism.,2022.0,"Cardiovascular disease is a leading cause of death worldwide, and thus there        remains great interest in regenerative approaches to treat heart failure. In the        past 20 years, the field of heart regeneration has entered a renaissance period        with remarkable progress in the understanding of endogenous heart regeneration,        stem cell differentiation for exogenous cell therapy, and cell-delivery methods.        In this review, we highlight how this new understanding can lead to viable        strategies for human therapy. For the near term, drugs, electrical and mechanical        devices, and heart transplantation will remain mainstays of cardiac therapies,        but eventually regenerative therapies based on fundamental regenerative biology        may offer more permanent solutions for patients with heart failure.",f393b229ab7c0b392fc35996e779799c9a35f165,https://www.semanticscholar.org/paper/f393b229ab7c0b392fc35996e779799c9a35f165,35231426,PMC8896288,,False,Developmental cell,101120028
10.3390/cells10123297,Improving Cardiac Reprogramming for Heart Regeneration in Translational Medicine.,2021.0,"Direct reprogramming of fibroblasts into CM-like cells has emerged as an        attractive strategy to generate induced CMs (iCMs) in heart regeneration.        However, low conversion rate, poor purity, and the lack of precise conversion of        iCMs are still present as significant challenges. In this review, we summarize        the recent development in understanding the molecular mechanisms of cardiac        reprogramming with various strategies to achieve more efficient iCMs.        reprogramming. Specifically, we focus on the identified critical roles of        transcriptional regulation, epigenetic modification, signaling pathways from the        cellular microenvironment, and cell cycling regulation in cardiac reprogramming.        We also discuss the progress in delivery system optimization and cardiac        reprogramming in human cells related to preclinical applications. We anticipate        that this will translate cardiac reprogramming-based heart therapy into clinical        applications. In addition to optimizing the cardiogenesis related transcriptional        regulation and signaling pathways, an important strategy is to modulate the        pathological microenvironment associated with heart injury, including        inflammation, pro-fibrotic signaling pathways, and the mechanical properties of        the damaged myocardium. We are optimistic that cardiac reprogramming will provide        a powerful therapy in heart regenerative medicine.",1dd71ea9a7a3fdfffc9446bbe368f86136778810,https://www.semanticscholar.org/paper/1dd71ea9a7a3fdfffc9446bbe368f86136778810,34943805,PMC8699771,background,False,Cells,101600052
10.1038/s41598-021-02056-x,"Fibroblast transition to an endothelial ""trans"" state improves cell reprogramming        efficiency.",2021.0,"Fibroblast reprogramming offers the potential for myocardial regeneration via in        situ cell transdifferentiation. We explored a novel strategy leveraging        endothelial cell plasticity to enhance reprogramming efficiency. Rat cardiac        endothelial cells and fibroblasts were treated with Gata4, Mef2c, and Tbx5 (GMT)        to assess the cardio-differentiation potential of these cells. The endothelial        cell transdifferentiation factor ETV2 was transiently over-expressed in        fibroblasts followed by GMT treatment to assess ""trans-endothelial""        cardio-differentiation. Endothelial cells treated with GMT generated more cTnT(+)        cells than did cardiac fibroblasts (13% ± 2% vs 4% ± 0.5%, p < 0.01). Cardiac        fibroblasts treated with ETV2 demonstrated increased endothelial cell markers,        and when then treated with GMT yielded greater prevalence of cells expressing        cardiomyocyte markers including cTnT than did fibroblasts treated with GMT or        ETV2 (10.3% ± 0.2% vs 1.7% ± 0.06% and 0.6 ± 0.03, p < 0.01). Rat cardiac        fibroblasts treated with GMT + ETV2 demonstrated calcium transients upon        electrical stimulation and contractility synchronous with surrounding neonatal        cardiomyocytes, whereas cells treated with GMT or ETV2 alone failed to contract        in co-culture experiments. Human cardiac fibroblasts treated with ETV2 and then        GMT likewise demonstrated greater prevalence of cTnT expression than did cells        treated with GMT alone (2.8-fold increase, p < 0.05). Cardiac fibroblast        transitioning through a trans-endothelial state appears to enhance        cardio-differentiation by enhancing fibroblast plasticity.",1c45423f71a1434a4f7e1a8f5858a2c435a0be8f,https://www.semanticscholar.org/paper/1c45423f71a1434a4f7e1a8f5858a2c435a0be8f,34799643,PMC8604927,,False,Scientific reports,101563288
10.1016/j.jacc.2021.09.019,Basic and Translational Research in Cardiac Repair and Regeneration:        JACC State-of-the-Art Review.,2021.0,"This paper aims to provide an important update on the recent preclinical and        clinical trials using cell therapy strategies and engineered heart tissues for        the treatment of postinfarction left ventricular remodeling and heart failure. In        addition to the authors' own works and opinions on the roadblocks of the field,        they discuss novel approaches for cardiac remuscularization via the activation of        proliferative mechanisms in resident cardiomyocytes or direct reprogramming of        somatic cells into cardiomyocytes. This paper's main mindset is to present        current and future strategies in light of their implications for the design of        future patient trials with the ultimate objective of facilitating the translation        of discoveries in regenerative myocardial therapies to the clinic.",2237678ef5913c98de93d6018aba784687671e37,https://www.semanticscholar.org/paper/2237678ef5913c98de93d6018aba784687671e37,34794691,PMC9116459,,False,Journal of the American College of Cardiology,8301365
10.1016/j.xjon.2020.12.023,Clinical potential of angiogenic therapy and cellular reprogramming.,2021.0,"You're driving along the freeway during rush hour. You're running late and find        yourself in bumper-to-bumper traffic. You have 3 options: (1) do nothing, suffer        with anguish inside; (2) find productive ways to pass the time, like listen to a        podcast or talk on the phone; or (3) get off on the next exit and find an        alternative, roundabout path to your destination. Similarly, patients suffering        from coronary artery disease can opt to do nothing; stop progression and treat        their symptoms with medical therapy; or undergo revascularization either        percutaneously or surgically. There are few options, however, for those who        develop chronic coronary artery disease without suitable revascularization        strategies. They have missed their exit and are stuck in this metaphorical        traffic jam, with no radio and no cell phone. These patients may experience        refractory angina or develop ischemic cardiomyopathy and heart failure. Exploring        solutions to this increasingly widespread problem is imperative. Chronic heart        failure is rising, while the number of organs available for transplantation        remains limited. Similarly, bridge therapies such as ventricular assist devices        are resource intensive and are typically only performed at select, high-volume        institutions. In the following article, the authors explore cardiac regenerative        strategies to bridge this therapeutic gap. They delve into a so-called ""biologic        bypass,"" which aims to restore perfusion and functionality of ischemic        myocardium. Specifically, they review published preclinical data and the        potential clinical implementation of cardiac reprogramming of fibrotic tissue        into functioning, contractile myocardium, as well as angiogenic therapies aimed        at inducing angiogenesis. These innovative and forward-thinking approaches will        be necessary to combat the challenges faced by the heart specialists of        tomorrow.w Jordan Dozier, MD, and Nahush A. Mokadam, MD.",df9949e4dc3c80a88cdba8d327f7c9b741cbfdc8,https://www.semanticscholar.org/paper/df9949e4dc3c80a88cdba8d327f7c9b741cbfdc8,34746874,PMC8570572,background,False,JTCVS open,101768541
10.3389/fbioe.2021.748942,Single-Cell Genomics: Catalyst for Cell Fate Engineering.,2021.0,"As we near a complete catalog of mammalian cell types, the capability to engineer        specific cell types on demand would transform biomedical research and        regenerative medicine. However, the current pace of discovering new cell types        far outstrips our ability to engineer them. One attractive strategy for cellular        engineering is direct reprogramming, where induction of specific transcription        factor (TF) cocktails orchestrates cell state transitions. Here, we review the        foundational studies of TF-mediated reprogramming in the context of a general        framework for cell fate engineering, which consists of: discovering new        reprogramming cocktails, assessing engineered cells, and revealing molecular        mechanisms. Traditional bulk reprogramming methods established a strong        foundation for TF-mediated reprogramming, but were limited by their small scale        and difficulty resolving cellular heterogeneity. Recently, single-cell        technologies have overcome these challenges to rapidly accelerate progress in        cell fate engineering. In the next decade, we anticipate that these tools will        enable unprecedented control of cell state.",fc45597cf045209db0e6ebb9446cb858257d39f8,https://www.semanticscholar.org/paper/fc45597cf045209db0e6ebb9446cb858257d39f8,34733831,PMC8558416,,False,Frontiers in bioengineering and biotechnology,101632513
10.1016/j.ymthe.2021.10.015,CRISPR activation of endogenous genes reprograms fibroblasts into cardiovascular        progenitor cells for myocardial infarction therapy.,2021.0,"Fibroblasts can be reprogrammed into cardiovascular progenitor cells (CPCs) using        transgenic approaches, although the underlying mechanism remains unclear. We        determined whether activation of endogenous genes such as Gata4, Nkx2.5, and Tbx5        can rapidly establish autoregulatory loops and initiate CPC generation in adult        extracardiac fibroblasts using a CRISPR activation system. The induced        fibroblasts (>80%) showed phenotypic changes as indicated by an Nkx2.5 cardiac        enhancer reporter. The progenitor characteristics were confirmed by colony        formation and expression of cardiovascular genes. Cardiac sphere induction        segregated the early and late reprogrammed cells that can generate functional        cardiomyocytes and vascular cells in vitro. Therefore, they were termed        CRISPR-induced CPCs (ciCPCs). Transcriptomic analysis showed that cell cycle and        heart development pathways were important to accelerate CPC formation during the        early reprogramming stage. The CRISPR system opened the silenced chromatin locus,        thereby allowing transcriptional factors to access their own promoters and        eventually forming a positive feedback loop. The regenerative potential of ciCPCs        was assessed after implantation in mouse myocardial infarction models. The        engrafted ciCPCs differentiated into cardiovascular cells in vivo but also        significantly improved contractile function and scar formation. In conclusion,        multiplex gene activation was sufficient to drive CPC reprogramming, providing a        new cell source for regenerative therapeutics.",0b51c57c1f14dad274ec3455b52ac864880fc7ec,https://www.semanticscholar.org/paper/0b51c57c1f14dad274ec3455b52ac864880fc7ec,34678511,PMC8753567,background,False,Molecular therapy : the journal of the American Society of Gene Therapy,100890581
10.2147/VHRM.S288090,Single-Cell RNA Sequencing (scRNA-seq) in Cardiac Tissue: Applications and        Limitations.,2021.0,"Cardiovascular diseases (CVDs) are a group of disorders of the blood vessels and        heart, which are considered as the leading causes of death worldwide. The        pathology of CVDs could be related to the functional abnormalities of multiple        cell types in the heart. Single-cell RNA sequencing (scRNA-seq) technology is a        powerful method for characterizing individual cells and elucidating the molecular        mechanisms by providing a high resolution of transcriptomic changes at the        single-cell level. Specifically, scRNA-seq has provided novel insights into CVDs        by identifying rare cardiac cell types, inferring the trajectory tree, estimating        RNA velocity, elucidating the cell-cell communication, and comparing healthy and        pathological heart samples. In this review, we summarize the different scRNA-seq        platforms and published single-cell datasets in the cardiovascular field, and        describe the utilities and limitations of this technology. Lastly, we discuss the        future perspective of the application of scRNA-seq technology into cardiovascular        research.",cbf14749eae3fb8b08930db875d26133e458a5c5,https://www.semanticscholar.org/paper/cbf14749eae3fb8b08930db875d26133e458a5c5,34629873,PMC8495612,,False,Vascular health and risk management,101273479
10.1016/j.yjmcc.2021.09.002,Delineating chromatin accessibility re-patterning at single cell level during        early stage of direct cardiac reprogramming.,2021.0,"Direct conversion of cardiac fibroblast into induced cardiomyocytes (iCMs) by        forced expression of cardiac transcription factors, such as Mef2c, Gata4, and        Tbx5 (MGT), holds great promise for regenerative medicine. The process of cardiac        reprogramming consists of waves of transcriptome remodelling events. However, how        this transcriptome remodelling is driven by the upstream chromatin landscape        alteration is still unclear. In this study, we performed single-cell ATAC-seq        (Assay for Transposase-Accessible Chromatin using sequencing) on early        reprogramming iCMs given the known epigenetic changes as early as day 3. This        approach unveiled networks of transcription factors (TFs) involved in the early        shift of chromatin accessibility during cardiac reprogramming. Combining our        analysis with functional assays, we identified Smad3 to be a bimodal TF in        cardiac reprogramming, a barrier in the initiation of reprogramming and a        facilitator during the intermediate stage of reprogramming. Moreover, integrative        analysis of scATAC-seq with scRNA-seq data led to the identification of active        TFs important for iCM conversion. Finally, we discovered a global rewiring of        cis-regulatory interactions of cardiac genes along the reprogramming trajectory.        Collectively, our scATAC-seq study and the integrative analysis with scRNA-seq        data provided valuable resources to understand the epigenomic heterogeneity and        its alteration in relation to transcription changes during early stage of cardiac        reprogramming.",f63ab3471184140e6349c8a5cb36eee3ae787a0f,https://www.semanticscholar.org/paper/f63ab3471184140e6349c8a5cb36eee3ae787a0f,34509499,PMC8766888,,False,Journal of molecular and cellular cardiology,262322
10.3390/ijms22179517,Advanced Technologies to Target Cardiac Cell Fate Plasticity for Heart        Regeneration.,2021.0,"The adult human heart can only adapt to heart diseases by starting a myocardial        remodeling process to compensate for the loss of functional cardiomyocytes, which        ultimately develop into heart failure. In recent decades, the evolution of new        strategies to regenerate the injured myocardium based on cellular reprogramming        represents a revolutionary new paradigm for cardiac repair by targeting some key        signaling molecules governing cardiac cell fate plasticity. While the indirect        reprogramming routes require an in vitro engineered 3D tissue to be transplanted        in vivo, the direct cardiac reprogramming would allow the administration of        reprogramming factors directly in situ, thus holding great potential as in vivo        treatment for clinical applications. In this framework, cellular reprogramming in        partnership with nanotechnologies and bioengineering will offer new perspectives        in the field of cardiovascular research for disease modeling, drug screening, and        tissue engineering applications. In this review, we will summarize the recent        progress in developing innovative therapeutic strategies based on manipulating        cardiac cell fate plasticity in combination with bioengineering and        nanotechnology-based approaches for targeting the failing heart.",aa367786c0f9f406d56215b07671ac0fd58b6357,https://www.semanticscholar.org/paper/aa367786c0f9f406d56215b07671ac0fd58b6357,34502423,PMC8431232,,False,International journal of molecular sciences,101092791
10.1016/j.semcdb.2021.07.010,Direct cardiac reprogramming comes of age: Recent advance and remaining        challenges.,2021.0,"The adult human heart has limited regenerative capacity. As such, the massive        cardiomyocyte loss due to myocardial infarction leads to scar formation and        adverse cardiac remodeling, which ultimately results in chronic heart failure.        Direct cardiac reprogramming that converts cardiac fibroblast into functional        cardiomyocyte-like cells (also called iCMs) holds great promise for heart        regeneration. Cardiac reprogramming has been achieved both in vitro and in vivo        by using a variety of cocktails that comprise transcription factors, microRNAs,        or small molecules. During the past several years, great progress has been made        in improving reprogramming efficiency and understanding the underlying molecular        mechanisms. Here, we summarize the direct cardiac reprogramming methods, review        the current advances in understanding the molecular mechanisms of cardiac        reprogramming, and highlight the novel insights gained from single-cell omics        studies. Finally, we discuss the remaining challenges and future directions for        the field.",12b0b3a908fd4801fe52b285953fc7c8bb1b19b9,https://www.semanticscholar.org/paper/12b0b3a908fd4801fe52b285953fc7c8bb1b19b9,34304993,PMC8782931,,False,Seminars in cell & developmental biology,9607332
10.1016/j.semcdb.2021.05.019,Direct reprogramming as a route to cardiac repair.,2021.0,"Ischemic heart disease is the leading cause of morbidity, mortality, and        healthcare expenditure worldwide due to an inability of the heart to regenerate        following injury. Thus, novel heart failure therapies aimed at promoting        cardiomyocyte regeneration are desperately needed. In recent years, direct        reprogramming of resident cardiac fibroblasts to induced cardiac-like myocytes        (iCMs) has emerged as a promising therapeutic strategy to repurpose the fibrotic        response of the injured heart toward a functional myocardium. Direct cardiac        reprogramming was initially achieved through the overexpression of the        transcription factors (TFs) Gata4, Mef2c, and Tbx5 (GMT). However, this        combination of TFs and other subsequent cocktails demonstrated limited success in        reprogramming adult human and mouse fibroblasts, constraining the clinical        translation of this therapy. Over the past decade, significant effort has been        dedicated to optimizing reprogramming cocktails comprised of cardiac TFs,        epigenetic factors, microRNAs, or small molecules to yield efficient cardiac cell        fate conversion. Yet, efficient reprogramming of adult human fibroblasts remains        a significant challenge. Underlying mechanisms identified to accelerate this        process have been centered on epigenetic remodeling at cardiac gene regulatory        regions. Further studies to achieve a refined understanding and directed means of        overcoming epigenetic barriers are merited to more rapidly translate these        promising therapies to the clinic.",f4a5aa4c575399f04fdbbb11d68665c01f345970,https://www.semanticscholar.org/paper/f4a5aa4c575399f04fdbbb11d68665c01f345970,34246567,PMC8738780,,False,Seminars in cell & developmental biology,9607332
10.1016/j.semcdb.2021.06.020,Translational perspectives on cardiac reprogramming.,2021.0,"Loss of cardiac muscle after cardiac injury is replaced by cardiac fibrosis, due        to very limited regenerative capacity of the heart. Although initially        beneficial, persistent cardiac fibrosis leads to pump failure and conduction        abnormalities, common modes of death following cardiac injury. Thus, directly        reprogramming cardiac fibroblasts into induced cardiomyocyte-like cells (iCMs) by        forced expression of cardiogenic factors (referred to as cardiac reprogramming)        is particularly attractive in that it targets cardiac fibroblasts, a major source        of cardiac fibrosis, to induce new cardiac muscle. Over the last decade,        remarkable progresses have been made on cardiac reprogramming, particularly        focusing on how to enhance conversion of fibroblasts to iCMs in vitro. However,        it still remains elusive whether this new regenerative approach can be translated        into clinical practice. This review discusses progresses and challenges of        cardiac reprogramming in the translational context.",424206c3dd35fe15c93d118e0ad04c054a61b9c3,https://www.semanticscholar.org/paper/424206c3dd35fe15c93d118e0ad04c054a61b9c3,34210578,PMC8712611,,False,Seminars in cell & developmental biology,9607332
10.3390/cells10071572,Inhibition of CREB-CBP Signaling Improves Fibroblast Plasticity for Direct        Cardiac Reprogramming.,2021.0,"Direct cardiac reprogramming of fibroblasts into induced cardiomyocytes (iCMs) is        a promising approach but remains a challenge in heart regeneration. Efforts have        focused on improving the efficiency by understanding fundamental mechanisms. One        major challenge is that the plasticity of cultured fibroblast varies batch to        batch with unknown mechanisms. Here, we noticed a portion of in vitro cultured        fibroblasts have been activated to differentiate into myofibroblasts, marked by        the expression of αSMA, even in primary cell cultures. Both forskolin, which        increases cAMP levels, and TGFβ inhibitor SB431542 can efficiently suppress        myofibroblast differentiation of cultured fibroblasts. However, SB431542 improved        but forskolin blocked iCM reprogramming of fibroblasts that were infected with        retroviruses of Gata4, Mef2c, and Tbx5 (GMT). Moreover, inhibitors of cAMP        downstream signaling pathways, PKA or CREB-CBP, significantly improved the        efficiency of reprogramming. Consistently, inhibition of p38/MAPK, another        upstream regulator of CREB-CBP, also improved reprogramming efficiency. We then        investigated if inhibition of these signaling pathways in primary cultured        fibroblasts could improve their plasticity for reprogramming and found that        preconditioning of cultured fibroblasts with CREB-CBP inhibitor significantly        improved the cellular plasticity of fibroblasts to be reprogrammed, yielding        ~2-fold more iCMs than untreated control cells. In conclusion, suppression of        CREB-CBP signaling improves fibroblast plasticity for direct cardiac        reprogramming.",261621635bd7ca324559c88017f2b08b747c8f38,https://www.semanticscholar.org/paper/261621635bd7ca324559c88017f2b08b747c8f38,34206684,PMC8307124,,False,Cells,101600052
10.3390/jcdd8070072,Direct Reprogramming of Cardiac Fibroblasts to Repair the Injured Heart.,2021.0,"Coronary heart disease is a leading cause of mortality and morbidity. Those that        survive acute myocardial infarction are at significant risk of subsequent heart        failure due to fibrotic remodelling of the infarcted myocardium. By applying        knowledge from the study of embryonic cardiovascular development, modern medicine        offers hope for treatment of this condition through regeneration of the        myocardium by direct reprogramming of fibrotic scar tissue. Here, we will review        mechanisms of cell fate specification leading to the generation of cardiovascular        cell types in the embryo and use this as a framework in which to understand        direct reprogramming. Driving expression of a network of transcription factors,        micro RNA or small molecule epigenetic modifiers can reverse epigenetic        silencing, reverting differentiated cells to a state of induced pluripotency. The        pluripotent state can be bypassed by direct reprogramming in which one        differentiated cell type can be transdifferentiated into another.        Transdifferentiating cardiac fibroblasts to cardiomyocytes requires a network of        transcription factors similar to that observed in embryonic multipotent cardiac        progenitors. There is some flexibility in the composition of this network. These        studies raise the possibility that the failing heart could one day be regenerated        by directly reprogramming cardiac fibroblasts within post-infarct scar tissue.",d11ef6aa7b6eee5fa0d925356d65c678abde0812,https://www.semanticscholar.org/paper/d11ef6aa7b6eee5fa0d925356d65c678abde0812,34206355,PMC8306371,,False,Journal of cardiovascular development and disease,101651414
10.1186/s41232-021-00168-5,Cardiac regeneration by direct reprogramming in this decade and beyond.,2021.0,"Japan faces an increasing incidence of heart disease, owing to a shift towards a        westernized lifestyle and an aging demographic. In cases where conventional        interventions are not appropriate, regenerative medicine offers a promising        therapeutic option. However, the use of stem cells has limitations, and        therefore, ""direct cardiac reprogramming"" is emerging as an alternative        treatment. Myocardial regeneration transdifferentiates cardiac fibroblasts into        cardiomyocytes in situ.Three cardiogenic transcription factors: Gata4, Mef2c, and        Tbx5 (GMT) can induce direct reprogramming of fibroblasts into induced        cardiomyocytes (iCMs), in mice. However, in humans, additional factors, such as        Mesp1 and Myocd, are required. Inflammation and immune responses hinder the        reprogramming process in mice, and epigenetic modifiers such as TET1 are involved        in direct cardiac reprogramming in humans. The three main approaches to improving        reprogramming efficiency are (1) improving direct cardiac reprogramming factors,        (2) improving cell culture conditions, and (3) regulating epigenetic factors.        miR-133 is a potential candidate for the first approach. For the second approach,        inhibitors of TGF-β and Wnt signals, Akt1 overexpression, Notch signaling pathway        inhibitors, such as DAPT ((S)-tert-butyl 2-((S)-2-(2-(3,5-difluorophenyl)        acetamido) propanamido)-2-phenylacetate), fibroblast growth factor (FGF)-2,        FGF-10, and vascular endothelial growth factor (VEGF: FFV) can influence        reprogramming. Reducing the expression of Bmi1, which regulates the        mono-ubiquitination of histone H2A, alters histone modification, and subsequently        the reprogramming efficiency, in the third approach. In addition, diclofenac, a        non-steroidal anti-inflammatory drug, and high level of Mef2c overexpression        could improve direct cardiac reprogramming.Direct cardiac reprogramming needs        improvement if it is to be used in humans, and the molecular mechanisms involved        remain largely elusive. Further advances in cardiac reprogramming research are        needed to bring us closer to cardiac regenerative therapy.",329324ebd57f8c6e0d0f23aeb9a00b9992850423,https://www.semanticscholar.org/paper/329324ebd57f8c6e0d0f23aeb9a00b9992850423,34193320,PMC8247073,"methodology,background",False,Inflammation and regeneration,101479577
