Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Decipher the Glioblastoma Microenvironment: The First Milestone for New Groundbreaking Therapeutic Strategies,"Glioblastoma (GBM) is the most common primary malignant brain tumour in adults. Despite the combination of novel therapeutical approaches, it remains a deadly malignancy with an abysmal prognosis. GBM is a polymorphic tumour from both molecular and histological points of view. It consists of different malignant cells and various stromal cells, contributing to tumour initiation, progression, and treatment response. GBM's microenvironment is multifaceted and is made up of soluble factors, extracellular matrix components, tissue-resident cell types (e.g., neurons, astrocytes, endothelial cells, pericytes, and fibroblasts) together with resident (e.g., microglia) or recruited (e.g., bone marrow-derived macrophages) immune cells. These latter constitute the so-called immune microenvironment, accounting for a substantial GBM's tumour volume. Despite the abundance of immune cells, an intense state of tumour immunosuppression is promoted and developed; this represents the significant challenge for cancer cells' immune-mediated destruction. Though literature data suggest that distinct GBM's subtypes harbour differences in their microenvironment, its role in treatment response remains obscure. However, an in-depth investigation of GBM's microenvironment may lead to novel therapeutic opportunities to improve patients' outcomes. This review will elucidate the GBM's microenvironment composition, highlighting the current state of the art in immunotherapy approaches. We will focus on novel strategies of active and passive immunotherapies, including vaccination, gene therapy, checkpoint blockade, and adoptive T-cell therapies.",33804731,PMC8003887,10.3390/genes12030445,39,Genes,101551097,4.141,0.7902066707611084,0.8963210702341137,0.25752508361204013,0.7048932332258958
Glioblastoma multiforme: novel therapeutic targets,"Introduction:The increasingly detailed genetic characterization of glioblastoma (GBM) has failed to translate into meaningful breakthroughs in treatment. This is likely to be attributed to molecular heterogeneity of GBM. However, the understanding of the tumor microenvironment in GBM has become more refined and has revealed a wealth of therapeutic targets that may enable the disruption of angiogenesis or immunosuppression.Areas covered:This review discusses the selective targeting of tumor-intrinsic pathways, therapies that target the GBM tumor microenvironment and relevant preclinical studies and their limitations. Relevant literature was derived from a PubMed search encompassing studies from 1989 to 2020.Expert opinion:Despite appropriate target engagement, attempts to directly inhibit oncogenic pathways in GBM have yielded little success. This is likely attributed to the molecular heterogeneity of GBM and the presence of redundant signaling that allow for accumulation of adaptive mutations and development of drug resistance. Subsequently, there has been a shift toward therapies modulating the pro-angiogenic, immunosuppressive tumor microenvironment in GBM. The non-transformed cells in the microenvironment which includes endothelial cells, myeloid cells, and T cells, are presumably genetically stable, less susceptible to heterogeneity, and easier to target. This approach offers the highest potential for a therapeutic breakthrough in GBM.",32394767,,10.1080/14728222.2020.1762568,28,Expert opinion on therapeutic targets,101127833,6.797,0.7892336845397949,0.8294314381270903,0.5083612040133779,0.7410987391519706
Integrative analysis of single-cell transcriptomics reveals age-associated immune landscape of glioblastoma,"Glioblastoma (GBM) is the most malignant tumor in center nervous system. Clinical statistics revealed that senior GBM patients had a worse overall survival (OS) comparing with that of patients in other ages, which is mainly related with tumor microenvironment including tumor-associated immune cells in particular. However, the immune heterogeneity and age-related prognosis in GBM are under studied. Here we developed a machine learning-based method to integrate public large-scale single-cell RNA sequencing (scRNA-seq) datasets to establish a comprehensive atlas of immune cells infiltrating in cross-age GBM. We found that the compositions of the immune cells are remarkably different across ages. Brain-resident microglia constitute the majority of glioblastoma-associated macrophages (GAMs) in patients, whereas dramatic elevation of extracranial monocyte-derived macrophages (MDMs) is observed in GAMs of senior patients, which contributes to the worse prognosis of aged patients. Further analysis suggests that the increased MDMs arisen from excessive recruitment and proliferation of peripheral monocytes not only lead to the T cell function inhibition in GBM, but also stimulate tumor cells proliferationviaVEGFA secretion. In summary, our work provides new cues for the correlational relationship between the immune microenvironment of GBM and aging, which might be insightful for precise and effective therapeutic interventions for senior GBM patients.",36761752,PMC9903136,10.3389/fimmu.2023.1028775,1,Frontiers in immunology,101560960,8.786,0.7884203195571899,0.26755852842809363,0.6588628762541806,0.6583364726707688
Molecular Heterogeneity and Immunosuppressive Microenvironment in Glioblastoma,"Glioblastoma (GBM) is the most aggressive primary brain tumor in adults, with a poor prognosis, despite surgical resection combined with radio- and chemotherapy. The major clinical obstacles contributing to poor GBM prognosis are late diagnosis, diffuse infiltration, pseudo-palisading necrosis, microvascular proliferation, and resistance to conventional therapy. These challenges are further compounded by extensive inter- and intra-tumor heterogeneity and the dynamic plasticity of GBM cells. The complex heterogeneous nature of GBM cells is facilitated by the local inflammatory tumor microenvironment, which mostly induces tumor aggressiveness and drug resistance. An immunosuppressive tumor microenvironment of GBM provides multiple pathways for tumor immune evasion. Infiltrating immune cells, mostly tumor-associated macrophages, comprise much of the non-neoplastic population in GBM. Further understanding of the immune microenvironment of GBM is essential to make advances in the development of immunotherapeutics. Recently, whole-genome sequencing, epigenomics and transcriptional profiling have significantly helped improve the prognostic and therapeutic outcomes of GBM patients. Here, we discuss recent genomic advances, the role of innate and adaptive immune mechanisms, and the presence of an established immunosuppressive GBM microenvironment that suppresses and/or prevents the anti-tumor host response.",32765498,PMC7379131,10.3389/fimmu.2020.01402,130,Frontiers in immunology,101560960,8.786,0.7841538190841675,0.9765886287625418,0.6622073578595318,0.7982514887749153
"A single cell RNAseq benchmark experiment embedding ""controlled"" cancer heterogeneity","Single-cell RNA sequencing (scRNA-seq) has emerged as a vital tool in tumour research, enabling the exploration of molecular complexities at the individual cell level. It offers new technical possibilities for advancing tumour research with the potential to yield significant breakthroughs. However, deciphering meaningful insights from scRNA-seq data poses challenges, particularly in cell annotation and tumour subpopulation identification. Efficient algorithms are therefore needed to unravel the intricate biological processes of cancer. To address these challenges, benchmarking datasets are essential to validate bioinformatics methodologies for analysing single-cell omics in oncology. Here, we present a 10XGenomics scRNA-seq experiment, providing a controlled heterogeneous environment using lung cancer cell lines characterised by the expression of seven different driver genes (EGFR, ALK, MET, ERBB2, KRAS, BRAF, ROS1), leading to partially overlapping functional pathways. Our dataset provides a comprehensive framework for the development and validation of methodologies for analysing cancer heterogeneity by means of scRNA-seq.",38307867,PMC10837414,10.1038/s41597-024-03002-y,0,Scientific data,101640192,8.501,0.7828285694122314,0.023411371237458192,0.6287625418060201,0.6001319242560346
Time-resolved single-cell transcriptomics defines immune trajectories in glioblastoma,"Deciphering the cell-state transitions underlying immune adaptation across time is fundamental for advancing biology. Empirical in vivo genomic technologies that capture cellular dynamics are currently lacking. We present Zman-seq, a single-cell technology recording transcriptomic dynamics across time by introducing time stamps into circulating immune cells, tracking them in tissues for days. Applying Zman-seq resolved cell-state and molecular trajectories of the dysfunctional immune microenvironment in glioblastoma. Within 24 hours of tumor infiltration, cytotoxic natural killer cells transitioned to a dysfunctional program regulated by TGFB1 signaling. Infiltrating monocytes differentiated into immunosuppressive macrophages, characterized by the upregulation of suppressive myeloid checkpoints Trem2, Il18bp, and Arg1, over 36 to 48 hours. Treatment with an antagonistic anti-TREM2 antibody reshaped the tumor microenvironment by redirecting the monocyte trajectory toward pro-inflammatory macrophages. Zman-seq is a broadly applicable technology, enabling empirical measurements of differentiation trajectories, which can enhance the development of more efficacious immunotherapies.",38134933,,10.1016/j.cell.2023.11.032,3,Cell,0413066,0.0,0.7796576023101807,0.4414715719063545,0.0,0.5560888757673793
Drivers of heterogeneity in the glioblastoma immune microenvironment,"Glioblastoma is the most common and aggressive primary brain tumor, characterized by a highly complex and heterogeneous tumor immune microenvironment (TIME). In this review, we discuss the impact of tumor-intrinsic and tumor-extrinsic drivers that contribute to heterogeneity in the adult glioblastoma TIME, focusing on four main factors: genetic drivers, sex, age, and standard of care therapy. We describe recent insights into how each of these factors affects key aspects ranging from TIME composition to therapy response, with an emphasis on the cross-talk between tumor and immune cells. Deciphering these local interactions is fundamental to understanding therapy resistance and identifying novel immunomodulatory strategies.",37984008,,10.1016/j.ceb.2023.102279,1,Current opinion in cell biology,8913428,8.386,0.7779753804206848,0.2709030100334448,0.6120401337792643,0.6433738570149528
Meta-Analysis of Human Cancer Single-Cell RNA-Seq Datasets Using the IMMUcan Database,"The development of single-cell RNA sequencing (scRNA-seq) technologies has greatly contributed to deciphering the tumor microenvironment (TME). An enormous amount of independent scRNA-seq studies have been published representing a valuable resource that provides opportunities for meta-analysis studies. However, the massive amount of biological information, the marked heterogeneity and variability between studies, and the technical challenges in processing heterogeneous datasets create major bottlenecks for the full exploitation of scRNA-seq data. We have developed IMMUcan scDB (https://immucanscdb.vital-it.ch), a fully integrated scRNA-seq database exclusively dedicated to human cancer and accessible to nonspecialists. IMMUcan scDB encompasses 144 datasets on 56 different cancer types, annotated in 50 fields containing precise clinical, technological, and biological information. A data processing pipeline was developed and organized in four steps: (i) data collection; (ii) data processing (quality control and sample integration); (iii) supervised cell annotation with a cell ontology classifier of the TME; and (iv) interface to analyze TME in a cancer type-specific or global manner. This framework was used to explore datasets across tumor locations in a gene-centric (CXCL13) and cell-centric (B cells) manner as well as to conduct meta-analysis studies such as ranking immune cell types and genes correlated to malignant transformation. This integrated, freely accessible, and user-friendly resource represents an unprecedented level of detailed annotation, offering vast possibilities for downstream exploitation of human cancer scRNA-seq data for discovery and validation studies.Significance:The IMMUcan scDB database is an accessible supportive tool to analyze and decipher tumor-associated single-cell RNA sequencing data, allowing researchers to maximally use this data to provide new insights into cancer biology.",36459564,PMC9896021,10.1158/0008-5472.CAN-22-0074,7,Cancer research,2984705R,0.0,0.7723590135574341,0.5953177257525084,0.0033444816053511705,0.5831478496060324
Multiple Faces of the Glioblastoma Microenvironment,"The tumor microenvironment is a highly dynamic accumulation of resident and infiltrating tumor cells, responsible for growth and invasion. The authors focused on the leading-edge concepts regarding the glioblastoma microenvironment. Due to the fact that the modern trend in the research and treatment of glioblastoma is represented by multiple approaches that target not only the primary tumor but also the neighboring tissue, the study of the microenvironment in the peritumoral tissue is an appealing direction for current and future therapies.",35054779,PMC8775531,10.3390/ijms23020595,4,International journal of molecular sciences,101092791,6.208,0.7689067125320435,0.49498327759197325,0.4180602006688963,0.6439527231714
The Interplay between Glioblastoma and Its Microenvironment,"GBM is the most common primary brain tumor in adults, and the aggressive nature of this tumor contributes to its extremely poor prognosis. Over the years, the heterogeneous and adaptive nature of GBM has been highlighted as a major contributor to the poor efficacy of many treatments including various immunotherapies. The major challenge lies in understanding and manipulating the complex interplay among the different components within the tumor microenvironment (TME). This interplay varies not only by the type of cells interacting but also by their spatial distribution with the TME. This review highlights the various immune and non-immune components of the tumor microenvironment and their consequences f the efficacy of immunotherapies. Understanding the independent and interdependent aspects of the various sub-populations encapsulated by the immune and non-immune components will allow for more targeted therapies. Meanwhile, understanding how the TME creates and responds to different environmental pressures such as hypoxia may allow for other multimodal approaches in the treatment of GBM. Ultimately, a better understanding of the GBM TME will aid in the development and advancement of more effective treatments and in improving patient outcomes.",34571905,PMC8469987,10.3390/cells10092257,45,Cells,101600052,7.666,0.7661187648773193,0.9063545150501672,0.5785953177257525,0.7566612254815756
Contribution of the Microenvironmental Niche to Glioblastoma Heterogeneity,"Glioblastoma is the most aggressive cancer of the brain. The dismal prognosis is largely attributed to the heterogeneous nature of the tumor, which in addition to intrinsic molecular and genetic changes is also influenced by the microenvironmental niche in which the glioma cells reside. The cancer stem cells (CSCs) hypothesis suggests that all cancers arise from CSCs that possess the ability to self-renew and initiate tumor formation. CSCs reside in specialized niches where interaction with the microenvironment regulates their stem cell behavior. The reciprocal interaction between glioma stem cells (GSCs) and cells from the microenvironment, such as endothelial cells, immune cells, and other parenchymal cells, may also promote angiogenesis, invasion, proliferation, and stemness of the GSCs and be likely to have an underappreciated role in their responsiveness to therapy. This crosstalk may also promote molecular transition of GSCs. Hence the inherent plasticity of GSCs can be seen as an adaptive response, changing according to the signaling cue from the niche. Given the association of GSCs with tumor recurrence and treatment sensitivity, understanding this bidirectional crosstalk between GSCs and its niche may provide a framework to identify more effective therapeutic targets and improve treatment outcome.",28630875,PMC5467280,10.1155/2017/9634172,33,BioMed research international,101600173,3.246,0.7638362646102905,0.8662207357859532,0.16722408026755853,0.6649907219768767
Comprehensive Analysis of the Tumor Immune Microenvironment Landscape in Glioblastoma Reveals Tumor Heterogeneity and Implications for Prognosis and Immunotherapy,"Background:Glioblastoma (GBM) is a fatal brain tumor with no effective treatment. The specific GBM tumor immune microenvironment (TIME) may contribute to resistance to immunotherapy, a tumor therapy with great potential. Thus, an in-depth understanding of the characteristics of tumor-infiltrating immune cells is essential for exploring biomarkers in GBM pathogenesis and immunotherapy.Methods:We estimated the relative abundances of 25 immune cell types in 796 GBM samples using single sample gene set enrichment analysis (ssGSEA). Unsupervised clustering was used to identify different GBM-associated TIME immune cell infiltration (GTMEI) patterns. The GTMEIscore system was constructed with principal component analysis (PCA) to determine the immune infiltration pattern of individual tumors.Results:We revealed three distinct GTMEI patterns with different clinical outcomes and modulated biological pathways. We developed a scoring system (GTMEIscore) to determine the immune infiltration pattern of individual tumors. We comprehensively analyzed the genomic characteristics, molecular subtypes and clinicopathological features as well as proteomic, phosphoproteomic, acetylomic, lipidomic and metabolomic properties associated with the GTMEIscore and revealed many novel dysregulated pathways and precise targets in GBM. Moreover, the GTMEIscore accurately quantified the immune status of many other cancer types. Clinically, the GTMEIscore was found to have significant potential therapeutic value for chemotherapy/radiotherapy, immune checkpoint inhibitor (ICI) therapy and targeted therapy.Conclusions:For the first time, we employed a multilevel and multiplatform strategy to construct a multidimensional molecular map of tumors with different immune infiltration patterns. These results may provide theoretical basises for identifying more effective predictive biomarkers and developing more effective drug combination strategies or novel immunotherapeutic agents for GBM.",35309323,PMC8924366,10.3389/fimmu.2022.820673,8,Frontiers in immunology,101560960,8.786,0.7606506943702698,0.6120401337792643,0.6655518394648829,0.7119088112709914
[Single-cell transcriptome analysis of multigrade glioma heterogeneity and immune microenvironment revealed potential prognostic biomarkers],"Glioma, the most common intrinsic tumor of the central nervous system, is characterized by its high incidence and poor prognosis. The aim of this study was to identify differentially expressed genes (DEGs) between glioblastoma multiforme (GBM) and low-grade glioma (LGG) to explore prognostic factors of different grades of gliomas. Single-cell transcriptome sequencing data of gliomas were collected from the NCBI Gene Expression Omnibus (GEO), which included a total of 29 097 cell samples from three datasets. For the analysis of human gliomas of different grades, 21 071 cells were obtained by filtering, and 70 genes were screened from differentially expressed genes by gene ontology (GO) analysis, Kyoto encyclopedia of genes and genomes (KEGG) pathway analysis, from which the geneDLL3was focused by reviewing the literature. The TCGA-based gene expression profiling interactive analysis (GEPIA) database was used to explore the survival curves of genes in LGG and GBM, and the gene expression profiling interactive analysis and tumor immune estimation resource (TIMER) database was used to study the expression of key genes in gliomas of different grades, predicting biomarkers that were closely related to immunotherapy. The cBioPortal database was used to explore the relationship betweenDLL3expression and 25 immune checkpoints. Gene set enrichment analysis (GSEA) further identified pathways associated with central genes. Finally, the efficacy of biomarkers in prognosis and prediction was validated in the Chinese glioma genome atlas (CGGA). These results demonstrated that prognostic genes are associated with tumor proliferation and progression. Analysis of biological information and survival suggested that these genes might serve as a promising prognostic biomarker and as new targets for selecting therapeutic strategies.",36305410,,10.13345/j.cjb.220481,0,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,9426463,0.0,0.7585106492042542,0.026755852842809364,0.006688963210702341,0.46179535273325484
Integrated single-cell transcriptomic analyses reveal that GPNMB-high macrophages promote PN-MES transition and impede T cell activation in GBM,"Background:Glioblastoma (GBM) is the most aggressive type of primary brain tumor and is often resistant to current therapies. Tumor microenvironment-centered therapies may unleash new hope for GBM treatment. Therefore, an in-depth understanding of tumor-stroma communication is urgently needed to identify promising therapeutic targets.Methods:We systematically analyzed GBM single-cell RNA sequencing (scRNA-seq), bulk RNA-seq and spatial scRNA-seq data from various human and mice studies to characterize the network within the microenvironment. Moreover, we applied ex vivo co-culture system, flow cytometry analysis and immunofluorescent staining to validate our findings.Findings:Our integrative analyses revealed that highly heterogeneous GBM tumor cells can be classified into MES-like, AC-like, OPC-like and NPC-like subtypes based on molecular studying. Additionally, trajectory and regulatory network inference implied a PN to MES cell state transition regulated by specific transcriptional factor (TF) regulons. Importantly, we discovered that glycoprotein nonmetastatic B (GPNMB) derived from macrophages played a crucial role in this transition through immune cell-tumor interplay. Besides, through deep signal transduction analyses and cell co-culture studies, we further disclosed that these GPNMB-high macrophage subpopulations, originating from monocytes, could also ineffectively retain T cells from activating by dendritic cells (DCs).Interpretation:Our study suggests that targeting this particular GPNMB-high macrophage subset may provide a new strategy to control GBM plasticity and facilitate T cell-based immunotherapy.Funding:A full list of funding bodies that contributed to this study can be found in the Acknowledgements section.",36054938,PMC9437813,10.1016/j.ebiom.2022.104239,8,EBioMedicine,101647039,11.205,0.755636990070343,0.6153846153846154,0.8060200668896321,0.7376631304970553
Single-Cell RNA Sequencing with Spatial Transcriptomics of Cancer Tissues,"Single-cell RNA sequencing (RNA-seq) techniques can perform analysis of transcriptome at the single-cell level and possess an unprecedented potential for exploring signatures involved in tumor development and progression. These techniques can perform sequence analysis of transcripts with a better resolution that could increase understanding of the cellular diversity found in the tumor microenvironment and how the cells interact with each other in complex heterogeneous cancerous tissues. Identifying the changes occurring in the genome and transcriptome in the spatial context is considered to increase knowledge of molecular factors fueling cancers. It may help develop better monitoring strategies and innovative approaches for cancer treatment. Recently, there has been a growing trend in the integration of RNA-seq techniques with contemporary omics technologies to study the tumor microenvironment. There has been a realization that this area of research has a huge scope of application in translational research. This review article presents an overview of various types of single-cell RNA-seq techniques used currently for analysis of cancer tissues, their pros and cons in bulk profiling of transcriptome, and recent advances in the techniques in exploring heterogeneity of various types of cancer tissues. Furthermore, we have highlighted the integration of single-cell RNA-seq techniques with other omics technologies for analysis of transcriptome in their spatial context, which is considered to revolutionize the understanding of tumor microenvironment.",35328458,PMC8955933,10.3390/ijms23063042,21,International journal of molecular sciences,101092791,6.208,0.7550956010818481,0.7993311036789298,0.4214046822742475,0.6972045178397444
Single-cell RNA sequencing identifies critical transcription factors of tumor cell invasion induced by hypoxia microenvironment in glioblastoma,"Rationale:Glioblastoma (GBM) is an aggressive malignant primary brain cancer with poor survival. Hypoxia is a hallmark of GBM, which promotes tumor cells spreading (invasion) into the healthy brain tissue.Methods:To better elucidate the influence of hypoxia on GBM invasion, we proposed a data-driven modeling framework for predicting cellular hypoxia (CHPF) by integrating single cell transcriptome profiling and hypoxia gene signatures.Results:We characterized the hypoxia status landscape of GBM cells and observed that hypoxic cells were only present in the tumor core. Then, by investigating the cell-cell communication between immune cells and tumor cells, we discovered significant interaction between macrophages and tumor cells in hypoxic microenvironment. Notably, we dissected the functional heterogeneity of tumor cells and identified a hypoxic subpopulation that had highly invasive potential. By constructing cell status specific gene regulatory networks, we further identified 14 critical regulators of tumor invasion induced by hypoxic microenvironment. Finally, we confirmed that knocking down two critical regulatorsCEBPDandFOSL1could reduce the invasive ability of GBM under hypoxic conditions. Additionally, we revealed the therapeutic effect of Axitinib and Entinostat through the mice model.Conclusion:Our work revealed the critical regulators in hypoxic subpopulation with high invasive potential in GBM, which may have practical implications for clinical targeted-hypoxia cancer drug therapy.",37441593,PMC10334835,10.7150/thno.81407,3,Theranostics,101552395,11.6,0.7523766160011292,0.44481605351170567,0.8160535117056856,0.7035998826441557
Single-cell RNA sequencing unveils tumor heterogeneity and immune microenvironment between subungual and plantar melanoma,"Acral melanoma (AM) is a subtype of melanoma with high prevalence in East Asians. AM is characterized by greater aggressiveness and lower survival rates. However, there are still fewer studies on immune mechanisms of AM especially subungual melanoma (SM) versus non-subungual melanoma (NSM). In order to explore tumor heterogeneity and immune microenvironment in different subtypes of AM, we applied single-cell RNA sequencing to 24,789 single cells isolated from the SM and plantar melanoma (PM) patients. Aspects of tumor heterogeneity, melanocytes from PM and SM had significant differences in gene expression, CNV and pathways in which tumor-associated such as NF-kb and Wnt were involved. Regarding the immune microenvironment, PM contained more fibroblasts and T/NK cells. The EPHA3-EFNA1 axis was expressed only in cancer-associated fibroblast (CAF) and melanocytes of PM, and the TIGIT-NECTIN2 axis was expressed in both AM subtypes of T/NK cells and melanocytes. Altogether, our study helps to elucidate the tumor heterogeneity in AM subpopulations and provides potential therapeutic targets for clinical research.",38528036,PMC10963724,10.1038/s41598-024-57640-8,0,Scientific reports,101563288,4.996,0.7487199306488037,0.030100334448160536,0.3511705685618729,0.5254861389912889
Focusing on scRNA-seq-Derived T Cell-Associated Genes to Identify Prognostic Signature and Immune Microenvironment Status in Low-Grade Glioma,"Background:The clinical outcomes of low-grade glioma (LGG) are associated with T cell infiltration, but the specific contribution of heterogeneous T cell types remains unclear.Method:To study the different functions of T cells in LGG, we mapped the single-cell RNA sequencing results of 10 LGG samples to obtain T cell marker genes. In addition, bulk RNA data of 975 LGG samples were collected for model construction. Algorithms such as TIMER, CIBERSORT, QUANTISEQ, MCPCOUTER, XCELL, and EPIC were used to depict the tumor microenvironment landscape. Subsequently, three immunotherapy cohorts, PRJEB23709, GSE78820, and IMvigor210, were used to explore the efficacy of immunotherapy.Results:The Human Primary Cell Atlas was used as a reference dataset to identify each cell cluster; a total of 15 cell clusters were defined and cells in cluster 12 were defined as T cells. According to the distribution of T cell subsets (CD4+ T cell, CD8+ T cell, NaÃ¯ve T cell, and Treg cell), we selected the differentially expressed genes. Among the CD4+ T cell subsets, we screened 3 T cell-related genes, and the rest were 28, 4, and 13, respectively. Subsequently, according to the T cell marker genes, we screened six genes for constructing the model, namely, RTN1, HERPUD1, MX1, SEC61G, HOPX, and CHI3L1. The ROC curve showed that the predictive ability of the prognostic model for 1, 3, and 5 years was 0.881, 0.817, and 0.749 in the TCGA cohort, respectively. In addition, we found that risk scores were positively correlated with immune infiltration and immune checkpoints. To this end, we obtained three immunotherapy cohorts to verify their predictive ability of immunotherapy effects and found that high-risk patients had better clinical effects of immunotherapy.Conclusion:This single-cell RNA sequencing combined with bulk RNA sequencing may elucidate the composition of the tumor microenvironment and pave the way for the treatment of low-grade gliomas.",37292257,PMC10247320,10.1155/2023/3648946,0,Mediators of inflammation,9209001,4.529,0.7481683492660522,0.033444816053511704,0.2976588628762542,0.5151217453455845
Single-cell atlas reveals the immunosuppressive microenvironment and Treg cells landscapes in recurrent Glioblastoma,"Patients diagnosed with glioblastoma (GBM) have the most aggressive tumor progression and lethal recurrence. Research on the immune microenvironment landscape of tumor and cerebrospinal fluid (CSF) is limited. At the single-cell level, we aim to reveal the recurrent immune microenvironment of GBM and the potential CSF biomarkers and compare tumor locations. We collected four clinical samples from two patients: malignant samples from one recurrent GBM patient and non-malignant samples from a patient with brain tumor. We performed single-cell RNA sequencing (scRNA-seq) to reveal the immune landscape of recurrent GBM and CSF. T cells were enriched in the malignant tumors, while Treg cells were predominately found in malignant CSF, which indicated an inhibitory microenvironment in recurrent GBM. Moreover, macrophages and neutrophils were significantly enriched in malignant CSF. This indicates that they an important role in GBM progression. S100A9, extensively expressed in malignant CSF, is a promising biomarker for GBM diagnosis and recurrence. Our study reveals GBM's recurrent immune microenvironment after chemoradiotherapy and compares malignant and non-malignant CSF samples. We provide novel targets and confirm the promise of liquid CSF biopsy for patients with GBM.",38429367,,10.1038/s41417-024-00740-4,0,Cancer gene therapy,9432230,5.854,0.7478001117706299,0.03678929765886288,0.40468227424749165,0.5369743814436488
The use of single-cell RNA-seq to study heterogeneity at varying levels of virus-host interactions,"The outcome of viral infection depends on the diversity of the infecting viral population and the heterogeneity of the cell population that is infected. Until almost a decade ago, the study of these dynamic processes during viral infection was challenging and limited to certain targeted measurements. Presently, with the use of single-cell sequencing technology, the complex interface defined by the interactions of cells with infecting virus can now be studied across the breadth of the transcriptome in thousands of individual cells simultaneously. In this review, we will describe the use of single-cell RNA sequencing (scRNA-seq) to study the heterogeneity of viral infections, ranging from individual virions to the immune response between infected individuals. In addition, we highlight certain key experimental limitations and methodological decisions that are critical to analyzing scRNA-seq data at each scale.",38236826,PMC10796064,10.1371/journal.ppat.1011898,1,PLoS pathogens,101238921,7.464,0.739234209060669,0.27424749163879597,0.5484949832775919,0.6080890204196789
Myeloid Cell Classification and Therapeutic Opportunities Within the Glioblastoma Tumor Microenvironment in the Single Cell-Omics Era,"The glioma tumor microenvironment (TME) is complex and heterogeneous, and multiple emerging and current technologies are being utilized for an improved comprehension and understanding of these tumors. Single cell analysis techniques such as single cell genomic and transcriptomic sequencing analysis are on the rise and play an important role in elucidating the glioma TME. These large datasets will prove useful for patient tumor characterization, including immune configuration that will ultimately influence therapeutic choices and especially immune therapies. In this review we discuss the advantages and drawbacks of these techniques while debating their role in the domain of glioma-infiltrating myeloid cells characterization and function.",35784281,PMC9244707,10.3389/fimmu.2022.907605,4,Frontiers in immunology,101560960,8.786,0.7375364303588867,0.4983277591973244,0.6688963210702341,0.6759666742688437
Mapping and Validation of scRNA-Seq-Derived Cell-Cell Communication Networks in the Tumor Microenvironment,"Recent advances in single-cell technologies, particularly single-cell RNA-sequencing (scRNA-seq), have permitted high throughput transcriptional profiling of a wide variety of biological systems. As scRNA-seq supports inference of cell-cell communication, this technology has and continues to anchor groundbreaking studies into the efficacy and mechanism of novel immunotherapies for cancer treatment. In this review, we will highlight methods developed to infer inter- and intracellular signaling from scRNA-seq and discuss how they have contributed to studies of immunotherapeutic intervention in the tumor microenvironment (TME). However, a central challenge remains in validating the hypothesized cell-cell interactions. Therefore, this review will also cover strategies for integration of these scRNA-seq-derived interaction networks with existing experimental and computational approaches. Integration of these networks with imaging, protein secretion measurements, and network analysis and mathematical modeling tools addresses challenges that remain with scRNA-seq to enhance studies of immunosuppressive and immunotherapy-altered signaling in the TME.",35572582,PMC9096838,10.3389/fimmu.2022.885267,15,Frontiers in immunology,101560960,8.786,0.7331653237342834,0.7558528428093646,0.6722408026755853,0.7255179233375599
"The Glioblastoma Microenvironment: Morphology, Metabolism, and Molecular Signature of Glial Dynamics to Discover Metabolic Rewiring Sequence","Different functional states determine glioblastoma (GBM) heterogeneity. Brain cancer cells coexist with the glial cells in a functional syncytium based on a continuous metabolic rewiring. However, standard glioma therapies do not account for the effects of the glial cells within the tumor microenvironment. This may be a possible reason for the lack of improvements in patients with high-grade gliomas therapies. Cell metabolism and bioenergetic fitness depend on the availability of nutrients and interactions in the microenvironment. It is strictly related to the cell location in the tumor mass, proximity to blood vessels, biochemical gradients, and tumor evolution, underlying the influence of the context and the timeline in anti-tumor therapeutic approaches. Besides the cancer metabolic strategies, here we review the modifications found in the GBM-associated glia, focusing on morphological, molecular, and metabolic features. We propose to analyze the GBM metabolic rewiring processes from a systems biology perspective. We aim at defining the crosstalk between GBM and the glial cells as modules. The complex networking may be expressed by metabolic modules corresponding to the GBM growth and spreading phases. Variation in the oxidative phosphorylation (OXPHOS) rate and regulation appears to be the most important part of the metabolic and functional heterogeneity, correlating with glycolysis and response to hypoxia. Integrated metabolic modules along with molecular and morphological features could allow the identification of key factors for controlling the GBM-stroma metabolism in multi-targeted, time-dependent therapies.",33804873,PMC8036663,10.3390/ijms22073301,29,International journal of molecular sciences,101092791,6.208,0.7266196608543396,0.8361204013377926,0.42474916387959866,0.688145709556082
Transcriptional Heterogeneity of Cellular Senescence in Cancer,"Cellular senescence plays a paradoxical role in tumorigenesis through the expression of diverse senescence-associated (SA) secretory phenotypes (SASPs). The heterogeneity of SA gene expression in cancer cells not only promotes cancer stemness but also protects these cells from chemotherapy. Despite the potential correlation between cancer and SA biomarkers, many transcriptional changes across distinct cell populations remain largely unknown. During the past decade, single-cell RNA sequencing (scRNA-seq) technologies have emerged as powerful experimental and analytical tools to dissect such diverse senescence-derived transcriptional changes. Here, we review the recent sequencing efforts that successfully characterized scRNA-seq data obtained from diverse cancer cells and elucidated the role of senescent cells in tumor malignancy. We further highlight the functional implications of SA genes expressed specifically in cancer and stromal cell populations in the tumor microenvironment. Translational research leveraging scRNA-seq profiling of SA genes will facilitate the identification of novel expression patterns underlying cancer susceptibility, providing new therapeutic opportunities in the era of precision medicine.",35983702,PMC9448649,10.14348/molcells.2022.0036,5,Molecules and cells,9610936,4.25,0.7265226244926453,0.5250836120401338,0.2809364548494983,0.5971175880735136
